_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.file,_source.data.title,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.data.id,_source.decoder.parent,_source.rule.gpg13,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.rule.hipaa,_source.rule.tsc,_source.rule.nist_800_53,_source.decoder,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.inode_before,_source.syscheck.size_after,_source.syscheck.gid_after,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.mtime_before,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.changed_attributes,_source.syscheck.gname_after,_source.syscheck.uid_after,_source.syscheck.perm_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha1_before,_source.syscheck.sha256_after,_source.syscheck.inode_after,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.extra_data,_source.data.status,_source.data.srcuser,_source.data.dstuser,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.uid,_source.data.srcip,_source.data.srcport,_source.data.protocol,_source.data.url,_source.data.level,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.previous_result,_source.data.sca.check.file,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.nist_sp_800-53,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.soc_2,_source.rule.cis_csc_v7,_source.data.audit.pid,_source.data.audit.id,_source.data.audit.type,_source.data.audit.command,_source.data.sca.check.compliance.pci_dss_v4.0,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.command,_source.rule.mitre_mitigations,_source.data.sca.check.directory,_source.data.sca.check.reason,_source.data.sca.check.references,_source.data.audit.uid,_source.data.audit.res,_source.data.audit.auid,_source.data.audit.gid,_source.data.audit.exe,_source.data.audit.session,_source.syscheck.size_before,_source.syscheck.perm_before,_source.data.audit.list,_source.data.audit.key,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.euid
wazuh-alerts-4.x-2023.10.15,K3wNMosBt6vigKDYMAfi,1,1,machine-2,002,ubuntu, , ,46,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure nftables base chains exist.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:42.761",sca,1697351742.287791,"Oct 15, 2023 @ 06:35:42.761", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,Run the following command to create the base chains: # nft create chain inet <table name> <base chain name> { type filter hook <(input|forward|output)> priority 0 \; } Example: # nft create chain inet filter input { type filter hook input priority 0 \; } # nft create chain inet filter forward { type filter hook forward priority 0 \; } # nft create chain inet filter output { type filter hook output priority 0 \; }, , ,"4.4,4.5",CC6.6, ,1.2.1,SC-7(5),"1.4,1.1.4",TA0005,"T1562,T1562.004",3.5.2.5,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4,"Chains are containers for rules. They exist in two kinds, base chains and regular chains. A base chain is an entry point for packets from the networking stack, a regular chain may be used as jump target and is used for better rule organization.",28580,Ensure nftables base chains exist.,"If a base chain doesn't exist with a hook for input, forward, and delete, packets that would flow through those chains will not be touched by nftables.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""SC-7(5)""]","[""TA0005""]","[""T1562"",""T1562.004""]","[""3.5.2.5""]","[""CC6.6""]","[""9.4""]", , , , , , ,"M1031,M1037","[""dpkg -s nftables"",""nft list ruleset""]","[""M1031"",""M1037""]", , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,L3wNMosBt6vigKDYMAfi,1,1,machine-2,002,ubuntu, , ,50,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure iptables packages are installed.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:42.815",sca,1697351742.300009,"Oct 15, 2023 @ 06:35:42.815", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,Run the following command to install iptables and iptables-persistent # apt install iptables iptables-persistent, , ,"4.4,4.5",CC6.6, ,1.2.1,SC-7(5),"1.4,1.1.4",TA0011,"T1562,T1562.004",3.5.3.1.1,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4,"iptables is a utility program that allows a system administrator to configure the tables provided by the Linux kernel firewall, implemented as different Netfilter modules, and the chains and rules it stores. Different kernel modules and programs are used for different protocols; iptables applies to IPv4, ip6tables to IPv6, arptables to ARP, and ebtables to Ethernet frames.",28583,Ensure iptables packages are installed.,A method of configuring and maintaining firewall rules is necessary to configure a Host Based Firewall.,check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""SC-7(5)""]","[""TA0011""]","[""T1562"",""T1562.004""]","[""3.5.3.1.1""]","[""CC6.6""]","[""9.4""]", , , , , , ,"M1031,M1037","[""dpkg -s iptables"",""dpkg -s iptables-persistent""]","[""M1031"",""M1037""]", , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,NHwNMosBt6vigKDYMAfj,1,1,machine-2,002,ubuntu, , ,55,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure auditd is installed.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:42.911",sca,1697351742.316380,"Oct 15, 2023 @ 06:35:42.911", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,Run the following command to Install auditd # apt install auditd audispd-plugins., , ,8.5,"CC5.2,CC7.2", ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","AU-3(1),AU-7","10.1,10.2.2,10.2.4,10.2.5,10.3",TA0005,"T1562,T1562.001",4.1.1.1,AU.L2-3.3.1,6.2,auditd is the userspace component to the Linux Auditing System. It's responsible for writing audit records to the disk.,28590,Ensure auditd is installed.,The capturing of system events provides system administrators with information to allow them to determine if unauthorized access to their system is occurring.,check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""AU-3(1)"",""AU-7""]","[""TA0005""]","[""T1562"",""T1562.001""]","[""4.1.1.1""]","[""CC5.2"",""CC7.2""]","[""6.2""]", , , , , , , ,"[""dpkg-query -s auditd""]", , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,OHwNMosBt6vigKDYMAfj,1,1,machine-2,002,ubuntu, , ,59,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure audit_backlog_limit is sufficient.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.167",sca,1697351743.327726,"Oct 15, 2023 @ 06:35:43.167", , , ,192.168.40.131, , , , , , , ,"[""164.312(b)""]","[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"Edit /etc/default/grub and add audit_backlog_limit=N to GRUB_CMDLINE_LINUX. The recommended size for N is 8192 or larger. Example: GRUB_CMDLINE_LINUX=""audit_backlog_limit=8192"" Run the following command to update the grub2 configuration: # update-grub", , ,8.2, ,164.312(b),"5.3.4,6.4.1,6.4.2,10.2.1,10.2.1.1,10.2.1.2,10.2.1.3,10.2.1.4,10.2.1.5,10.2.1.6,10.2.1.7,10.2.2",AU-7,"10.2,10.3",TA0005,"T1562,T1562.001",4.1.1.4,AU.L2-3.3.1,"6.2,6.3","In the kernel-level audit subsystem, a socket buffer queue is used to hold audit events. Whenever a new audit event is received, it is logged and prepared to be added to this queue. The kernel boot parameter audit_backlog_limit=N, with N representing the amount of messages, will ensure that a queue cannot grow beyond a certain size. If an audit event is logged which would grow the queue beyond this limit, then a failure occurs and is handled according to the system configuration.",28593,Ensure audit_backlog_limit is sufficient.,"If an audit event is logged which would grow the queue beyond the audit_backlog_limit, then a failure occurs, auditd records will be lost, and potential malicious activity could go undetected.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.2""]","[""AU-7""]","[""TA0005""]","[""T1562"",""T1562.001""]","[""4.1.1.4""]", ,"[""6.2"",""6.3""]", , , , , , , , , ,"[""/boot""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,OnwNMosBt6vigKDYMAfj,1,1,machine-2,002,ubuntu, , ,61,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure audit logs are not automatically deleted.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.185",sca,1697351743.334393,"Oct 15, 2023 @ 06:35:43.185", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,Set the following parameter in /etc/audit/auditd.conf: max_log_file_action = keep_logs., , ,8.3,A1.1, , , ,10.7,TA0040,"T1562,T1562.006",4.1.2.2, ,6.4,The max_log_file_action setting determines how to handle the audit log file reaching the max file size. A value of keep_logs will rotate the logs but never delete old logs.,28595,Ensure audit logs are not automatically deleted.,"In high security contexts, the benefits of maintaining a long audit history exceed the cost of storing the audit history.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.3""]", ,"[""TA0040""]","[""T1562"",""T1562.006""]","[""4.1.2.2""]","[""A1.1""]","[""6.4""]", , , , , , ,M1053, ,"[""M1053""]","[""/etc/audit""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,P3wNMosBt6vigKDYMAfk,1,1,machine-2,002,ubuntu, , ,66,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure events that modify user/group information are collected.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.267",sca,1697351743.358730,"Oct 15, 2023 @ 06:35:43.267", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify user/group information. Example: # printf "" -w /etc/group -p wa -k identity -w /etc/passwd -p wa -k identity -w /etc/gshadow -p wa -k identity -w /etc/shadow -p wa -k identity -w /etc/security/opasswd -p wa -k identity "" >> /etc/audit/rules.d/50-identity.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\ ""; fi.", , ,8.5,"CC5.2,CC7.2", ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","AU-3(1),AU-7","10.1,10.2.2,10.2.4,10.2.5,10.3",TA0004,"T1562,T1562.006",4.1.3.8,AU.L2-3.3.1,4.8,"Record events affecting the modification of user or group information, including that of passwords and old passwords if in use. /etc/group - system groups /etc/passwd - system users /etc/gshadow - encrypted password for each group /etc/shadow - system user passwords /etc/security/opasswd - storage of old passwords if the relevant PAM module is in use The parameters in this section will watch the files to see if they have been opened for write or have had attribute changes (e.g. permissions) and tag them with the identifier ""identity"" in the audit log file.",28601,Ensure events that modify user/group information are collected.,Unexpected changes to these files could be an indication that the system has been compromised and that an unauthorized user is attempting to hide their activities or compromise additional accounts.,check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""AU-3(1)"",""AU-7""]","[""TA0004""]","[""T1562"",""T1562.006""]","[""4.1.3.8""]","[""CC5.2"",""CC7.2""]","[""4.8""]", , , , , , ,M1047, ,"[""M1047""]","[""/etc/audit/rules.d""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,QHwNMosBt6vigKDYMAfk,1,1,machine-2,002,ubuntu, , ,67,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure events that modify the system's network environment are collected.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.257",sca,1697351743.363905,"Oct 15, 2023 @ 06:35:43.257", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"Create audit rules Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify the system's network environment. 64 Bit systems Example: # printf ""-a always,exit -F arch=b64 -S sethostname,setdomainname -k system-locale -a always,exit -F arch=b32 -S sethostname,setdomainname -k system-locale -w /etc/issue -p wa -k system-locale -w /etc/issue.net -p wa -k system-locale -w /etc/hosts -p wa -k system-locale -w /etc/networks -p wa -k system-locale -w /etc/network/ -p wa -k system-locale"" >> /etc/audit/rules.d/50-system_local.rules Load audit rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi 32 Bit systems Follow the same procedures as for 64 bit systems and ignore any entries with b64.", , ,8.5,"CC5.2,CC7.2", ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","AU-3(1),AU-7","10.1,10.2.2,10.2.4,10.2.5,10.3",TA0003,"T1562,T1562.006",4.1.3.5,AU.L2-3.3.1,5.5,"Record changes to network environment files or system calls. The below parameters monitors the following system calls, and write an audit event on system call exit: sethostname - set the systems host name setdomainname - set the systems domain name The files being monitored are: -/etc/issue and /etc/issue.net - messages displayed pre-login /etc/hosts - file containing host names and associated IP addresses - /etc/networks - symbolic names for networks - /etc/network/ - directory containing network interface scripts and configurations files.",28600,Ensure events that modify the system's network environment are collected.,"Monitoring sethostname and setdomainname will identify potential unauthorized changes to host and domainname of a system. The changing of these names could potentially break security parameters that are set based on those names. The /etc/hosts file is monitored for changes that can indicate an unauthorized intruder is trying to change machine associations with IP addresses and trick users and processes into connecting to unintended machines. Monitoring /etc/issue and /etc/issue.net is important, as intruders could put disinformation into those files and trick users into providing information to the intruder. Monitoring /etc/network is important as it can show if network interfaces or scripts are being modified in a way that can lead to the machine becoming unavailable or compromised. All audit records should have a relevant tag associated with them.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""AU-3(1)"",""AU-7""]","[""TA0003""]","[""T1562"",""T1562.006""]","[""4.1.3.5""]","[""CC5.2"",""CC7.2""]","[""5.5""]", , , , , , ,M1047, ,"[""M1047""]","[""/etc/audit/rules.d""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,QXwNMosBt6vigKDYMAfk,1,1,machine-2,002,ubuntu, , ,68,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure session initiation information is collected.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.295",sca,1697351743.371257,"Oct 15, 2023 @ 06:35:43.295", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor session initiation information. Example: # printf "" -w /var/run/utmp -p wa -k session -w /var/log/wtmp -p wa -k session -w /var/log/btmp -p wa -k session "" >> /etc/audit/rules.d/50-session.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\ ""; fi Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.", , ,8.5,"CC5.2,CC7.2", ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","AU-3(1),AU-7","10.1,10.2.2,10.2.4,10.2.5,10.3",TA0001,"T1562,T1562.006",4.1.3.11,AU.L2-3.3.1,"4.9,16.13","Monitor session initiation events. The parameters in this section track changes to the files associated with session events. /var/run/utmp - tracks all currently logged in users. /var/log/wtmp - file tracks logins, logouts, shutdown, and reboot events. /var/log/btmp - keeps track of failed login attempts and can be read by entering the command /usr/bin/last -f /var/log/btmp. All audit records will be tagged with the identifier ""session."".",28602,Ensure session initiation information is collected.,"Monitoring these files for changes could alert a system administrator to logins occurring at unusual hours, which could indicate intruder activity (i.e. a user logging in at a time when they do not normally log in).",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""AU-3(1)"",""AU-7""]","[""TA0001""]","[""T1562"",""T1562.006""]","[""4.1.3.11""]","[""CC5.2"",""CC7.2""]","[""4.9"",""16.13""]", , , , , , , , , ,"[""/etc/audit/rules.d""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,QnwNMosBt6vigKDYMAfk,1,1,machine-2,002,ubuntu, , ,69,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure login and logout events are collected.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.298",sca,1697351743.377034,"Oct 15, 2023 @ 06:35:43.298", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor login and logout events. Example: # printf "" -w /var/log/lastlog -p wa -k logins -w /var/run/faillock -p wa -k logins "" >> /etc/audit/rules.d/50-login.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\ ""; fi. Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.", , ,8.5,"CC5.2,CC7.2", ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","AU-3(1),AU-7","10.1,10.2.2,10.2.4,10.2.5,10.3",TA0001,"T1562,T1562.006",4.1.3.12,AU.L2-3.3.1,"4.9,16.11,16.13",Monitor login and logout events. The parameters below track changes to files associated with login/logout events. /var/log/lastlog - maintain records of the last time a user successfully logged in. /var/run/faillock - directory maintains records of login failures via the pam_faillock module.,28603,Ensure login and logout events are collected.,Monitoring login/logout events could provide a system administrator with information associated with brute force attacks against user logins.,check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""AU-3(1)"",""AU-7""]","[""TA0001""]","[""T1562"",""T1562.006""]","[""4.1.3.12""]","[""CC5.2"",""CC7.2""]","[""4.9"",""16.11"",""16.13""]", , , , , , , , , ,"[""/etc/audit/rules.d""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,RHwNMosBt6vigKDYMAfk,1,1,machine-2,002,ubuntu, , ,2,false,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure only authorized groups are assigned ownership of audit log files.,"[""sca""]",19009,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.496",sca,1697351743.386105,"Oct 15, 2023 @ 06:35:43.496", , , ,192.168.40.131, , , , , , , ,"[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,not applicable,"Run the following command to configure the audit log files to be owned by adm group: # find $(dirname $(awk -F""="" '/^\s*log_file\s*=\s*/ {print $2}' /etc/audit/auditd.conf | xargs)) -type f \( ! -group adm -a ! -group root \) -exec chgrp adm {} + Run the following command to configure the audit log files to be owned by the adm group: # chgrp adm /var/log/audit/ Run the following command to set the log_group parameter in the audit configuration file to log_group = adm: # sed -ri 's/^\s*#?\s*log_group\s*=\s*\S+(\s*#.*)?.*$/log_group = adm\1/' /etc/audit/auditd.conf Run the following command to restart the audit daemon to reload the configuration file: # systemctl restart auditd", ,"[""/etc/audit/auditd.conf""]",3.3,"CC5.2,CC6.1","164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)","1.3.1,7.1","AC-5,AC-6","7.1,7.1.1,7.1.2,7.1.3",TA0007,"T1070,T1070.002,T1083",4.1.4.3,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2",14.6,Audit log files contain information about the system and system activity.,28606,Ensure only authorized groups are assigned ownership of audit log files.,"Access to audit records can reveal system and configuration data to attackers, potentially compromising its confidentiality.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0007""]","[""T1070"",""T1070.002"",""T1083""]","[""4.1.4.3""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , , , , , , , ,Could not open file '/etc/audit/auditd.conf', , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,RnwNMosBt6vigKDYMAfk,1,1,machine-2,002,ubuntu, , ,71,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure events that modify the system's Mandatory Access Controls are collected.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:43.336",sca,1697351743.393608,"Oct 15, 2023 @ 06:35:43.336", , , ,192.168.40.131, , , , , , , , ,"[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor events that modify the system's Mandatory Access Controls. Example: # printf "" -w /etc/apparmor/ -p wa -k MAC-policy -w /etc/apparmor.d/ -p wa -k MAC-policy "" >> /etc/audit/rules.d/50-MAC-policy.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi", , ,8.5,"CC5.2,CC7.2", ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","AU-3(1),AU-7","10.1,10.2.2,10.2.4,10.2.5,10.3",TA0004,"T1562,T1562.006",4.1.3.14,AU.L2-3.3.1,5.5,"Monitor AppArmor, an implementation of mandatory access controls. The parameters below monitor any write access (potential additional, deletion or modification of files in the directory) or attribute changes to the /etc/apparmor/ and /etc/apparmor.d/ directories. Note: If a different Mandatory Access Control method is used, changes to the corresponding directories should be audited.",28604,Ensure events that modify the system's Mandatory Access Controls are collected.,"Rationale: Changes to files in the /etc/apparmor/ and /etc/apparmor.d/ directories could indicate that an unauthorized user is attempting to modify access controls and change security contexts, leading to a compromise of the system.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""AU-3(1)"",""AU-7""]","[""TA0004""]","[""T1562"",""T1562.006""]","[""4.1.3.14""]","[""CC5.2"",""CC7.2""]","[""5.5""]", , , , , , ,M1022, ,"[""M1022""]","[""/etc/audit/rules.d""]", , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.15,7XwMMosBt6vigKDYWgbg,1,1,machine-2,002,ubuntu, , ,7,false,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure nodev option set on /var partition.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 15, 2023 @ 06:35:39.636",sca,1697351739.33919,"Oct 15, 2023 @ 06:35:39.636", , , ,192.168.40.131, , , , , , , ,"[""164.308(a)(3)(i)"",""164.308(a)(3)(ii)(A)"",""164.312(a)(1)""]","[""CC7.1"",""CC7.2""]","[""CM.1""]","{""name"":""sca""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2116910480,failed,"IF the /var partition exists, edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var partition. Example: <device> /var <fstype> defaults,rw,nosuid,nodev,relatime 0 0 Run the following command to remount /var with the configured options: # mount -o remount /var.", , ,3.3,"CC5.2,CC6.1","164.308(a)(3)(i),164.308(a)(3)(ii)(A),164.312(a)(1)", ,"AC-5,AC-6", ,TA0005,T1200,1.1.3.2,"AC.L1-3.1.1,AC.L1-3.1.2,AC.L2-3.1.5,AC.L2-3.1.3,MP.L2-3.8.2",14.6,The nodev mount option specifies that the filesystem cannot contain special devices.,28505,Ensure nodev option set on /var partition.,"Since the /var filesystem is not intended to support devices, set this option to ensure that users cannot create a block or character special devices in /var.",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""3.3""]","[""AC-5"",""AC-6""]","[""TA0005""]","[""T1200""]","[""1.1.3.2""]","[""CC5.2"",""CC6.1""]","[""14.6""]", , , , ,"1.3.1,7.1","7.1,7.1.1,7.1.2,7.1.3",M1038,"[""findmnt --kernel /var""]","[""M1038""]", , ,See the fstab(5) manual page for more information., , , , , , , , , , , , , , , , , , , 
