block_id,partition,label,selection_seed
blk_8162125957292708341,train,0,42
blk_-1214010963469220190,train,0,42
blk_-1676149673929428265,train,0,42
blk_761433059214565961,train,0,42
blk_6495103294560828043,train,0,42
blk_-4026925749290318695,train,0,42
blk_-8596910087602373773,train,0,42
blk_8312178136682809169,train,0,42
blk_3164411234300204664,train,0,42
blk_-1021924348541560606,train,0,42
blk_9019388939083795577,train,0,42
blk_-4807218249680124281,train,0,42
blk_-4755726438444512416,train,0,42
blk_1780927662527558413,train,1,42
blk_-5486467585085498965,train,0,42
blk_6808788586729328856,train,0,42
blk_1676426356722653906,train,0,42
blk_-1226740038369218845,train,0,42
blk_-8887379082823752686,train,0,42
blk_6585439770855545149,train,0,42
blk_3394890032510876089,train,0,42
blk_-703943474303811329,train,0,42
blk_-8666854809360370412,train,0,42
blk_-374062964032302300,train,0,42
blk_-2323704137322126039,train,0,42
blk_6209451396092277496,train,0,42
blk_7616644122627943049,train,0,42
blk_4931230678582118759,train,0,42
blk_5126880075787144095,train,0,42
blk_-8609011354896716937,train,0,42
blk_4820488330444951861,train,1,42
blk_-7138458515168946211,train,0,42
blk_450170725866294065,train,0,42
blk_6695427397819148740,train,0,42
blk_-9151758202625066423,train,0,42
blk_9175713676294145088,train,0,42
blk_-2288496814646610449,train,0,42
blk_6532076953439050202,train,0,42
blk_-4595929510865569392,train,0,42
blk_7154112051230983126,train,0,42
blk_6871106772567638020,train,0,42
blk_-7090065202453282620,train,0,42
blk_7742314985188339589,train,0,42
blk_-1272825096304980195,train,0,42
blk_-2850448215477298978,train,0,42
blk_-6673867511227782289,train,0,42
blk_3706409131230194317,train,0,42
blk_1134153451028331858,train,1,42
blk_-5583377646604367030,train,0,42
blk_1552410048681463095,train,0,42
blk_1053501646338366710,train,0,42
blk_-2854572540214799121,train,0,42
blk_7270236465465673254,train,0,42
blk_-8719992134953091410,train,0,42
blk_4755798873076535002,train,0,42
blk_-5121716341655324306,train,0,42
blk_-5811551324340236032,train,0,42
blk_-7832055538956409109,train,0,42
blk_5531778222838775067,train,0,42
blk_-3985139229260867963,train,0,42
blk_-7290085115296576084,train,0,42
blk_-1287142803314949069,train,0,42
blk_8538375059998130487,train,0,42
blk_-4808257589572473297,train,0,42
blk_-6182309129584512954,train,0,42
blk_7891264392211959577,train,0,42
blk_-8166452142899256578,train,0,42
blk_-5044999805364437716,train,0,42
blk_7052942637765153909,train,0,42
blk_4698021906642440570,train,0,42
blk_7678594099799158490,train,0,42
blk_-8829045379180537671,train,0,42
blk_-1493634015201743654,train,0,42
blk_-6116627279299084903,train,0,42
blk_-9223155031018917603,train,1,42
blk_7812004384597786144,train,0,42
blk_5590715023984445850,train,0,42
blk_-8741399368391037634,train,0,42
blk_-2021891628381573460,train,0,42
blk_2588390892665327938,train,0,42
blk_-270515429818978820,train,0,42
blk_-5177688918489206848,train,0,42
blk_-4867389928550071061,train,0,42
blk_-4553473585110051357,train,0,42
blk_-3175013949698143276,train,0,42
blk_-6245613227436255247,train,0,42
blk_-1101689761513980622,train,0,42
blk_247112447883563947,train,0,42
blk_-2812742254166624369,train,0,42
blk_1471121498663763348,train,0,42
blk_-7468648165232368145,train,0,42
blk_2889533742391274822,train,0,42
blk_-4367085345875533245,train,0,42
blk_4335482737196108897,train,0,42
blk_-1442828985434420859,train,0,42
blk_3590531564515411775,train,0,42
blk_1560144821610499114,train,0,42
blk_-8218421792925284624,train,1,42
blk_-3525998330663081930,train,0,42
blk_5747880494416656209,train,0,42
blk_8338029885779921562,train,0,42
blk_-1234714996271445557,train,0,42
blk_-6197948041359680088,train,1,42
blk_7458529122795453137,train,1,42
blk_-4543723386586074610,train,0,42
blk_4207229419423337420,train,0,42
blk_7633159985777134452,train,1,42
blk_5659336442815630131,train,0,42
blk_-3547984959929874282,train,0,42
blk_177065254522311928,train,0,42
blk_-3130852684086175727,train,0,42
blk_-654546643858392466,train,0,42
blk_4793764259130969537,train,0,42
blk_6760628212169557000,train,0,42
blk_4739221990262838175,train,0,42
blk_-4541441423659403361,train,0,42
blk_-5895054797000070445,train,0,42
blk_-253630394617077038,train,0,42
blk_-7658293778087733436,train,0,42
blk_5352681013815463124,train,1,42
blk_-8319565643884850452,train,0,42
blk_1964069129631130782,train,0,42
blk_517236834784039401,train,0,42
blk_-6737349893549214776,train,0,42
blk_3148840152803499442,train,0,42
blk_8432608606176301384,train,0,42
blk_-3750761597724603487,train,0,42
blk_7205507257418665319,train,0,42
blk_-6917441161570778752,train,0,42
blk_-8248371895911315906,train,0,42
blk_8940363094872729375,train,1,42
blk_-3778770588169644684,train,0,42
blk_1027936451696569612,train,0,42
blk_-4295270421586766014,train,0,42
blk_-1459534643687039913,train,0,42
blk_-8453774854951735138,train,0,42
blk_-1171774150454377853,train,0,42
blk_-4207358533655236793,train,0,42
blk_7198997900016245190,train,0,42
blk_-5313458072366690958,train,0,42
blk_-3639659592440127110,train,0,42
blk_3924022515709472332,train,0,42
blk_-2359528176260292225,train,0,42
blk_-3460256330512035998,train,0,42
blk_1499208039663057964,train,0,42
blk_7511772639717971983,train,1,42
blk_6346771619176813648,train,0,42
blk_-4054555421225671071,train,0,42
blk_-2653004808155891586,train,0,42
blk_4013727969750317117,train,0,42
blk_4960178364961327017,train,0,42
blk_-3293285966230793634,train,0,42
blk_-5737168410694664662,train,0,42
blk_3374027563676026542,train,0,42
blk_6584751467671907473,train,0,42
blk_3608586110823665995,train,0,42
blk_296998228123688935,train,0,42
blk_-7434527029195227790,train,1,42
blk_3808369119308267078,train,0,42
blk_856621024978398964,train,0,42
blk_986392734892781966,train,0,42
blk_1600365655952584848,train,0,42
blk_7718685255955629314,train,0,42
blk_-7954879107701827563,train,0,42
blk_4326545860126199815,train,0,42
blk_4177437890874800574,train,0,42
blk_-8136587338062317161,train,0,42
blk_1490473565543858637,train,0,42
blk_-6368825261991446208,train,0,42
blk_-5824471944671529289,train,0,42
blk_4434133169564763620,train,0,42
blk_-2643397668909015624,train,0,42
blk_7488921078937827930,train,0,42
blk_4398368308273964133,train,0,42
blk_-3828624448869538347,train,0,42
blk_5801893663171578015,train,0,42
blk_5821560504660198198,train,0,42
blk_5251491444619693046,train,0,42
blk_3809746127366505199,train,0,42
blk_4979631842586705161,train,0,42
blk_-8415732108910515018,train,0,42
blk_2163179265061651528,train,0,42
blk_-5204926824954046636,train,0,42
blk_2731030920151041604,train,0,42
blk_-534367621646189530,train,0,42
blk_3366261213364874460,train,0,42
blk_5435576209660177370,train,0,42
blk_-1541077441605739235,train,0,42
blk_1780741040853671969,train,0,42
blk_5338171412101060892,train,0,42
blk_-4002164472236898723,train,1,42
blk_-7841387604238168263,train,0,42
blk_6491668750226684560,train,0,42
blk_3761404887886276075,train,0,42
blk_7435177738282166412,train,0,42
blk_-2570044942271709234,train,0,42
blk_-8311781494424051756,train,0,42
blk_4291429347435827038,train,0,42
blk_-1306778044783195689,train,0,42
blk_8096409990759353729,train,0,42
blk_6498510594094208297,train,0,42
blk_1404267956913100828,train,0,42
blk_-3103495572164439061,train,0,42
blk_-6157001673175466772,train,0,42
blk_-1135244765086590166,train,0,42
blk_8381616561744287688,train,0,42
blk_-3347388265950079536,train,0,42
blk_8621764839783715725,train,0,42
blk_-5583570275201930346,train,1,42
blk_6728177067293102465,train,0,42
blk_-7592956408190709509,train,0,42
blk_7712038775457200296,train,0,42
blk_7083809385180352908,train,0,42
blk_-1250257280710269537,train,0,42
blk_7235938446696055800,train,1,42
blk_-6762167862107660475,train,0,42
blk_6895787521727879926,train,0,42
blk_-217366978460228560,train,0,42
blk_-8718120031541520194,train,0,42
blk_1704235708973385934,train,1,42
blk_4564627863496459925,train,0,42
blk_8608596419815609548,train,0,42
blk_-5044304632517732682,train,0,42
blk_8493539134866903426,train,0,42
blk_8522010347648777223,train,0,42
blk_-6891545597931238563,train,0,42
blk_-7108610317546462342,train,0,42
blk_-1433216551166318853,train,0,42
blk_-7939903441319033151,train,0,42
blk_-7257944162505247987,train,0,42
blk_-6318723666311797221,train,0,42
blk_-8947192106838063897,train,0,42
blk_-289596524598244309,train,0,42
blk_5980200075912321039,train,0,42
blk_2463938423783410775,train,0,42
blk_-8110651192881675793,train,0,42
blk_-1993950670787582723,train,0,42
blk_-4570781544367650630,train,1,42
blk_-6244251016950202002,train,0,42
blk_-482265269948896857,train,0,42
blk_28301492754808281,train,0,42
blk_6180570355861203029,train,1,42
blk_3399252660967856316,train,0,42
blk_-4809294830040401027,train,0,42
blk_5244331845025653129,train,0,42
blk_7017678396561999295,train,0,42
blk_2410770876214688747,train,0,42
blk_-9042759527466544487,train,0,42
blk_1407945267717165773,train,0,42
blk_-7550467066255084761,train,0,42
blk_7618121464611459853,train,0,42
blk_-1221909939319889404,train,0,42
blk_-1590709902330701366,train,0,42
blk_1616462790150175610,train,0,42
blk_-7925706738526608547,train,0,42
blk_-2201026500547365485,train,0,42
blk_4123833541684540630,train,1,42
blk_-3497726940135556778,train,0,42
blk_-4347430921175387662,train,0,42
blk_-1536733793604799409,train,1,42
blk_-2063268891898023395,train,0,42
blk_-1525928002009486795,train,0,42
blk_1680392365309447509,train,0,42
blk_-1014643285003884697,train,0,42
blk_-2131589526390349182,train,0,42
blk_355194292813536184,train,0,42
blk_2830071604150825181,train,0,42
blk_-5605983133897142441,train,1,42
blk_8520994261375412926,train,0,42
blk_2539321901037132689,train,0,42
blk_4851807438706885228,train,0,42
blk_642451084281350465,train,0,42
blk_-5829194706477844298,train,0,42
blk_-7139900348926804309,train,0,42
blk_4495602873708037722,train,1,42
blk_778249254869787385,train,0,42
blk_-7422312817857197055,train,0,42
blk_2256896483832651331,train,0,42
blk_-1919583557003561644,train,0,42
blk_2574605735502320934,train,0,42
blk_5286213667862449188,train,0,42
blk_-1214293236870205693,train,0,42
blk_8153248230806279776,train,0,42
blk_-7632082666095444252,train,0,42
blk_2248108756058577232,train,0,42
blk_-1047965998932866598,train,0,42
blk_2984766613206382992,train,0,42
blk_-788211336699420271,train,0,42
blk_-3309606337510811856,train,0,42
blk_5984640202529614106,train,0,42
blk_3927786558306270019,train,0,42
blk_-2178465105294411938,train,0,42
blk_2528337570825270798,train,0,42
blk_2997888376081397970,train,0,42
blk_4345046556683524799,train,0,42
blk_3494673187609737788,train,1,42
blk_-5687502229794819190,train,0,42
blk_1184902127004986337,train,0,42
blk_-9063136532872508885,train,0,42
blk_-1847362526324628921,train,0,42
blk_1924988014210697649,train,0,42
blk_5136791160636135226,train,0,42
blk_3449973063125288809,train,0,42
blk_-9002894287618937158,train,0,42
blk_-3674475585688170208,train,0,42
blk_-3909953952019777686,train,0,42
blk_2320477498691097561,train,1,42
blk_-5818104521536525340,train,0,42
blk_5776958066457338556,train,0,42
blk_8977807337744899234,train,0,42
blk_818762348297356348,train,0,42
blk_3962776194461034441,train,0,42
blk_4020721990286644552,train,0,42
blk_4581070264530964999,train,0,42
blk_-8080331398924235527,train,0,42
blk_5709002403815025817,train,0,42
blk_-5792810353512602703,train,0,42
blk_3126092958415911922,train,0,42
blk_5365197716891566327,train,0,42
blk_4096064360583880645,train,0,42
blk_7403356433450969563,train,0,42
blk_4887475832624463832,train,0,42
blk_6815865712010476329,train,0,42
blk_-5371063527138698733,train,0,42
blk_-6133953702405844195,train,0,42
blk_-8153316025654659240,train,0,42
blk_-8515794472727519875,train,1,42
blk_-651788027488825436,train,0,42
blk_2399651331504636195,train,0,42
blk_4609634274520073301,train,0,42
blk_4307266533225250152,train,0,42
blk_-7230527861779379907,train,0,42
blk_-4766238838407210061,train,0,42
blk_-3759628804724854528,train,0,42
blk_1041729060372477904,train,0,42
blk_-3930623718679771639,train,0,42
blk_-6848001024216110899,train,0,42
blk_-440540728013539358,train,0,42
blk_8434944652206236734,train,0,42
blk_7852012875658868029,train,0,42
blk_4675367611672672102,train,0,42
blk_-550139139962371538,train,0,42
blk_9066188798741857293,train,0,42
blk_1216258343197088959,train,0,42
blk_5308989339948485157,train,0,42
blk_6554404755430574587,train,0,42
blk_-8299607617122106757,train,0,42
blk_-9156725629894678656,train,0,42
blk_-4984504651603069357,train,0,42
blk_1411060260408148256,train,0,42
blk_-1297233847257159904,train,0,42
blk_5338171742986309217,train,0,42
blk_2308220754576271020,train,0,42
blk_7207060985575670179,train,0,42
blk_5775162999475662872,train,0,42
blk_-3519948707304590968,train,0,42
blk_980724963331023216,train,0,42
blk_409624418917637522,train,0,42
blk_-156350098574936161,train,0,42
blk_1807897120042017271,train,0,42
blk_-7288732070880198511,train,0,42
blk_-5752633728405078209,train,0,42
blk_-1427413919610893019,train,0,42
blk_-7637579542854178724,train,0,42
blk_-4194178491540872369,train,0,42
blk_4397340624283898024,train,0,42
blk_4037943122136447065,train,0,42
blk_-5246238738755886003,train,0,42
blk_-6304764140602172268,train,0,42
blk_-8616153661890962502,train,0,42
blk_5080174159850819379,train,0,42
blk_-5315356694217770563,train,0,42
blk_2852029952674915709,train,0,42
blk_241129039151366329,train,0,42
blk_-1517804870920904063,train,0,42
blk_-2654228511998607157,train,0,42
blk_-3108029792436710241,train,0,42
blk_8069399994806416113,train,0,42
blk_41497619410611176,train,0,42
blk_-2876748930379607749,train,0,42
blk_-7881858062400753702,train,0,42
blk_8461663079551321181,train,0,42
blk_-7214289590140824150,train,0,42
blk_-7472231658888444079,train,0,42
blk_5876016074861833501,train,0,42
blk_3991355234415882319,train,0,42
blk_3603319242757346461,train,0,42
blk_-750963940968892842,train,0,42
blk_1659428237427561314,train,0,42
blk_-4578477161938420863,train,0,42
blk_-2445728383714054870,train,0,42
blk_-2168714543967000432,train,0,42
blk_8859234431963991514,train,0,42
blk_1551528856200082273,train,0,42
blk_-6690740604171362884,train,0,42
blk_-3665493294506509206,train,0,42
blk_-5754272051404692089,train,0,42
blk_-3869704153082582886,train,0,42
blk_-5855762285733944829,train,0,42
blk_7404721768093861401,train,0,42
blk_2018624507296389948,train,0,42
blk_8249134095190303309,train,0,42
blk_-3069937273014044762,train,0,42
blk_-6779540554441684452,train,0,42
blk_-3742826073367661544,train,0,42
blk_6268532404463556682,train,0,42
blk_-9091805175068652112,train,0,42
blk_-728616743936197131,train,0,42
blk_6005566788238793208,train,0,42
blk_4161002257952054034,train,0,42
blk_-8299376242839426640,train,0,42
blk_-171914321349079210,train,0,42
blk_-3035588081858226540,train,0,42
blk_2267009332904130062,train,0,42
blk_6384617600348916814,train,0,42
blk_-3968581592019878019,train,0,42
blk_8862416055429617722,train,0,42
blk_900179471948362897,train,0,42
blk_-1662523188640197118,train,0,42
blk_7247364969080300762,train,0,42
blk_5839448736668002781,train,0,42
blk_-6932221506331060207,train,0,42
blk_-3125499382958288293,train,0,42
blk_-5996870488132162712,train,0,42
blk_6265436240960972357,train,0,42
blk_2889444638326032435,train,0,42
blk_3490796479040508066,train,0,42
blk_4852150300594531872,train,0,42
blk_-2566655929457669306,train,0,42
blk_517142933027268296,train,0,42
blk_2833820928513560229,train,0,42
blk_-8746431243718392820,train,0,42
blk_1530169125564737681,train,1,42
blk_8066191842451715929,train,0,42
blk_8286740651066526431,train,1,42
blk_338489929792854213,train,0,42
blk_8225095798750399743,train,0,42
blk_-1998597640433880869,train,0,42
blk_-8625199083753542555,train,0,42
blk_-6052509592278167633,train,0,42
blk_7064179351064502674,train,0,42
blk_-2499164031741428765,train,0,42
blk_353379890813922962,train,0,42
blk_-7484535709616237306,train,0,42
blk_-7482766073149257549,train,0,42
blk_7998343035561848477,train,0,42
blk_5713394973091618672,train,0,42
blk_-6934062844669447821,train,0,42
blk_-6490896599494496252,train,0,42
blk_4254339797827692345,train,0,42
blk_2893113698678473445,train,0,42
blk_7914508321312938854,train,0,42
blk_-9179190467184814843,train,0,42
blk_-8501777433782358911,train,0,42
blk_9143313296681566247,train,0,42
blk_1553394113560689073,train,0,42
blk_-3701656271079127980,train,0,42
blk_-1823405423761616709,train,0,42
blk_1799905785644801275,train,0,42
blk_-5421015846267851138,train,0,42
blk_8151896139722183340,train,0,42
blk_-4219792794201694391,train,0,42
blk_325983514050565421,train,0,42
blk_7111223916020057453,train,0,42
blk_-7311336042734543111,train,0,42
blk_4683149777914306663,train,0,42
blk_-7852127697910932694,train,0,42
blk_-7706862698464997236,train,0,42
blk_8550425473555920577,train,0,42
blk_-2715132730483545972,train,0,42
blk_-7276630574792442078,train,0,42
blk_2408148694780088999,train,0,42
blk_-99519280138809206,train,0,42
blk_-4170878910516746737,train,0,42
blk_1434541866315962888,train,0,42
blk_8567749331379453286,train,0,42
blk_6429939424480952576,train,0,42
blk_5945792541857456870,train,0,42
blk_-3973618350628869894,train,0,42
blk_-8379143775438634184,train,0,42
blk_5995282706965704367,train,0,42
blk_-1858132473423842067,train,0,42
blk_911106615084051038,train,0,42
blk_-2539742543238472246,train,0,42
blk_-3352841395342687660,train,0,42
blk_-8387046630618288207,train,0,42
blk_3860937103870844712,train,0,42
blk_-4997111485300758225,train,0,42
blk_4414668566274868629,train,0,42
blk_4778327604512369063,train,0,42
blk_2878488033903821002,train,0,42
blk_-4873357539958583430,train,0,42
blk_-350765529975161385,train,0,42
blk_5290598233847329110,train,0,42
blk_1696636181226791315,train,0,42
blk_-2517471546045973729,train,0,42
blk_373889164880272001,train,0,42
blk_7035475858885450050,train,0,42
blk_5598675251582112542,train,0,42
blk_5663074328989464423,train,0,42
blk_-7424343773747046462,train,0,42
blk_-44301103647007886,train,0,42
blk_2712526090528599017,train,0,42
blk_5159051514131466549,train,0,42
blk_-9030112753515603759,train,0,42
blk_8064247292901635984,train,0,42
blk_-4852118506910845940,train,0,42
blk_4933114718410014512,train,0,42
blk_3298508578927493561,train,0,42
blk_5439781479723436490,train,0,42
blk_4572992739474287207,train,0,42
blk_-8559193333623071162,train,0,42
blk_-1153963275088474511,train,0,42
blk_-9086896023447573813,train,0,42
blk_-1828856213569029998,train,0,42
blk_-2623009348677061619,train,0,42
blk_7892512089437196598,train,1,42
blk_-4231253312666156463,train,0,42
blk_1350562633039096722,train,0,42
blk_7314591732059612206,train,0,42
blk_-5377217581764202276,train,0,42
blk_-3837729855860588359,train,0,42
blk_4491078844891624523,train,0,42
blk_6572193633441258257,train,0,42
blk_-2104322289807344161,train,0,42
blk_7857941514789460794,train,0,42
blk_8270225695284892649,train,0,42
blk_7254702049636214179,train,0,42
blk_1446161264069885926,train,0,42
blk_-5399200443853058894,train,0,42
blk_1749675988734426525,train,0,42
blk_-4082135942439669846,train,0,42
blk_4353252308518103723,train,0,42
blk_8233370398122801734,train,0,42
blk_5653481148174312382,train,0,42
blk_-5735900949147372966,train,0,42
blk_-6079178432234918259,train,0,42
blk_8554138157197513475,train,0,42
blk_9174032323551826646,train,0,42
blk_6662066680053587031,train,0,42
blk_1270688036840901311,train,0,42
blk_6864102040879961292,train,0,42
blk_568093568982540579,train,0,42
blk_-8504340963258209619,train,0,42
blk_7705696056861002589,train,0,42
blk_-932876734715782444,train,0,42
blk_5463998143922154264,train,0,42
blk_-5476238654689246074,train,0,42
blk_4315452005494782896,train,0,42
blk_1472411127953507853,train,0,42
blk_-335916950697770625,train,0,42
blk_8400753995975705967,train,0,42
blk_8320308223491313619,train,0,42
blk_-690629890569379210,train,0,42
blk_-4396802665864850946,train,0,42
blk_-5493672817147850521,train,0,42
blk_-1925424450549570840,train,0,42
blk_-7972263599098809237,train,0,42
blk_-1979475091925274691,train,0,42
blk_-4372893315329683464,train,0,42
blk_-4573404465229763402,train,0,42
blk_-2253217894135889757,train,0,42
blk_-2968257618845339949,train,0,42
blk_-4437974043646321040,train,0,42
blk_3711816802155285609,train,0,42
blk_5619017981985939800,train,0,42
blk_8370739368478656748,train,0,42
blk_5594076970855587469,train,0,42
blk_8268794260063754154,train,0,42
blk_-7646301669193687288,train,0,42
blk_5000934345296281845,train,0,42
blk_-8985649820650353483,train,0,42
blk_1920073228531454711,train,0,42
blk_-7422966794590285918,train,0,42
blk_-2037120377049466170,train,0,42
blk_-1556494568741075283,train,0,42
blk_-9054885396832066431,train,0,42
blk_8649955409620034136,train,0,42
blk_-8716204829858843386,train,0,42
blk_-2149320841006548945,train,0,42
blk_8436494494579276872,train,0,42
blk_-4747550044514543342,train,0,42
blk_4287869288967880270,train,0,42
blk_-3843171205298471102,train,0,42
blk_3299004469458274703,train,1,42
blk_4114421313342912069,train,0,42
blk_-2057643799909242922,train,0,42
blk_924877240734913302,train,0,42
blk_7094265091490664593,train,0,42
blk_3602228094845525324,train,0,42
blk_-7928641614496582933,train,0,42
blk_7387739998563742011,train,0,42
blk_703783367407301296,train,0,42
blk_5724005932058176636,train,0,42
blk_5773187117758795629,train,0,42
blk_-511547132782225195,train,0,42
blk_-225714875361851971,train,0,42
blk_-8966528040254078303,train,0,42
blk_-7453933401858216189,train,0,42
blk_-4970759129574456187,train,0,42
blk_-6818024318185112312,train,0,42
blk_-7905177182188028123,train,0,42
blk_-2132465988319566841,train,0,42
blk_2411246621927901571,train,0,42
blk_3533664527468747542,train,0,42
blk_-3402576555945338148,train,0,42
blk_-6609502827635099430,train,0,42
blk_4381841141836696081,train,0,42
blk_4411239511756978640,train,0,42
blk_2566505645305255793,train,0,42
blk_607197254843323134,train,0,42
blk_8735185025439211389,train,0,42
blk_-1368252884496720320,train,0,42
blk_7991063942199393958,train,0,42
blk_-2870679576330766903,train,0,42
blk_7309817902064185521,train,0,42
blk_6801031398187251835,train,0,42
blk_7552806357143107609,train,0,42
blk_1484680119868922932,train,0,42
blk_-8909576433082214960,train,0,42
blk_1357734320539796410,train,0,42
blk_-2928201433363085253,train,0,42
blk_8189295183115899919,train,0,42
blk_-5980256843018632799,train,0,42
blk_8381604945512758958,train,1,42
blk_2317784245734987770,train,0,42
blk_6423796303369302296,train,0,42
blk_3593636556143142574,train,0,42
blk_-419149184680863448,train,1,42
blk_-8024292993497003691,train,0,42
blk_-8833875032391703982,train,0,42
blk_-4091016383819930346,train,0,42
blk_-8687182834896313463,train,0,42
blk_-1724119447114782765,train,0,42
blk_-2797470992284943014,train,0,42
blk_7793006135681392220,train,0,42
blk_3023430672689847688,train,0,42
blk_5103134801434264904,train,0,42
blk_1863560985186517908,train,0,42
blk_2926391272296676893,train,0,42
blk_-6050648688495432287,train,0,42
blk_8169210732476416907,train,0,42
blk_9036441575105983227,train,0,42
blk_3143148204260384786,train,0,42
blk_189833501580284635,train,0,42
blk_-4260787577866340630,train,0,42
blk_-7995585134245025622,train,0,42
blk_8681631405927244838,train,0,42
blk_6805799050457009198,train,0,42
blk_-7151599729858899685,train,0,42
blk_-5351939829681421686,train,0,42
blk_5461074579330633806,train,0,42
blk_6162742393423365510,train,0,42
blk_-3951206451997505692,train,0,42
blk_-2688264886206654911,train,0,42
blk_-349844972192552060,train,0,42
blk_2189825069410625885,train,0,42
blk_7815063453508277654,train,0,42
blk_-3494530073477319794,train,0,42
blk_-1266254956643564697,train,0,42
blk_-6320793995625293837,train,0,42
blk_-5237736966143792822,train,0,42
blk_-6443346202193135556,train,0,42
blk_-4029368701911421914,train,0,42
blk_6430501253976899932,train,0,42
blk_-3579328352621380853,train,0,42
blk_7247175127995159346,train,0,42
blk_-5682546742195368264,train,0,42
blk_3041715814484404793,train,0,42
blk_6075653077839175844,train,0,42
blk_-3195024085196150707,train,0,42
blk_-7012969906414619443,train,0,42
blk_-4107265909093636279,train,0,42
blk_603005288545695049,train,0,42
blk_9109920387766361773,train,0,42
blk_2092730549976746788,train,0,42
blk_-3785854618053063664,train,0,42
blk_2164950090944331668,train,0,42
blk_4195143116363549252,train,0,42
blk_-8183404381886167953,train,0,42
blk_895000043649032608,train,0,42
blk_5468980427521330630,train,0,42
blk_-1804543144500694019,train,0,42
blk_1133829924866622023,train,0,42
blk_-2630936687655304811,train,0,42
blk_-9064053768635448327,train,0,42
blk_4138584199964104216,train,0,42
blk_1184972950286241114,train,0,42
blk_3934667562447519545,train,0,42
blk_-6639929684730228956,train,0,42
blk_3127013365490795921,train,0,42
blk_-1931526708583168905,train,0,42
blk_3121935655070953547,train,0,42
blk_4091169320087925342,train,0,42
blk_-7855408424386378698,train,0,42
blk_-8578412564506600775,train,0,42
blk_-722635439851157255,train,0,42
blk_6502195430409073978,train,0,42
blk_-7924917181825768276,train,0,42
blk_-4820887269257167433,train,0,42
blk_3924215923243000109,train,0,42
blk_-7230873013816970847,train,0,42
blk_1610716434825050313,train,0,42
blk_-5854769084354136718,train,0,42
blk_-7628945465713712908,train,0,42
blk_1571650810770783744,train,0,42
blk_-5749309119543933902,train,0,42
blk_-3376854638438070171,train,0,42
blk_8575402112877509976,train,0,42
blk_8307264478196561282,train,0,42
blk_-6241679256763025497,train,0,42
blk_-4333040695680752964,train,0,42
blk_-8627127622405375638,train,0,42
blk_4559440710995025960,train,0,42
blk_5208417551106676012,train,0,42
blk_8349412608163309728,train,0,42
blk_-3996666401133953051,train,0,42
blk_-2578266099812814469,train,0,42
blk_-3187591980627752912,train,0,42
blk_6042992875543298678,train,0,42
blk_-2320804349578523563,train,0,42
blk_-9220604860626391374,train,0,42
blk_-4308356353931205154,train,0,42
blk_6083919303030669854,train,0,42
blk_-2778557852468176100,train,0,42
blk_3929038512298606841,train,0,42
blk_-5082458610128404517,train,1,42
blk_-1406084537071263094,train,0,42
blk_-1207955850497223080,train,0,42
blk_6767645400459589097,train,0,42
blk_3420641557739248804,train,0,42
blk_-6135333888643764092,train,0,42
blk_-1851882465828895173,train,0,42
blk_1516823578139334515,train,0,42
blk_3942072116129159942,train,0,42
blk_-7919312799942425959,train,0,42
blk_-169784051421332797,train,0,42
blk_6050441093571880250,train,0,42
blk_5658056772782749258,train,0,42
blk_-9073128458771589181,train,0,42
blk_-793257537236051499,train,0,42
blk_365604704465280721,train,0,42
blk_-3636567795455874855,train,0,42
blk_7440760961057609897,train,0,42
blk_3302823931991573496,train,0,42
blk_1907664616602687909,train,0,42
blk_6644872757343924086,train,0,42
blk_-4709269771098539081,train,0,42
blk_369565382690274407,train,0,42
blk_2000650552618021372,train,0,42
blk_-6285801267369739957,train,0,42
blk_2300579306226809647,train,0,42
blk_-1802044745802784763,train,0,42
blk_-3493370056489153037,train,0,42
blk_-5982714127695080746,train,0,42
blk_3898799746484224822,train,0,42
blk_845149587579974632,train,0,42
blk_-4708186489900656524,train,0,42
blk_-1001589563216071319,train,0,42
blk_1531709474495519334,train,0,42
blk_-3809092657455977303,train,0,42
blk_3104610950407118064,train,0,42
blk_-2098945308250513425,train,0,42
blk_-6069932024797622818,train,0,42
blk_-826742506206137263,train,0,42
blk_-7623235969361360299,train,0,42
blk_-5115922811397553249,train,0,42
blk_-8753634398713805841,train,0,42
blk_-3800025799063790969,train,0,42
blk_-6428329642560770557,train,0,42
blk_2081045114902256968,train,0,42
blk_2299433184424168109,train,0,42
blk_6260633138479076360,train,0,42
blk_7131790545480787034,train,0,42
blk_-2249036053284131685,train,0,42
blk_-1256205039857189232,train,0,42
blk_3712848125070587206,train,0,42
blk_-7231630605968080527,train,0,42
blk_1905162682279922133,train,0,42
blk_-2900382216302486596,train,0,42
blk_2678162925995746360,train,0,42
blk_-3961221813426310880,train,0,42
blk_5831265003903381077,train,0,42
blk_9002997942156690428,train,0,42
blk_4622085422006354126,train,0,42
blk_-5003638710252781160,train,0,42
blk_-3777788219544286194,train,0,42
blk_7015683649219995081,train,1,42
blk_3441079800377696343,train,0,42
blk_6026451971226705018,train,0,42
blk_1315568346765009263,train,0,42
blk_3894255538280953060,train,0,42
blk_-5727714966317181536,train,0,42
blk_-2422565096507638461,train,0,42
blk_-4750278124992720244,train,0,42
blk_3881407345075937906,train,0,42
blk_5430204346189774703,train,0,42
blk_5089802393952739107,train,0,42
blk_-3376430558855757135,train,0,42
blk_1384326698514561857,train,0,42
blk_3873653431110510031,train,0,42
blk_-6868559424220873723,train,0,42
blk_-6535612028616852378,train,0,42
