task_index,task_id,task_type,submitted_at,completed_at,campaign_elapsed_sec,winner,status,latency_ms,reassignments,proposals_json,refusals_json,result_pid,result_host,idempotency_replayed
93,cnp_endurance_multivm_20260918T124650Z-task-0000093,route.synthetic,2026-09-18T12:59:23.347051+00:00,2026-09-18T12:59:23.524182+00:00,18.781,ubuntu-beta,ok,177.775,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.977337}",{},2346,andy-VirtualBox,False
94,cnp_endurance_multivm_20260918T124650Z-task-0000094,detect.synthetic,2026-09-18T12:59:23.544651+00:00,2026-09-18T12:59:23.783404+00:00,19.047,ubuntu-beta,ok,238.536,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.952974}",{},2346,andy-VirtualBox,False
95,cnp_endurance_multivm_20260918T124650Z-task-0000095,correlate.synthetic,2026-09-18T12:59:23.783404+00:00,2026-09-18T12:59:23.928690+00:00,19.187,ubuntu-beta,ok,145.001,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.93563}",{},2346,andy-VirtualBox,False
96,cnp_endurance_multivm_20260918T124650Z-task-0000096,parse.synthetic,2026-09-18T12:59:23.942695+00:00,2026-09-18T12:59:24.049959+00:00,19.312,debian-alpha,ok,107.198,0,"{""debian-alpha"": 0.975178, ""ubuntu-beta"": 0.809}",{},2659,andy,False
97,cnp_endurance_multivm_20260918T124650Z-task-0000097,route.synthetic,2026-09-18T12:59:24.138592+00:00,2026-09-18T12:59:24.245549+00:00,19.5,ubuntu-beta,ok,107.234,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.977625}",{},2346,andy-VirtualBox,False
98,cnp_endurance_multivm_20260918T124650Z-task-0000098,detect.synthetic,2026-09-18T12:59:24.346639+00:00,2026-09-18T12:59:24.483809+00:00,19.75,ubuntu-beta,ok,137.41,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.953262}",{},2346,andy-VirtualBox,False
99,cnp_endurance_multivm_20260918T124650Z-task-0000099,correlate.synthetic,2026-09-18T12:59:24.545845+00:00,2026-09-18T12:59:24.712386+00:00,19.969,ubuntu-beta,ok,166.484,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.935952}",{},2346,andy-VirtualBox,False
100,cnp_endurance_multivm_20260918T124650Z-task-0000100,parse.synthetic,2026-09-18T12:59:24.743964+00:00,2026-09-18T12:59:24.911738+00:00,20.172,debian-alpha,ok,167.725,0,"{""debian-alpha"": 0.975477, ""ubuntu-beta"": 0.809}",{},2659,andy,False
101,cnp_endurance_multivm_20260918T124650Z-task-0000101,route.synthetic,2026-09-18T12:59:24.940529+00:00,2026-09-18T12:59:25.077054+00:00,20.344,ubuntu-beta,ok,136.17,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.977958}",{},2346,andy-VirtualBox,False
102,cnp_endurance_multivm_20260918T124650Z-task-0000102,detect.synthetic,2026-09-18T12:59:25.143522+00:00,2026-09-18T12:59:25.310683+00:00,20.578,ubuntu-beta,ok,167.633,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.953575}",{},2346,andy-VirtualBox,False
103,cnp_endurance_multivm_20260918T124650Z-task-0000103,correlate.synthetic,2026-09-18T12:59:25.353451+00:00,2026-09-18T12:59:25.495211+00:00,20.75,ubuntu-beta,ok,141.203,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.936216}",{},2346,andy-VirtualBox,False
104,cnp_endurance_multivm_20260918T124650Z-task-0000104,parse.synthetic,2026-09-18T12:59:25.546158+00:00,2026-09-18T12:59:25.705363+00:00,20.969,debian-alpha,ok,159.326,0,"{""debian-alpha"": 0.975739, ""ubuntu-beta"": 0.809}",{},2659,andy,False
105,cnp_endurance_multivm_20260918T124650Z-task-0000105,route.synthetic,2026-09-18T12:59:25.737437+00:00,2026-09-18T12:59:25.880676+00:00,21.141,ubuntu-beta,ok,143.681,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.978226}",{},2346,andy-VirtualBox,False
106,cnp_endurance_multivm_20260918T124650Z-task-0000106,detect.synthetic,2026-09-18T12:59:25.940964+00:00,2026-09-18T12:59:26.166004+00:00,21.422,ubuntu-beta,ok,224.789,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.953852}",{},2346,andy-VirtualBox,False
107,cnp_endurance_multivm_20260918T124650Z-task-0000107,correlate.synthetic,2026-09-18T12:59:26.166004+00:00,2026-09-18T12:59:26.362013+00:00,21.625,ubuntu-beta,ok,195.608,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.936497}",{},2346,andy-VirtualBox,False
108,cnp_endurance_multivm_20260918T124650Z-task-0000108,parse.synthetic,2026-09-18T12:59:26.362618+00:00,2026-09-18T12:59:26.499712+00:00,21.766,debian-alpha,ok,137.295,0,"{""debian-alpha"": 0.975962, ""ubuntu-beta"": 0.809}",{},2659,andy,False
109,cnp_endurance_multivm_20260918T124650Z-task-0000109,route.synthetic,2026-09-18T12:59:26.546246+00:00,2026-09-18T12:59:26.719440+00:00,21.984,ubuntu-beta,ok,173.52,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.978485}",{},2346,andy-VirtualBox,False
110,cnp_endurance_multivm_20260918T124650Z-task-0000110,detect.synthetic,2026-09-18T12:59:26.736592+00:00,2026-09-18T12:59:26.877119+00:00,22.141,ubuntu-beta,ok,141.342,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.954073}",{},2346,andy-VirtualBox,False
111,cnp_endurance_multivm_20260918T124650Z-task-0000111,correlate.synthetic,2026-09-18T12:59:26.937715+00:00,2026-09-18T12:59:27.122110+00:00,22.375,ubuntu-beta,ok,184.952,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.936764}",{},2346,andy-VirtualBox,False
112,cnp_endurance_multivm_20260918T124650Z-task-0000112,parse.synthetic,2026-09-18T12:59:27.142681+00:00,2026-09-18T12:59:27.294529+00:00,22.562,debian-alpha,ok,152.16,0,"{""debian-alpha"": 0.976211, ""ubuntu-beta"": 0.809}",{},2659,andy,False
113,cnp_endurance_multivm_20260918T124650Z-task-0000113,route.synthetic,2026-09-18T12:59:27.346534+00:00,2026-09-18T12:59:27.528175+00:00,22.781,ubuntu-beta,ok,181.359,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.978733}",{},2346,andy-VirtualBox,False
114,cnp_endurance_multivm_20260918T124650Z-task-0000114,detect.synthetic,2026-09-18T12:59:27.548069+00:00,2026-09-18T12:59:27.726835+00:00,22.984,ubuntu-beta,ok,178.584,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.954344}",{},2346,andy-VirtualBox,False
115,cnp_endurance_multivm_20260918T124650Z-task-0000115,correlate.synthetic,2026-09-18T12:59:27.743540+00:00,2026-09-18T12:59:27.879302+00:00,23.141,ubuntu-beta,ok,135.978,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.93697}",{},2346,andy-VirtualBox,False
116,cnp_endurance_multivm_20260918T124650Z-task-0000116,parse.synthetic,2026-09-18T12:59:27.939273+00:00,2026-09-18T12:59:28.030358+00:00,23.297,debian-alpha,ok,91.04,0,"{""debian-alpha"": 0.976426, ""ubuntu-beta"": 0.809}",{},2659,andy,False
117,cnp_endurance_multivm_20260918T124650Z-task-0000117,route.synthetic,2026-09-18T12:59:28.143995+00:00,2026-09-18T12:59:28.250722+00:00,23.516,ubuntu-beta,ok,106.658,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.978936}",{},2346,andy-VirtualBox,False
118,cnp_endurance_multivm_20260918T124650Z-task-0000118,detect.synthetic,2026-09-18T12:59:28.342001+00:00,2026-09-18T12:59:28.720554+00:00,23.984,ubuntu-beta,ok,378.75,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.954587}",{},2346,andy-VirtualBox,False
119,cnp_endurance_multivm_20260918T124650Z-task-0000119,correlate.synthetic,2026-09-18T12:59:28.720554+00:00,2026-09-18T12:59:29.005876+00:00,24.266,ubuntu-beta,ok,284.925,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.93719}",{},2346,andy-VirtualBox,False
120,cnp_endurance_multivm_20260918T124650Z-task-0000120,parse.synthetic,2026-09-18T12:59:29.005876+00:00,2026-09-18T12:59:29.283006+00:00,24.547,debian-alpha,ok,276.572,0,"{""debian-alpha"": 0.976657, ""ubuntu-beta"": 0.809}",{},2659,andy,False
121,cnp_endurance_multivm_20260918T124650Z-task-0000121,route.synthetic,2026-09-18T12:59:29.283618+00:00,2026-09-18T12:59:29.433098+00:00,24.687,ubuntu-beta,ok,149.368,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.979177}",{},2346,andy-VirtualBox,False
122,cnp_endurance_multivm_20260918T124650Z-task-0000122,detect.synthetic,2026-09-18T12:59:29.433735+00:00,2026-09-18T12:59:29.623213+00:00,24.891,ubuntu-beta,ok,189.497,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.954797}",{},2346,andy-VirtualBox,False
123,cnp_endurance_multivm_20260918T124650Z-task-0000123,correlate.synthetic,2026-09-18T12:59:29.623854+00:00,2026-09-18T12:59:29.787234+00:00,25.047,ubuntu-beta,ok,163.475,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.937321}",{},2346,andy-VirtualBox,False
124,cnp_endurance_multivm_20260918T124650Z-task-0000124,parse.synthetic,2026-09-18T12:59:29.787786+00:00,2026-09-18T12:59:29.889559+00:00,25.156,debian-alpha,ok,101.503,0,"{""debian-alpha"": 0.976782, ""ubuntu-beta"": 0.809}",{},2659,andy,False
125,cnp_endurance_multivm_20260918T124650Z-task-0000125,route.synthetic,2026-09-18T12:59:29.889559+00:00,2026-09-18T12:59:30.019268+00:00,25.281,ubuntu-beta,ok,129.353,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.979382}",{},2346,andy-VirtualBox,False
126,cnp_endurance_multivm_20260918T124650Z-task-0000126,detect.synthetic,2026-09-18T12:59:30.019856+00:00,2026-09-18T12:59:30.130884+00:00,25.391,ubuntu-beta,ok,111.033,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.954994}",{},2346,andy-VirtualBox,False
127,cnp_endurance_multivm_20260918T124650Z-task-0000127,correlate.synthetic,2026-09-18T12:59:30.140813+00:00,2026-09-18T12:59:30.241731+00:00,25.5,ubuntu-beta,ok,100.855,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.937536}",{},2346,andy-VirtualBox,False
128,cnp_endurance_multivm_20260918T124650Z-task-0000128,parse.synthetic,2026-09-18T12:59:30.342546+00:00,2026-09-18T12:59:30.435504+00:00,25.703,debian-alpha,ok,92.841,0,"{""debian-alpha"": 0.976986, ""ubuntu-beta"": 0.809}",{},2659,andy,False
129,cnp_endurance_multivm_20260918T124650Z-task-0000129,route.synthetic,2026-09-18T12:59:30.545092+00:00,2026-09-18T12:59:30.678154+00:00,25.937,ubuntu-beta,ok,132.949,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.979598}",{},2346,andy-VirtualBox,False
130,cnp_endurance_multivm_20260918T124650Z-task-0000130,detect.synthetic,2026-09-18T12:59:30.741602+00:00,2026-09-18T12:59:30.911807+00:00,26.172,ubuntu-beta,ok,169.741,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.955217}",{},2346,andy-VirtualBox,False
131,cnp_endurance_multivm_20260918T124650Z-task-0000131,correlate.synthetic,2026-09-18T12:59:30.940618+00:00,2026-09-18T12:59:31.144336+00:00,26.406,ubuntu-beta,ok,202.942,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.937737}",{},2346,andy-VirtualBox,False
132,cnp_endurance_multivm_20260918T124650Z-task-0000132,parse.synthetic,2026-09-18T12:59:31.144809+00:00,2026-09-18T12:59:31.374901+00:00,26.641,debian-alpha,ok,230.308,0,"{""debian-alpha"": 0.977178, ""ubuntu-beta"": 0.809}",{},2659,andy,False
133,cnp_endurance_multivm_20260918T124650Z-task-0000133,route.synthetic,2026-09-18T12:59:31.375744+00:00,2026-09-18T12:59:31.544896+00:00,26.812,ubuntu-beta,ok,169.063,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.97978}",{},2346,andy-VirtualBox,False
134,cnp_endurance_multivm_20260918T124650Z-task-0000134,detect.synthetic,2026-09-18T12:59:31.545518+00:00,2026-09-18T12:59:31.674267+00:00,26.937,ubuntu-beta,ok,128.846,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.955388}",{},2346,andy-VirtualBox,False
135,cnp_endurance_multivm_20260918T124650Z-task-0000135,correlate.synthetic,2026-09-18T12:59:31.738069+00:00,2026-09-18T12:59:31.893984+00:00,27.156,ubuntu-beta,ok,155.906,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.937858}",{},2346,andy-VirtualBox,False
136,cnp_endurance_multivm_20260918T124650Z-task-0000136,parse.synthetic,2026-09-18T12:59:31.938569+00:00,2026-09-18T12:59:32.035212+00:00,27.297,debian-alpha,ok,96.152,0,"{""debian-alpha"": 0.977289, ""ubuntu-beta"": 0.809}",{},2659,andy,False
137,cnp_endurance_multivm_20260918T124650Z-task-0000137,route.synthetic,2026-09-18T12:59:32.138999+00:00,2026-09-18T12:59:32.248953+00:00,27.516,ubuntu-beta,ok,110.327,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.979936}",{},2346,andy-VirtualBox,False
138,cnp_endurance_multivm_20260918T124650Z-task-0000138,detect.synthetic,2026-09-18T12:59:32.347283+00:00,2026-09-18T12:59:32.561373+00:00,27.828,ubuntu-beta,ok,214.138,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.955586}",{},2346,andy-VirtualBox,False
139,cnp_endurance_multivm_20260918T124650Z-task-0000139,correlate.synthetic,2026-09-18T12:59:32.561963+00:00,2026-09-18T12:59:32.746395+00:00,28.0,ubuntu-beta,ok,184.662,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.938014}",{},2346,andy-VirtualBox,False
140,cnp_endurance_multivm_20260918T124650Z-task-0000140,parse.synthetic,2026-09-18T12:59:32.747033+00:00,2026-09-18T12:59:32.914891+00:00,28.172,debian-alpha,ok,168.279,0,"{""debian-alpha"": 0.977463, ""ubuntu-beta"": 0.809}",{},2659,andy,False
141,cnp_endurance_multivm_20260918T124650Z-task-0000141,route.synthetic,2026-09-18T12:59:32.944299+00:00,2026-09-18T12:59:33.160451+00:00,28.422,ubuntu-beta,ok,216.018,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.980104}",{},2346,andy-VirtualBox,False
142,cnp_endurance_multivm_20260918T124650Z-task-0000142,detect.synthetic,2026-09-18T12:59:33.160451+00:00,2026-09-18T12:59:33.276159+00:00,28.531,ubuntu-beta,ok,115.862,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.955684}",{},2346,andy-VirtualBox,False
143,cnp_endurance_multivm_20260918T124650Z-task-0000143,correlate.synthetic,2026-09-18T12:59:33.346120+00:00,2026-09-18T12:59:33.511689+00:00,28.766,ubuntu-beta,ok,165.63,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.938149}",{},2346,andy-VirtualBox,False
144,cnp_endurance_multivm_20260918T124650Z-task-0000144,parse.synthetic,2026-09-18T12:59:33.546543+00:00,2026-09-18T12:59:33.707196+00:00,28.969,debian-alpha,ok,160.504,0,"{""debian-alpha"": 0.97758, ""ubuntu-beta"": 0.809}",{},2659,andy,False
145,cnp_endurance_multivm_20260918T124650Z-task-0000145,route.synthetic,2026-09-18T12:59:33.739075+00:00,2026-09-18T12:59:33.858988+00:00,29.125,ubuntu-beta,ok,119.603,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.980182}",{},2346,andy-VirtualBox,False
146,cnp_endurance_multivm_20260918T124650Z-task-0000146,detect.synthetic,2026-09-18T12:59:33.948265+00:00,2026-09-18T12:59:34.071266+00:00,29.328,ubuntu-beta,ok,122.846,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.955854}",{},2346,andy-VirtualBox,False
147,cnp_endurance_multivm_20260918T124650Z-task-0000147,correlate.synthetic,2026-09-18T12:59:34.143736+00:00,2026-09-18T12:59:34.307125+00:00,29.562,ubuntu-beta,ok,163.389,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.938284}",{},2346,andy-VirtualBox,False
148,cnp_endurance_multivm_20260918T124650Z-task-0000148,parse.synthetic,2026-09-18T12:59:34.345979+00:00,2026-09-18T12:59:34.478976+00:00,29.734,debian-alpha,ok,132.658,0,"{""debian-alpha"": 0.977733, ""ubuntu-beta"": 0.809}",{},2659,andy,False
149,cnp_endurance_multivm_20260918T124650Z-task-0000149,route.synthetic,2026-09-18T12:59:34.545347+00:00,2026-09-18T12:59:34.701367+00:00,29.969,ubuntu-beta,ok,156.498,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.980336}",{},2346,andy-VirtualBox,False
150,cnp_endurance_multivm_20260918T124650Z-controlled-crash,parse.synthetic,2026-09-18T12:59:37.901501+00:00,2026-09-18T12:59:37.901501+00:00,33.156,ubuntu-beta,ok,3163.425,1,"{""debian-alpha"": 0.977882, ""ubuntu-beta"": 0.809}",{},2659,andy,True
