task_index,task_id,task_type,submitted_at,completed_at,campaign_elapsed_sec,winner,status,latency_ms,reassignments,proposals_json,refusals_json,result_pid,result_host,idempotency_replayed
315,cnp_endurance_multivm_20260918T130822Z-task-0000315,correlate.synthetic,2026-09-18T13:24:07.804769+00:00,2026-09-18T13:24:07.854488+00:00,630.047,ubuntu-beta,ok,49.536,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942854}",{},2874,andy-VirtualBox,False
316,cnp_endurance_multivm_20260918T130822Z-task-0000316,parse.synthetic,2026-09-18T13:24:09.795594+00:00,2026-09-18T13:24:09.843734+00:00,632.047,debian-alpha,ok,48.353,0,"{""debian-alpha"": 0.981848, ""ubuntu-beta"": 0.809}",{},2875,andy,False
317,cnp_endurance_multivm_20260918T130822Z-task-0000317,route.synthetic,2026-09-18T13:24:11.800796+00:00,2026-09-18T13:24:11.851314+00:00,634.047,ubuntu-beta,ok,50.694,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.984825}",{},2874,andy-VirtualBox,False
318,cnp_endurance_multivm_20260918T130822Z-task-0000318,detect.synthetic,2026-09-18T13:24:13.807843+00:00,2026-09-18T13:24:13.858907+00:00,636.063,ubuntu-beta,ok,51.079,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.960812}",{},2874,andy-VirtualBox,False
319,cnp_endurance_multivm_20260918T130822Z-task-0000319,correlate.synthetic,2026-09-18T13:24:15.799619+00:00,2026-09-18T13:24:15.851390+00:00,638.047,ubuntu-beta,ok,52.016,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942884}",{},2874,andy-VirtualBox,False
320,cnp_endurance_multivm_20260918T130822Z-task-0000320,parse.synthetic,2026-09-18T13:24:17.807977+00:00,2026-09-18T13:24:17.853585+00:00,640.047,debian-alpha,ok,45.904,0,"{""debian-alpha"": 0.981875, ""ubuntu-beta"": 0.809}",{},2875,andy,False
321,cnp_endurance_multivm_20260918T130822Z-task-0000321,route.synthetic,2026-09-18T13:24:19.809533+00:00,2026-09-18T13:24:19.862369+00:00,642.063,ubuntu-beta,ok,53.181,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.984855}",{},2874,andy-VirtualBox,False
322,cnp_endurance_multivm_20260918T130822Z-task-0000322,detect.synthetic,2026-09-18T13:24:21.803611+00:00,2026-09-18T13:24:21.853300+00:00,644.047,ubuntu-beta,ok,50.082,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.960841}",{},2874,andy-VirtualBox,False
323,cnp_endurance_multivm_20260918T130822Z-task-0000323,correlate.synthetic,2026-09-18T13:24:23.809978+00:00,2026-09-18T13:24:23.858798+00:00,646.063,ubuntu-beta,ok,49.062,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942915}",{},2874,andy-VirtualBox,False
324,cnp_endurance_multivm_20260918T130822Z-task-0000324,parse.synthetic,2026-09-18T13:24:25.798876+00:00,2026-09-18T13:24:25.869756+00:00,648.063,debian-alpha,ok,70.811,0,"{""debian-alpha"": 0.981904, ""ubuntu-beta"": 0.809}",{},2875,andy,False
325,cnp_endurance_multivm_20260918T130822Z-task-0000325,route.synthetic,2026-09-18T13:24:27.794289+00:00,2026-09-18T13:24:27.847824+00:00,650.047,ubuntu-beta,ok,53.444,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.984891}",{},2874,andy-VirtualBox,False
326,cnp_endurance_multivm_20260918T130822Z-task-0000326,detect.synthetic,2026-09-18T13:24:29.804048+00:00,2026-09-18T13:24:29.853591+00:00,652.047,ubuntu-beta,ok,49.46,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96087}",{},2874,andy-VirtualBox,False
327,cnp_endurance_multivm_20260918T130822Z-task-0000327,correlate.synthetic,2026-09-18T13:24:31.809394+00:00,2026-09-18T13:24:31.858528+00:00,654.063,ubuntu-beta,ok,49.433,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942945}",{},2874,andy-VirtualBox,False
328,cnp_endurance_multivm_20260918T130822Z-task-0000328,parse.synthetic,2026-09-18T13:24:33.798190+00:00,2026-09-18T13:24:33.846796+00:00,656.047,debian-alpha,ok,48.588,0,"{""debian-alpha"": 0.981929, ""ubuntu-beta"": 0.809}",{},2875,andy,False
329,cnp_endurance_multivm_20260918T130822Z-task-0000329,route.synthetic,2026-09-18T13:24:35.802692+00:00,2026-09-18T13:24:35.851716+00:00,658.047,ubuntu-beta,ok,49.5,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.984919}",{},2874,andy-VirtualBox,False
330,cnp_endurance_multivm_20260918T130822Z-task-0000330,detect.synthetic,2026-09-18T13:24:37.798229+00:00,2026-09-18T13:24:37.854969+00:00,660.047,ubuntu-beta,ok,56.768,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.960899}",{},2874,andy-VirtualBox,False
331,cnp_endurance_multivm_20260918T130822Z-task-0000331,correlate.synthetic,2026-09-18T13:24:39.795434+00:00,2026-09-18T13:24:39.845265+00:00,662.047,ubuntu-beta,ok,49.935,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942976}",{},2874,andy-VirtualBox,False
332,cnp_endurance_multivm_20260918T130822Z-task-0000332,parse.synthetic,2026-09-18T13:24:41.801604+00:00,2026-09-18T13:24:41.848417+00:00,664.047,debian-alpha,ok,46.865,0,"{""debian-alpha"": 0.981956, ""ubuntu-beta"": 0.809}",{},2875,andy,False
333,cnp_endurance_multivm_20260918T130822Z-task-0000333,route.synthetic,2026-09-18T13:24:43.798166+00:00,2026-09-18T13:24:43.847501+00:00,666.047,ubuntu-beta,ok,49.431,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.984949}",{},2874,andy-VirtualBox,False
334,cnp_endurance_multivm_20260918T130822Z-task-0000334,detect.synthetic,2026-09-18T13:24:45.804254+00:00,2026-09-18T13:24:45.853267+00:00,668.047,ubuntu-beta,ok,48.96,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.960926}",{},2874,andy-VirtualBox,False
335,cnp_endurance_multivm_20260918T130822Z-task-0000335,correlate.synthetic,2026-09-18T13:24:47.809665+00:00,2026-09-18T13:24:47.862338+00:00,670.063,ubuntu-beta,ok,52.751,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943004}",{},2874,andy-VirtualBox,False
336,cnp_endurance_multivm_20260918T130822Z-task-0000336,parse.synthetic,2026-09-18T13:24:49.802942+00:00,2026-09-18T13:24:49.858784+00:00,672.063,debian-alpha,ok,55.961,0,"{""debian-alpha"": 0.981984, ""ubuntu-beta"": 0.809}",{},2875,andy,False
337,cnp_endurance_multivm_20260918T130822Z-task-0000337,route.synthetic,2026-09-18T13:24:51.800412+00:00,2026-09-18T13:24:51.851309+00:00,674.047,ubuntu-beta,ok,50.81,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.984976}",{},2874,andy-VirtualBox,False
338,cnp_endurance_multivm_20260918T130822Z-task-0000338,detect.synthetic,2026-09-18T13:24:53.807974+00:00,2026-09-18T13:24:53.865867+00:00,676.063,ubuntu-beta,ok,57.317,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.960956}",{},2874,andy-VirtualBox,False
339,cnp_endurance_multivm_20260918T130822Z-task-0000339,correlate.synthetic,2026-09-18T13:24:55.805928+00:00,2026-09-18T13:24:55.988821+00:00,678.188,ubuntu-beta,ok,183.194,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943031}",{},2874,andy-VirtualBox,False
340,cnp_endurance_multivm_20260918T130822Z-task-0000340,parse.synthetic,2026-09-18T13:24:57.805578+00:00,2026-09-18T13:24:57.854134+00:00,680.047,debian-alpha,ok,48.932,0,"{""debian-alpha"": 0.982004, ""ubuntu-beta"": 0.809}",{},2875,andy,False
341,cnp_endurance_multivm_20260918T130822Z-task-0000341,route.synthetic,2026-09-18T13:24:59.794993+00:00,2026-09-18T13:24:59.838417+00:00,682.032,ubuntu-beta,ok,43.72,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985002}",{},2874,andy-VirtualBox,False
342,cnp_endurance_multivm_20260918T130822Z-task-0000342,detect.synthetic,2026-09-18T13:25:01.794894+00:00,2026-09-18T13:25:01.838378+00:00,684.032,ubuntu-beta,ok,43.445,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.960979}",{},2874,andy-VirtualBox,False
343,cnp_endurance_multivm_20260918T130822Z-task-0000343,correlate.synthetic,2026-09-18T13:25:03.809376+00:00,2026-09-18T13:25:03.864190+00:00,686.063,ubuntu-beta,ok,55.048,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942953}",{},2874,andy-VirtualBox,False
344,cnp_endurance_multivm_20260918T130822Z-task-0000344,parse.synthetic,2026-09-18T13:25:05.804237+00:00,2026-09-18T13:25:05.852890+00:00,688.047,debian-alpha,ok,48.584,0,"{""debian-alpha"": 0.98203, ""ubuntu-beta"": 0.809}",{},2875,andy,False
345,cnp_endurance_multivm_20260918T130822Z-task-0000345,route.synthetic,2026-09-18T13:25:07.808775+00:00,2026-09-18T13:25:07.857729+00:00,690.063,ubuntu-beta,ok,48.749,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985027}",{},2874,andy-VirtualBox,False
346,cnp_endurance_multivm_20260918T130822Z-task-0000346,detect.synthetic,2026-09-18T13:25:09.798503+00:00,2026-09-18T13:25:09.853861+00:00,692.047,ubuntu-beta,ok,55.7,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961004}",{},2874,andy-VirtualBox,False
347,cnp_endurance_multivm_20260918T130822Z-task-0000347,correlate.synthetic,2026-09-18T13:25:11.794947+00:00,2026-09-18T13:25:11.851955+00:00,694.047,ubuntu-beta,ok,57.345,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.942979}",{},2874,andy-VirtualBox,False
348,cnp_endurance_multivm_20260918T130822Z-task-0000348,parse.synthetic,2026-09-18T13:25:13.808663+00:00,2026-09-18T13:25:13.852760+00:00,696.047,debian-alpha,ok,43.847,0,"{""debian-alpha"": 0.982056, ""ubuntu-beta"": 0.809}",{},2875,andy,False
349,cnp_endurance_multivm_20260918T130822Z-task-0000349,route.synthetic,2026-09-18T13:25:15.808827+00:00,2026-09-18T13:25:15.864027+00:00,698.063,ubuntu-beta,ok,55.051,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985052}",{},2874,andy-VirtualBox,False
350,cnp_endurance_multivm_20260918T130822Z-task-0000350,detect.synthetic,2026-09-18T13:25:17.804558+00:00,2026-09-18T13:25:17.858058+00:00,700.063,ubuntu-beta,ok,53.995,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961027}",{},2874,andy-VirtualBox,False
351,cnp_endurance_multivm_20260918T130822Z-task-0000351,correlate.synthetic,2026-09-18T13:25:19.799584+00:00,2026-09-18T13:25:19.846307+00:00,702.047,ubuntu-beta,ok,46.735,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943001}",{},2874,andy-VirtualBox,False
352,cnp_endurance_multivm_20260918T130822Z-task-0000352,parse.synthetic,2026-09-18T13:25:21.803163+00:00,2026-09-18T13:25:21.865732+00:00,704.063,debian-alpha,ok,61.173,0,"{""debian-alpha"": 0.982082, ""ubuntu-beta"": 0.809}",{},2875,andy,False
353,cnp_endurance_multivm_20260918T130822Z-task-0000353,route.synthetic,2026-09-18T13:25:23.806305+00:00,2026-09-18T13:25:23.854646+00:00,706.047,ubuntu-beta,ok,48.399,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985075}",{},2874,andy-VirtualBox,False
354,cnp_endurance_multivm_20260918T130822Z-task-0000354,detect.synthetic,2026-09-18T13:25:25.795271+00:00,2026-09-18T13:25:25.853245+00:00,708.047,ubuntu-beta,ok,58.337,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96105}",{},2874,andy-VirtualBox,False
355,cnp_endurance_multivm_20260918T130822Z-task-0000355,correlate.synthetic,2026-09-18T13:25:27.794369+00:00,2026-09-18T13:25:27.851718+00:00,710.047,ubuntu-beta,ok,56.872,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943025}",{},2874,andy-VirtualBox,False
356,cnp_endurance_multivm_20260918T130822Z-task-0000356,parse.synthetic,2026-09-18T13:25:29.807153+00:00,2026-09-18T13:25:29.856166+00:00,712.047,debian-alpha,ok,49.337,0,"{""debian-alpha"": 0.982105, ""ubuntu-beta"": 0.809}",{},2875,andy,False
357,cnp_endurance_multivm_20260918T130822Z-task-0000357,route.synthetic,2026-09-18T13:25:31.797197+00:00,2026-09-18T13:25:31.854838+00:00,714.047,ubuntu-beta,ok,57.633,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985098}",{},2874,andy-VirtualBox,False
358,cnp_endurance_multivm_20260918T130822Z-task-0000358,detect.synthetic,2026-09-18T13:25:33.794890+00:00,2026-09-18T13:25:33.851975+00:00,716.047,ubuntu-beta,ok,56.984,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961094}",{},2874,andy-VirtualBox,False
359,cnp_endurance_multivm_20260918T130822Z-task-0000359,correlate.synthetic,2026-09-18T13:25:35.808659+00:00,2026-09-18T13:25:35.859580+00:00,718.063,ubuntu-beta,ok,50.58,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943046}",{},2874,andy-VirtualBox,False
360,cnp_endurance_multivm_20260918T130822Z-task-0000360,parse.synthetic,2026-09-18T13:25:37.800604+00:00,2026-09-18T13:25:37.853091+00:00,720.047,debian-alpha,ok,52.81,0,"{""debian-alpha"": 0.98213, ""ubuntu-beta"": 0.809}",{},2875,andy,False
361,cnp_endurance_multivm_20260918T130822Z-task-0000361,route.synthetic,2026-09-18T13:25:39.809162+00:00,2026-09-18T13:25:39.862652+00:00,722.063,ubuntu-beta,ok,53.725,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985119}",{},2874,andy-VirtualBox,False
362,cnp_endurance_multivm_20260918T130822Z-task-0000362,detect.synthetic,2026-09-18T13:25:41.803859+00:00,2026-09-18T13:25:41.851849+00:00,724.047,ubuntu-beta,ok,48.157,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961116}",{},2874,andy-VirtualBox,False
363,cnp_endurance_multivm_20260918T130822Z-task-0000363,correlate.synthetic,2026-09-18T13:25:43.807725+00:00,2026-09-18T13:25:43.855446+00:00,726.047,ubuntu-beta,ok,48.006,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943071}",{},2874,andy-VirtualBox,False
364,cnp_endurance_multivm_20260918T130822Z-task-0000364,parse.synthetic,2026-09-18T13:25:45.796065+00:00,2026-09-18T13:25:45.841788+00:00,728.047,debian-alpha,ok,45.953,0,"{""debian-alpha"": 0.982153, ""ubuntu-beta"": 0.809}",{},2875,andy,False
365,cnp_endurance_multivm_20260918T130822Z-task-0000365,route.synthetic,2026-09-18T13:25:47.807235+00:00,2026-09-18T13:25:47.856188+00:00,730.047,ubuntu-beta,ok,49.142,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985141}",{},2874,andy-VirtualBox,False
366,cnp_endurance_multivm_20260918T130822Z-task-0000366,detect.synthetic,2026-09-18T13:25:49.800585+00:00,2026-09-18T13:25:49.849373+00:00,732.047,ubuntu-beta,ok,49.155,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961142}",{},2874,andy-VirtualBox,False
367,cnp_endurance_multivm_20260918T130822Z-task-0000367,correlate.synthetic,2026-09-18T13:25:51.806722+00:00,2026-09-18T13:25:51.892136+00:00,734.094,ubuntu-beta,ok,85.732,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943095}",{},2874,andy-VirtualBox,False
368,cnp_endurance_multivm_20260918T130822Z-task-0000368,parse.synthetic,2026-09-18T13:25:53.798451+00:00,2026-09-18T13:25:53.845693+00:00,736.047,debian-alpha,ok,47.619,0,"{""debian-alpha"": 0.982176, ""ubuntu-beta"": 0.809}",{},2875,andy,False
369,cnp_endurance_multivm_20260918T130822Z-task-0000369,route.synthetic,2026-09-18T13:25:55.803016+00:00,2026-09-18T13:25:55.851919+00:00,738.047,ubuntu-beta,ok,49.361,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985166}",{},2874,andy-VirtualBox,False
370,cnp_endurance_multivm_20260918T130822Z-task-0000370,detect.synthetic,2026-09-18T13:25:57.799898+00:00,2026-09-18T13:25:57.847879+00:00,740.047,ubuntu-beta,ok,48.216,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961164}",{},2874,andy-VirtualBox,False
371,cnp_endurance_multivm_20260918T130822Z-task-0000371,correlate.synthetic,2026-09-18T13:25:59.804001+00:00,2026-09-18T13:25:59.855583+00:00,742.047,ubuntu-beta,ok,51.437,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943096}",{},2874,andy-VirtualBox,False
372,cnp_endurance_multivm_20260918T130822Z-task-0000372,parse.synthetic,2026-09-18T13:26:01.795351+00:00,2026-09-18T13:26:01.836843+00:00,744.032,debian-alpha,ok,41.517,0,"{""debian-alpha"": 0.982202, ""ubuntu-beta"": 0.809}",{},2875,andy,False
373,cnp_endurance_multivm_20260918T130822Z-task-0000373,route.synthetic,2026-09-18T13:26:03.804287+00:00,2026-09-18T13:26:03.919817+00:00,746.125,ubuntu-beta,ok,115.943,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985208}",{},2874,andy-VirtualBox,False
374,cnp_endurance_multivm_20260918T130822Z-task-0000374,detect.synthetic,2026-09-18T13:26:05.801078+00:00,2026-09-18T13:26:05.905225+00:00,748.11,ubuntu-beta,ok,104.128,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.96119}",{},2874,andy-VirtualBox,False
375,cnp_endurance_multivm_20260918T130822Z-task-0000375,correlate.synthetic,2026-09-18T13:26:07.799530+00:00,2026-09-18T13:26:07.940167+00:00,750.141,ubuntu-beta,ok,140.404,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943117}",{},2874,andy-VirtualBox,False
376,cnp_endurance_multivm_20260918T130822Z-task-0000376,parse.synthetic,2026-09-18T13:26:09.805409+00:00,2026-09-18T13:26:09.899260+00:00,752.094,debian-alpha,ok,93.978,0,"{""debian-alpha"": 0.982244, ""ubuntu-beta"": 0.809}",{},2875,andy,False
377,cnp_endurance_multivm_20260918T130822Z-task-0000377,route.synthetic,2026-09-18T13:26:11.809000+00:00,2026-09-18T13:26:11.862280+00:00,754.063,ubuntu-beta,ok,53.213,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985252}",{},2874,andy-VirtualBox,False
378,cnp_endurance_multivm_20260918T130822Z-task-0000378,detect.synthetic,2026-09-18T13:26:13.796249+00:00,2026-09-18T13:26:13.849622+00:00,756.047,ubuntu-beta,ok,53.307,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961196}",{},2874,andy-VirtualBox,False
379,cnp_endurance_multivm_20260918T130822Z-task-0000379,correlate.synthetic,2026-09-18T13:26:15.794985+00:00,2026-09-18T13:26:15.841207+00:00,758.047,ubuntu-beta,ok,46.662,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943112}",{},2874,andy-VirtualBox,False
380,cnp_endurance_multivm_20260918T130822Z-task-0000380,parse.synthetic,2026-09-18T13:26:17.798037+00:00,2026-09-18T13:26:17.859647+00:00,760.063,debian-alpha,ok,61.555,0,"{""debian-alpha"": 0.982255, ""ubuntu-beta"": 0.809}",{},2875,andy,False
381,cnp_endurance_multivm_20260918T130822Z-task-0000381,route.synthetic,2026-09-18T13:26:19.808864+00:00,2026-09-18T13:26:19.858503+00:00,762.063,ubuntu-beta,ok,49.578,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985275}",{},2874,andy-VirtualBox,False
382,cnp_endurance_multivm_20260918T130822Z-task-0000382,detect.synthetic,2026-09-18T13:26:21.806862+00:00,2026-09-18T13:26:21.871944+00:00,764.063,ubuntu-beta,ok,65.066,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961216}",{},2874,andy-VirtualBox,False
383,cnp_endurance_multivm_20260918T130822Z-task-0000383,correlate.synthetic,2026-09-18T13:26:23.800502+00:00,2026-09-18T13:26:23.861777+00:00,766.063,ubuntu-beta,ok,61.274,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943136}",{},2874,andy-VirtualBox,False
384,cnp_endurance_multivm_20260918T130822Z-task-0000384,parse.synthetic,2026-09-18T13:26:25.801910+00:00,2026-09-18T13:26:25.859837+00:00,768.063,debian-alpha,ok,58.3,0,"{""debian-alpha"": 0.982282, ""ubuntu-beta"": 0.809}",{},2875,andy,False
385,cnp_endurance_multivm_20260918T130822Z-task-0000385,route.synthetic,2026-09-18T13:26:27.805320+00:00,2026-09-18T13:26:27.876464+00:00,770.079,ubuntu-beta,ok,71.588,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985302}",{},2874,andy-VirtualBox,False
386,cnp_endurance_multivm_20260918T130822Z-task-0000386,detect.synthetic,2026-09-18T13:26:29.802993+00:00,2026-09-18T13:26:29.868616+00:00,772.063,ubuntu-beta,ok,65.654,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961235}",{},2874,andy-VirtualBox,False
387,cnp_endurance_multivm_20260918T130822Z-task-0000387,correlate.synthetic,2026-09-18T13:26:31.806431+00:00,2026-09-18T13:26:31.884733+00:00,774.079,ubuntu-beta,ok,78.55,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943155}",{},2874,andy-VirtualBox,False
388,cnp_endurance_multivm_20260918T130822Z-task-0000388,parse.synthetic,2026-09-18T13:26:33.809335+00:00,2026-09-18T13:26:33.863312+00:00,776.063,debian-alpha,ok,53.875,0,"{""debian-alpha"": 0.982296, ""ubuntu-beta"": 0.809}",{},2875,andy,False
389,cnp_endurance_multivm_20260918T130822Z-task-0000389,route.synthetic,2026-09-18T13:26:35.805251+00:00,2026-09-18T13:26:35.866485+00:00,778.063,ubuntu-beta,ok,61.406,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985318}",{},2874,andy-VirtualBox,False
390,cnp_endurance_multivm_20260918T130822Z-task-0000390,detect.synthetic,2026-09-18T13:26:37.797523+00:00,2026-09-18T13:26:37.894045+00:00,780.094,ubuntu-beta,ok,96.89,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961264}",{},2874,andy-VirtualBox,False
391,cnp_endurance_multivm_20260918T130822Z-task-0000391,correlate.synthetic,2026-09-18T13:26:39.805782+00:00,2026-09-18T13:26:39.853862+00:00,782.047,ubuntu-beta,ok,48.114,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943177}",{},2874,andy-VirtualBox,False
392,cnp_endurance_multivm_20260918T130822Z-task-0000392,parse.synthetic,2026-09-18T13:26:41.797847+00:00,2026-09-18T13:26:41.842532+00:00,784.047,debian-alpha,ok,44.982,0,"{""debian-alpha"": 0.982312, ""ubuntu-beta"": 0.809}",{},2875,andy,False
393,cnp_endurance_multivm_20260918T130822Z-task-0000393,route.synthetic,2026-09-18T13:26:43.798320+00:00,2026-09-18T13:26:43.852857+00:00,786.047,ubuntu-beta,ok,54.639,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.98534}",{},2874,andy-VirtualBox,False
394,cnp_endurance_multivm_20260918T130822Z-task-0000394,detect.synthetic,2026-09-18T13:26:45.795819+00:00,2026-09-18T13:26:45.850284+00:00,788.047,ubuntu-beta,ok,54.28,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961273}",{},2874,andy-VirtualBox,False
395,cnp_endurance_multivm_20260918T130822Z-task-0000395,correlate.synthetic,2026-09-18T13:26:47.805219+00:00,2026-09-18T13:26:47.926047+00:00,790.125,ubuntu-beta,ok,120.472,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.9432}",{},2874,andy-VirtualBox,False
396,cnp_endurance_multivm_20260918T130822Z-task-0000396,parse.synthetic,2026-09-18T13:26:49.796861+00:00,2026-09-18T13:26:49.845802+00:00,792.047,debian-alpha,ok,48.984,0,"{""debian-alpha"": 0.982331, ""ubuntu-beta"": 0.809}",{},2875,andy,False
397,cnp_endurance_multivm_20260918T130822Z-task-0000397,route.synthetic,2026-09-18T13:26:51.802513+00:00,2026-09-18T13:26:51.851759+00:00,794.047,ubuntu-beta,ok,49.532,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985356}",{},2874,andy-VirtualBox,False
398,cnp_endurance_multivm_20260918T130822Z-task-0000398,detect.synthetic,2026-09-18T13:26:53.808419+00:00,2026-09-18T13:26:53.857557+00:00,796.063,ubuntu-beta,ok,49.222,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961293}",{},2874,andy-VirtualBox,False
399,cnp_endurance_multivm_20260918T130822Z-task-0000399,correlate.synthetic,2026-09-18T13:26:55.798442+00:00,2026-09-18T13:26:55.850623+00:00,798.047,ubuntu-beta,ok,52.004,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943219}",{},2874,andy-VirtualBox,False
400,cnp_endurance_multivm_20260918T130822Z-task-0000400,parse.synthetic,2026-09-18T13:26:57.798009+00:00,2026-09-18T13:26:57.853002+00:00,800.047,debian-alpha,ok,54.842,0,"{""debian-alpha"": 0.982352, ""ubuntu-beta"": 0.809}",{},2875,andy,False
401,cnp_endurance_multivm_20260918T130822Z-task-0000401,route.synthetic,2026-09-18T13:26:59.806890+00:00,2026-09-18T13:26:59.859000+00:00,802.063,ubuntu-beta,ok,52.316,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.985374}",{},2874,andy-VirtualBox,False
402,cnp_endurance_multivm_20260918T130822Z-task-0000402,detect.synthetic,2026-09-18T13:27:01.803805+00:00,2026-09-18T13:27:01.862803+00:00,804.063,ubuntu-beta,ok,58.885,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961319}",{},2874,andy-VirtualBox,False
403,cnp_endurance_multivm_20260918T130822Z-task-0000403,correlate.synthetic,2026-09-18T13:27:03.803683+00:00,2026-09-18T13:27:03.855593+00:00,806.047,ubuntu-beta,ok,51.994,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.94324}",{},2874,andy-VirtualBox,False
404,cnp_endurance_multivm_20260918T130822Z-task-0000404,parse.synthetic,2026-09-18T13:27:05.796054+00:00,2026-09-18T13:27:05.841119+00:00,808.047,debian-alpha,ok,44.893,0,"{""debian-alpha"": 0.982372, ""ubuntu-beta"": 0.809}",{},2875,andy,False
405,cnp_endurance_multivm_20260918T130822Z-task-0000405,route.synthetic,2026-09-18T13:27:07.799864+00:00,2026-09-18T13:27:07.851892+00:00,810.047,ubuntu-beta,ok,52.256,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.9854}",{},2874,andy-VirtualBox,False
406,cnp_endurance_multivm_20260918T130822Z-task-0000406,detect.synthetic,2026-09-18T13:27:09.796784+00:00,2026-09-18T13:27:09.840898+00:00,812.032,ubuntu-beta,ok,43.999,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.961329}",{},2874,andy-VirtualBox,False
407,cnp_endurance_multivm_20260918T130822Z-task-0000407,correlate.synthetic,2026-09-18T13:27:11.803481+00:00,2026-09-18T13:27:11.857190+00:00,814.063,ubuntu-beta,ok,53.997,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.943252}",{},2874,andy-VirtualBox,False
