experiment_id,phase,run_id,dataset,scenario,seed,model,status,started_at,completed_at,command,config_path,raw_result_path,summary_path,figure_path,error_path,git_commit,notes
e2_models_ddos_seed44_logisticregression,2,e2_models_ddos_seed44_logisticregression,CICIDS2017,DDoS,44,LogisticRegression,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed44_logisticregression.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed44_logisticregression,2,e2_models_ddos_seed44_logisticregression,CICIDS2017,DDoS,44,LogisticRegression,RUNNING,2026-09-07T21:11:43.282824+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed44_logisticregression.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed44_logisticregression,2,e2_models_ddos_seed44_logisticregression,CICIDS2017,DDoS,44,LogisticRegression,COMPLETED,2026-09-07T21:11:43.282824+00:00,2026-09-07T21:11:48.589282+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed44_logisticregression.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed45_logisticregression,2,e2_models_ddos_seed45_logisticregression,CICIDS2017,DDoS,45,LogisticRegression,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed45_logisticregression.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed45_logisticregression,2,e2_models_ddos_seed45_logisticregression,CICIDS2017,DDoS,45,LogisticRegression,RUNNING,2026-09-07T21:12:05.825221+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed45_logisticregression.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed45_logisticregression,2,e2_models_ddos_seed45_logisticregression,CICIDS2017,DDoS,45,LogisticRegression,COMPLETED,2026-09-07T21:12:05.825221+00:00,2026-09-07T21:12:08.748322+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed45_logisticregression.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed46_logisticregression,2,e2_models_ddos_seed46_logisticregression,CICIDS2017,DDoS,46,LogisticRegression,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed46_logisticregression.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed46_logisticregression,2,e2_models_ddos_seed46_logisticregression,CICIDS2017,DDoS,46,LogisticRegression,RUNNING,2026-09-07T21:12:29.737068+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed46_logisticregression.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed46_logisticregression,2,e2_models_ddos_seed46_logisticregression,CICIDS2017,DDoS,46,LogisticRegression,COMPLETED,2026-09-07T21:12:29.737068+00:00,2026-09-07T21:12:33.162854+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model LogisticRegression,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed46_logisticregression.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed42_sgdlogistic,2,e2_models_ddos_seed42_sgdlogistic,CICIDS2017,DDoS,42,SGDLogistic,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed42_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed42_sgdlogistic,2,e2_models_ddos_seed42_sgdlogistic,CICIDS2017,DDoS,42,SGDLogistic,RUNNING,2026-09-07T21:14:21.789935+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed42_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed42_sgdlogistic,2,e2_models_ddos_seed42_sgdlogistic,CICIDS2017,DDoS,42,SGDLogistic,COMPLETED,2026-09-07T21:14:21.789935+00:00,2026-09-07T21:14:28.923019+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed42_sgdlogistic.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed43_sgdlogistic,2,e2_models_ddos_seed43_sgdlogistic,CICIDS2017,DDoS,43,SGDLogistic,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed43_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed43_sgdlogistic,2,e2_models_ddos_seed43_sgdlogistic,CICIDS2017,DDoS,43,SGDLogistic,RUNNING,2026-09-07T21:14:48.451283+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed43_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed43_sgdlogistic,2,e2_models_ddos_seed43_sgdlogistic,CICIDS2017,DDoS,43,SGDLogistic,COMPLETED,2026-09-07T21:14:48.451283+00:00,2026-09-07T21:14:55.791422+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed43_sgdlogistic.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed44_sgdlogistic,2,e2_models_ddos_seed44_sgdlogistic,CICIDS2017,DDoS,44,SGDLogistic,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed44_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed44_sgdlogistic,2,e2_models_ddos_seed44_sgdlogistic,CICIDS2017,DDoS,44,SGDLogistic,RUNNING,2026-09-07T21:15:13.853893+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed44_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed44_sgdlogistic,2,e2_models_ddos_seed44_sgdlogistic,CICIDS2017,DDoS,44,SGDLogistic,COMPLETED,2026-09-07T21:15:13.853893+00:00,2026-09-07T21:15:14.757792+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed44_sgdlogistic.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed45_sgdlogistic,2,e2_models_ddos_seed45_sgdlogistic,CICIDS2017,DDoS,45,SGDLogistic,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed45_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed45_sgdlogistic,2,e2_models_ddos_seed45_sgdlogistic,CICIDS2017,DDoS,45,SGDLogistic,RUNNING,2026-09-07T21:15:32.378065+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed45_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed45_sgdlogistic,2,e2_models_ddos_seed45_sgdlogistic,CICIDS2017,DDoS,45,SGDLogistic,COMPLETED,2026-09-07T21:15:32.378065+00:00,2026-09-07T21:15:33.498437+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed45_sgdlogistic.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed46_sgdlogistic,2,e2_models_ddos_seed46_sgdlogistic,CICIDS2017,DDoS,46,SGDLogistic,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed46_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed46_sgdlogistic,2,e2_models_ddos_seed46_sgdlogistic,CICIDS2017,DDoS,46,SGDLogistic,RUNNING,2026-09-07T21:15:50.808949+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed46_sgdlogistic.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_ddos_seed46_sgdlogistic,2,e2_models_ddos_seed46_sgdlogistic,CICIDS2017,DDoS,46,SGDLogistic,COMPLETED,2026-09-07T21:15:50.808949+00:00,2026-09-07T21:15:54.051595+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario DDoS --model SGDLogistic,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_ddos_seed46_sgdlogistic.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed42_randomforest,2,e2_models_portscan_seed42_randomforest,CICIDS2017,PortScan,42,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed42_randomforest,2,e2_models_portscan_seed42_randomforest,CICIDS2017,PortScan,42,RandomForest,RUNNING,2026-09-07T21:17:55.412414+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,reuse_source=e1_holdout_portscan_seed42
e2_models_portscan_seed42_randomforest,2,e2_models_portscan_seed42_randomforest,CICIDS2017,PortScan,42,RandomForest,COMPLETED,2026-09-07T21:17:55.412414+00:00,2026-09-07T21:17:59.070033+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_randomforest.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,REUSED_IDENTICAL_PHASE1_RESULT source=e1_holdout_portscan_seed42
e2_models_portscan_seed43_randomforest,2,e2_models_portscan_seed43_randomforest,CICIDS2017,PortScan,43,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed43_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed43_randomforest,2,e2_models_portscan_seed43_randomforest,CICIDS2017,PortScan,43,RandomForest,RUNNING,2026-09-07T21:17:59.121038+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed43_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,reuse_source=e1_holdout_portscan_seed43
e2_models_portscan_seed43_randomforest,2,e2_models_portscan_seed43_randomforest,CICIDS2017,PortScan,43,RandomForest,COMPLETED,2026-09-07T21:17:59.121038+00:00,2026-09-07T21:17:59.357924+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed43_randomforest.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,REUSED_IDENTICAL_PHASE1_RESULT source=e1_holdout_portscan_seed43
e2_models_portscan_seed44_randomforest,2,e2_models_portscan_seed44_randomforest,CICIDS2017,PortScan,44,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed44_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed44_randomforest,2,e2_models_portscan_seed44_randomforest,CICIDS2017,PortScan,44,RandomForest,RUNNING,2026-09-07T21:17:59.411717+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed44_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,reuse_source=e1_holdout_portscan_seed44
e2_models_portscan_seed44_randomforest,2,e2_models_portscan_seed44_randomforest,CICIDS2017,PortScan,44,RandomForest,COMPLETED,2026-09-07T21:17:59.411717+00:00,2026-09-07T21:17:59.626636+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed44_randomforest.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,REUSED_IDENTICAL_PHASE1_RESULT source=e1_holdout_portscan_seed44
e2_models_portscan_seed45_randomforest,2,e2_models_portscan_seed45_randomforest,CICIDS2017,PortScan,45,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed45_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed45_randomforest,2,e2_models_portscan_seed45_randomforest,CICIDS2017,PortScan,45,RandomForest,RUNNING,2026-09-07T21:17:59.677637+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed45_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,reuse_source=e1_holdout_portscan_seed45
e2_models_portscan_seed45_randomforest,2,e2_models_portscan_seed45_randomforest,CICIDS2017,PortScan,45,RandomForest,COMPLETED,2026-09-07T21:17:59.677637+00:00,2026-09-07T21:18:01.554346+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed45_randomforest.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,REUSED_IDENTICAL_PHASE1_RESULT source=e1_holdout_portscan_seed45
e2_models_portscan_seed46_randomforest,2,e2_models_portscan_seed46_randomforest,CICIDS2017,PortScan,46,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed46_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed46_randomforest,2,e2_models_portscan_seed46_randomforest,CICIDS2017,PortScan,46,RandomForest,RUNNING,2026-09-07T21:18:01.603904+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed46_randomforest.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,reuse_source=e1_holdout_portscan_seed46
e2_models_portscan_seed46_randomforest,2,e2_models_portscan_seed46_randomforest,CICIDS2017,PortScan,46,RandomForest,COMPLETED,2026-09-07T21:18:01.603904+00:00,2026-09-07T21:18:01.849105+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model RandomForest,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed46_randomforest.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,REUSED_IDENTICAL_PHASE1_RESULT source=e1_holdout_portscan_seed46
e2_models_portscan_seed42_extratrees,2,e2_models_portscan_seed42_extratrees,CICIDS2017,PortScan,42,ExtraTrees,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed42_extratrees,2,e2_models_portscan_seed42_extratrees,CICIDS2017,PortScan,42,ExtraTrees,RUNNING,2026-09-07T21:19:27.292581+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed42_extratrees,2,e2_models_portscan_seed42_extratrees,CICIDS2017,PortScan,42,ExtraTrees,COMPLETED,2026-09-07T21:19:27.292581+00:00,2026-09-07T21:19:33.844365+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_extratrees.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed43_extratrees,2,e2_models_portscan_seed43_extratrees,CICIDS2017,PortScan,43,ExtraTrees,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed43_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed43_extratrees,2,e2_models_portscan_seed43_extratrees,CICIDS2017,PortScan,43,ExtraTrees,RUNNING,2026-09-07T21:19:49.841310+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed43_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed43_extratrees,2,e2_models_portscan_seed43_extratrees,CICIDS2017,PortScan,43,ExtraTrees,COMPLETED,2026-09-07T21:19:49.841310+00:00,2026-09-07T21:19:55.727229+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed43_extratrees.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed44_extratrees,2,e2_models_portscan_seed44_extratrees,CICIDS2017,PortScan,44,ExtraTrees,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed44_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed44_extratrees,2,e2_models_portscan_seed44_extratrees,CICIDS2017,PortScan,44,ExtraTrees,RUNNING,2026-09-07T21:20:11.423564+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed44_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed44_extratrees,2,e2_models_portscan_seed44_extratrees,CICIDS2017,PortScan,44,ExtraTrees,COMPLETED,2026-09-07T21:20:11.423564+00:00,2026-09-07T21:20:15.956107+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed44_extratrees.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed45_extratrees,2,e2_models_portscan_seed45_extratrees,CICIDS2017,PortScan,45,ExtraTrees,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed45_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed45_extratrees,2,e2_models_portscan_seed45_extratrees,CICIDS2017,PortScan,45,ExtraTrees,RUNNING,2026-09-07T21:20:31.709416+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed45_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed45_extratrees,2,e2_models_portscan_seed45_extratrees,CICIDS2017,PortScan,45,ExtraTrees,COMPLETED,2026-09-07T21:20:31.709416+00:00,2026-09-07T21:20:38.801068+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed45_extratrees.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed46_extratrees,2,e2_models_portscan_seed46_extratrees,CICIDS2017,PortScan,46,ExtraTrees,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed46_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed46_extratrees,2,e2_models_portscan_seed46_extratrees,CICIDS2017,PortScan,46,ExtraTrees,RUNNING,2026-09-07T21:20:55.949545+00:00,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed46_extratrees.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed46_extratrees,2,e2_models_portscan_seed46_extratrees,CICIDS2017,PortScan,46,ExtraTrees,COMPLETED,2026-09-07T21:20:55.949545+00:00,2026-09-07T21:21:05.839949+00:00,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model ExtraTrees,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed46_extratrees.json,data/processed/final_experiments_2026/cicids_model_multiseed_summary.csv,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
e2_models_portscan_seed42_histgradientboosting,2,e2_models_portscan_seed42_histgradientboosting,CICIDS2017,PortScan,42,HistGradientBoosting,PLANNED,,,scripts/run_final_experiments.py --resume --phase 2 --scenario PortScan --model HistGradientBoosting,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_2/e2_models_portscan_seed42_histgradientboosting.json,,,,265cdfb89e4aa5fc330b71c65ef24ff0af0c8783,
