feature,seeds,precision_n,precision_mean,precision_sample_std,precision_median,precision_min,precision_max,precision_ci95_low,precision_ci95_high,recall_n,recall_mean,recall_sample_std,recall_median,recall_min,recall_max,recall_ci95_low,recall_ci95_high,f1_n,f1_mean,f1_sample_std,f1_median,f1_min,f1_max,f1_ci95_low,f1_ci95_high,pr_auc_n,pr_auc_mean,pr_auc_sample_std,pr_auc_median,pr_auc_min,pr_auc_max,pr_auc_ci95_low,pr_auc_ci95_high,mcc_n,mcc_mean,mcc_sample_std,mcc_median,mcc_min,mcc_max,mcc_ci95_low,mcc_ci95_high,fpr_n,fpr_mean,fpr_sample_std,fpr_median,fpr_min,fpr_max,fpr_ci95_low,fpr_ci95_high
Fwd IAT Min,"42,43,44,45,46",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7858335109284158,0.003521517666606371,0.7852182810665342,0.7810109351157408,0.7905077661075468,0.7827467645969085,0.7889202572599231,5,-0.012775219528199743,0.00292131676924295,-0.0122483673759202,-0.015813365095036138,-0.010000500037503125,-0.015335866577095967,-0.01021457247930352,5,0.00033999999999999997,0.000151657508881031,0.0003,0.0002,0.0005,0.00020706633233074474,0.0004729336676692552
Fwd IAT Std,"42,43,44,45,46",5,0.019076911812618898,0.0008389253052875014,0.01903276131045242,0.018269634607307853,0.020299812617114305,0.018341561360437193,0.019812262264800602,5,0.01832,0.0008642916174532762,0.0183,0.0174,0.0195,0.01756241499486856,0.019077585005131438,5,0.01869068388067873,0.0008515314224591738,0.018659189395870506,0.01782421634910879,0.01989186983576456,0.017944283679605176,0.019437084081752286,5,0.4381633560552385,0.0006660774053961264,0.43815261091832225,0.437219585980178,0.43886204847617966,0.43757951346739543,0.43874719864308154,5,-0.9243213591615739,0.004233585227703389,-0.9249626501270912,-0.9301004542747673,-0.9186413005252935,-0.9280322602297859,-0.9206104580933618,5,0.9419000000000001,0.00480104155366311,0.9418,0.935,0.9484,0.9376917015314976,0.9461082984685025
Fwd IAT Tot,"42,43,44,45,46",5,0.11904584796647977,0.005565307302292558,0.12,0.11052631578947368,0.12556053811659193,0.11416764103258774,0.1239240549003718,5,0.00242,0.00028635642126552705,0.0024,0.0021,0.0028,0.002168997529892632,0.0026710024701073675,5,0.004743139249796884,0.0005541034776323273,0.004705882352941176,0.0041216879293424925,0.0054778440770810915,0.004257446137115356,0.005228832362478412,5,0.31531796632716885,0.0001227359721083121,0.31536045289046527,0.315119357256057,0.31542451943330674,0.3152103835042167,0.315425549150121,5,-0.07704190232091278,0.0020952729936337964,-0.07638287395970011,-0.0795213662177798,-0.07429166888445324,-0.07887849007622516,-0.0752053145656004,5,0.01786,0.0012660963628413125,0.0176,0.0165,0.0195,0.01675021760691566,0.01896978239308434
Fwd PSH Flags,"42,43,44,45,46",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,-0.007864122409223325,0.004765052443690158,-0.010000500037503125,-0.0122483673759202,0.0,-0.012040875031956857,-0.0036873697864897937,5,0.00015999999999999999,0.00011401754250991379,0.0002,0.0,0.0003,6.0059217533581414e-05,0.00025994078246641854
Fwd Pkt Len Max,"42,43,44,45,46",5,0.041743661356180614,0.0016440449708655723,0.04159411878506481,0.03976335951896033,0.044170122480470635,0.04030259240151516,0.04318473031084607,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.04243030265035931,0.0017168907926715523,0.042285377126561115,0.04037221210181675,0.04497029800186558,0.04092538151759533,0.04393522378312329,5,0.4793555715517672,0.0008212269122716043,0.47941751290085144,0.47813879982761864,0.48033663022326994,0.4786357344250569,0.48007540867847753,5,-0.9476300411805745,0.001403234065777174,-0.9475702299557052,-0.9495593227285211,-0.9459442229264836,-0.9488600300702675,-0.9464000522908814,5,0.99024,0.000719722168617875,0.9901,0.9893,0.9911,0.9896091357039744,0.9908708642960257
Fwd Pkt Len Mean,"42,43,44,45,46",5,0.041242106759073374,0.001796596243352615,0.04103755323267518,0.03939070534588144,0.043893497974146246,0.03966732071839655,0.0428168927997502,5,0.04259999999999999,0.0019583156027566146,0.0424,0.0406,0.0455,0.040883460690808386,0.0443165393091916,5,0.04191000725105624,0.0018752659219304728,0.04170765296084989,0.03998621165115478,0.04468231366002161,0.0402662641967447,0.043553750305367775,5,0.47937171307797516,0.0008102827050531561,0.47941374689212174,0.4781842040606952,0.48033289684334307,0.4786614689718546,0.48008195718409574,5,-0.9481537053112163,0.0015003695029074929,-0.9486384481766152,-0.949947763661951,-0.9462339809808213,-0.9494688371655648,-0.9468385734568678,5,0.99024,0.000719722168617875,0.9901,0.9893,0.9911,0.9896091357039744,0.9908708642960257
Fwd Pkt Len Min,"42,43,44,45,46",5,0.5000150012501126,2.2362776297931814e-05,0.5,0.5,0.5000500050005,0.49999539941242915,0.5000346030877959,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0.6666800007407853,1.9877402142663943e-05,0.6666666666666666,0.6666666666666666,0.6667111140742716,0.6666625774296017,0.6666974240519689,5,0.5000150012501126,2.2362776297931814e-05,0.5,0.5,0.5000500050005,0.49999539941242915,0.5000346030877959,5,0.0034143489265386602,0.004788622144321051,0.0,0.0,0.010000500037503125,-0.0007830634497003096,0.00761176130277763,5,0.9999399999999999,8.944271909998174e-05,1.0,0.9998,1.0,0.9998615999999999,1.0000183999999999
Fwd Pkt Len Std,"42,43,44,45,46",5,0.041746170376688596,0.0016470991548342973,0.04159814259456322,0.03976335951896033,0.044178643773512105,0.04030242431173896,0.043189916441638235,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.04243160169636652,0.0017184805726555721,0.04228745636032846,0.04037221210181675,0.044974713998134234,0.04092528706000603,0.043937916332727006,5,0.47934990476926087,0.0008215605383230381,0.4794123140479606,0.4781328855379402,0.48033140065649715,0.4786297752064228,0.48007003433209894,5,-0.9475679676762768,0.0014544615285786617,-0.9475702299557052,-0.9495593227285211,-0.9457371165362047,-0.9488428594169124,-0.9462930759356413,5,0.99018,0.0006418722614352695,0.9901,0.9893,0.9909,0.9896173741562991,0.9907426258437008
Fwd Pkts/b Avg,"42,43,44,45,46",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Pkts/s,"42,43,44,45,46",5,0.4345244889345189,0.0008160988012009717,0.43451707758425695,0.43336355394378967,0.4356340651278289,0.43380914679534904,0.43523983107368874,5,0.76838,0.0025459772190653996,0.7684,0.7648,0.7719,0.7661483525726495,0.7706116474273504,5,0.5551227094383728,0.0013302860775592288,0.5551220921832105,0.5532407407407407,0.5569464987914426,0.5539566622795867,0.5562887565971589,5,0.31067454730181454,0.00019888192789575829,0.310568026810021,0.3104720591145346,0.31089247718106944,0.3105002196057883,0.3108488749978408,5,-0.3617722087805979,0.0022727019375196242,-0.3618920347720934,-0.3650655997384863,-0.35879223757537204,-0.3637643198623545,-0.3597800976988413,5,0.9999400000000002,8.944271909998174e-05,1.0,0.9998,1.0,0.9998616000000001,1.0000184
Fwd Seg Size Avg,"42,43,44,45,46",5,0.041242106759073374,0.001796596243352615,0.04103755323267518,0.03939070534588144,0.043893497974146246,0.03966732071839655,0.0428168927997502,5,0.04259999999999999,0.0019583156027566146,0.0424,0.0406,0.0455,0.040883460690808386,0.0443165393091916,5,0.04191000725105624,0.0018752659219304728,0.04170765296084989,0.03998621165115478,0.04468231366002161,0.0402662641967447,0.043553750305367775,5,0.47937171307797516,0.0008102827050531561,0.47941374689212174,0.4781842040606952,0.48033289684334307,0.4786614689718546,0.48008195718409574,5,-0.9481537053112163,0.0015003695029074929,-0.9486384481766152,-0.949947763661951,-0.9462339809808213,-0.9494688371655648,-0.9468385734568678,5,0.99024,0.000719722168617875,0.9901,0.9893,0.9911,0.9896091357039744,0.9908708642960257
Fwd Seg Size Min,"42,43,44,45,46",5,0.5000250784855245,0.00021340452223919163,0.5000250639129781,0.4997243245952584,0.5002506516944054,0.4998380211742989,0.5002121357967501,5,0.99756,0.00035071355833500936,0.9976,0.997,0.9979,0.9972525860120294,0.9978674139879706,5,0.6661458137105833,0.0002645688056882277,0.6661324251227086,0.6657540649727889,0.6664217977828235,0.6659139089275594,0.6663777184936073,5,0.6132398352770307,0.0008483261428916221,0.6134696268294855,0.6120941870002677,0.6142384037366194,0.6124962446273732,0.6139834259266883,5,0.0008747397792555804,0.008500817726132492,0.0009914124006489703,-0.011125314858480086,0.009818579217394522,-0.006576555490331657,0.008326035048842818,5,0.9974599999999999,0.0005319774431308133,0.9974,0.9969,0.9981,0.9969937012116677,0.9979262987883321
Fwd URG Flags,"42,43,44,45,46",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Max,"42,43,44,45,46",5,0.11904584796647977,0.005565307302292558,0.12,0.11052631578947368,0.12556053811659193,0.11416764103258774,0.1239240549003718,5,0.00242,0.00028635642126552705,0.0024,0.0021,0.0028,0.002168997529892632,0.0026710024701073675,5,0.004743139249796884,0.0005541034776323273,0.004705882352941176,0.0041216879293424925,0.0054778440770810915,0.004257446137115356,0.005228832362478412,5,0.4986401841336452,0.00015282414745336665,0.4985890875363012,0.498498477473279,0.49888451155375907,0.49850622786218,0.49877414040511037,5,-0.07704190232091278,0.0020952729936337964,-0.07638287395970011,-0.0795213662177798,-0.07429166888445324,-0.07887849007622516,-0.0752053145656004,5,0.01786,0.0012660963628413125,0.0176,0.0165,0.0195,0.01675021760691566,0.01896978239308434
Idle Mean,"42,43,44,45,46",5,0.11904584796647977,0.005565307302292558,0.12,0.11052631578947368,0.12556053811659193,0.11416764103258774,0.1239240549003718,5,0.00242,0.00028635642126552705,0.0024,0.0021,0.0028,0.002168997529892632,0.0026710024701073675,5,0.004743139249796884,0.0005541034776323273,0.004705882352941176,0.0041216879293424925,0.0054778440770810915,0.004257446137115356,0.005228832362478412,5,0.4986401841336452,0.00015282414745336665,0.4985890875363012,0.498498477473279,0.49888451155375907,0.49850622786218,0.49877414040511037,5,-0.07704190232091278,0.0020952729936337964,-0.07638287395970011,-0.0795213662177798,-0.07429166888445324,-0.07887849007622516,-0.0752053145656004,5,0.01786,0.0012660963628413125,0.0176,0.0165,0.0195,0.01675021760691566,0.01896978239308434
Idle Min,"42,43,44,45,46",5,0.11928643029961386,0.005598023730831133,0.12,0.11052631578947368,0.12556053811659193,0.11437954615171006,0.12419331444751766,5,0.00242,0.00028635642126552705,0.0024,0.0021,0.0028,0.002168997529892632,0.0026710024701073675,5,0.004743323754464677,0.0005541006831564527,0.004705882352941176,0.0041216879293424925,0.0054778440770810915,0.004257633091249252,0.005229014417680102,5,0.4986401925356304,0.00015282623238593523,0.4985890875363012,0.49849850076118657,0.4988845302757778,0.4985062344366412,0.4987741506346196,5,-0.0769163327683285,0.0021465556079078413,-0.07638287395970011,-0.0795213662177798,-0.07396832647435016,-0.07879787171698051,-0.0750347938196765,5,0.017820000000000003,0.0012755391017134677,0.0176,0.0164,0.0195,0.016701940681358992,0.018938059318641013
Idle Std,"42,43,44,45,46",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,-0.0028284978380760696,0.0038730801744221452,0.0,-0.007071244595190174,0.0,-0.006223402294583416,0.0005664066184312764,5,4e-05,5.4772255750516614e-05,0.0,0.0,0.0001,-8.009998958550284e-06,8.80099989585503e-05
Init Bwd Win Byts,"42,43,44,45,46",5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,5,0.9739085733611412,0.0010312446051059208,0.974392494701003,0.972442640095139,0.975013101959924,0.9730046476100701,0.9748124991122123,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Init Fwd Win Byts,"42,43,44,45,46",5,0.9992803835396297,0.0003343586720474418,0.9992009588493808,0.9988009592326139,0.9996003197442046,0.9989873052415603,0.999573461837699,5,0.24994,0.00016733200530680663,0.2499,0.2497,0.2501,0.24979332703043847,0.25008667296956155,5,0.39986559385550835,0.0002233148516424186,0.39984,0.39955196415713257,0.4000959846424572,0.39966984975755454,0.40006133795346216,5,0.7830121159526306,0.001917592102577867,0.7835149904691696,0.7798776842485063,0.7848827775080043,0.7813312723651942,0.7846929595400671,5,0.3775239809468948,0.00026167674727292466,0.37761917180793636,0.37723043310714194,0.37783496905763414,0.37729461116484175,0.3777533507289479,5,0.00017999999999999998,8.366600265340754e-05,0.0002,0.0001,0.0003,0.00010666351521923074,0.00025333648478076924
PSH Flag Cnt,"42,43,44,45,46",5,0.9992803835396297,0.0003343586720474418,0.9992009588493808,0.9988009592326139,0.9996003197442046,0.9989873052415603,0.999573461837699,5,0.24994,0.00016733200530680663,0.2499,0.2497,0.2501,0.24979332703043847,0.25008667296956155,5,0.39986559385550835,0.0002233148516424186,0.39984,0.39955196415713257,0.4000959846424572,0.39966984975755454,0.40006133795346216,5,0.6247901519105022,0.00013406276307166134,0.62485004,0.6246501600640256,0.6249500399680256,0.6246726407175222,0.6249076631034823,5,0.3775239809468948,0.00026167674727292466,0.37761917180793636,0.37723043310714194,0.37783496905763414,0.37729461116484175,0.3777533507289479,5,0.00017999999999999998,8.366600265340754e-05,0.0002,0.0001,0.0003,0.00010666351521923074,0.00025333648478076924
Pkt Len Max,"42,43,44,45,46",5,0.041744513403296366,0.0016456172532383993,0.04159411878506481,0.03976335951896033,0.044174382716049385,0.04030206628236685,0.04318696052422588,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.04243074422830513,0.0017177074790953213,0.042285377126561115,0.04037221210181675,0.044972505891594655,0.04092510723832809,0.043936381218282174,5,0.4802333971772887,0.0007499638154006375,0.4802888931888545,0.4791233818848269,0.4811302977402774,0.4795760249091035,0.4808907694454739,5,-0.9476093295168205,0.001434747699251582,-0.9475702299557052,-0.9495593227285211,-0.9458406646077134,-0.948866941324167,-0.946351717709474,5,0.9902200000000001,0.0006906518659932958,0.9901,0.9893,0.991,0.98961461694771,0.9908253830522902
Pkt Len Mean,"42,43,44,45,46",5,0.04174531816519604,0.0016455262996129217,0.04159814259456322,0.03976335951896033,0.044174382716049385,0.040302950768634355,0.04318768556175773,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.0424311600750586,0.0017176637395862181,0.04228745636032846,0.04037221210181675,0.044972505891594655,0.0409255614244517,0.0439367587256655,5,0.4825868630802477,0.0004397091398494793,0.48267460673855067,0.4821110207970543,0.4830663048427398,0.4822014410256514,0.48297228513484397,5,-0.9475886772905786,0.001422256034035725,-0.9475702299557052,-0.9495593227285211,-0.9458406646077134,-0.9488353396705957,-0.9463420149105615,5,0.9902000000000001,0.000670820393249954,0.9901,0.9893,0.991,0.989612,0.9907880000000001
Pkt Len Min,"42,43,44,45,46",5,0.5000050002500125,1.1180898932466855e-05,0.5,0.5,0.5000250012500626,0.49999519975998796,0.500014800740037,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0.6666711112592641,9.938411180394382e-06,0.6666666666666666,0.6666666666666666,0.6666888896296543,0.666662399857773,0.6666798226607553,5,0.5000050002500125,1.1180898932466855e-05,0.5,0.5,0.5000250012500626,0.49999519975998796,0.500014800740037,5,0.0014142489190380348,0.003162356720074642,0.0,0.0,0.007071244595190174,-0.001357678962276513,0.004186176800352583,5,0.9999800000000001,4.472135954999087e-05,1.0,0.9999,1.0,0.9999408000000001,1.0000192
Pkt Len Std,"42,43,44,45,46",5,0.041746170376688596,0.0016470991548342973,0.04159814259456322,0.03976335951896033,0.044178643773512105,0.04030242431173896,0.043189916441638235,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.04243160169636652,0.0017184805726555721,0.04228745636032846,0.04037221210181675,0.044974713998134234,0.04092528706000603,0.043937916332727006,5,0.5018705941223511,0.0011188355702717156,0.5014088423120584,0.5009200813558392,0.5036584868620282,0.5008898915051684,0.5028512967395339,5,-0.9475679676762768,0.0014544615285786617,-0.9475702299557052,-0.9495593227285211,-0.9457371165362047,-0.9488428594169124,-0.9462930759356413,5,0.99018,0.0006418722614352695,0.9901,0.9893,0.9909,0.9896173741562991,0.9907426258437008
Pkt Len Var,"42,43,44,45,46",5,0.041746170376688596,0.0016470991548342973,0.04159814259456322,0.03976335951896033,0.044178643773512105,0.04030242431173896,0.043189916441638235,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.04243160169636652,0.0017184805726555721,0.04228745636032846,0.04037221210181675,0.044974713998134234,0.04092528706000603,0.043937916332727006,5,0.5018705941223511,0.0011188355702717156,0.5014088423120584,0.5009200813558392,0.5036584868620282,0.5008898915051684,0.5028512967395339,5,-0.9475679676762768,0.0014544615285786617,-0.9475702299557052,-0.9495593227285211,-0.9457371165362047,-0.9488428594169124,-0.9462930759356413,5,0.99018,0.0006418722614352695,0.9901,0.9893,0.9909,0.9896173741562991,0.9907426258437008
Pkt Size Avg,"42,43,44,45,46",5,0.04174531816519604,0.0016455262996129217,0.04159814259456322,0.03976335951896033,0.044174382716049385,0.040302950768634355,0.04318768556175773,5,0.04314,0.0017938784797192921,0.043,0.041,0.0458,0.04156759618418168,0.04471240381581831,5,0.0424311600750586,0.0017176637395862181,0.04228745636032846,0.04037221210181675,0.044972505891594655,0.0409255614244517,0.0439367587256655,5,0.48362843719391135,0.000372950118675972,0.4837152757642427,0.4831806879676019,0.4840205056786184,0.4833015320014215,0.4839553423864012,5,-0.9475886772905786,0.001422256034035725,-0.9475702299557052,-0.9495593227285211,-0.9458406646077134,-0.9488353396705957,-0.9463420149105615,5,0.9902000000000001,0.000670820393249954,0.9901,0.9893,0.991,0.989612,0.9907880000000001
Protocol,"42,43,44,45,46",5,0.5000050002500125,1.1180898932466855e-05,0.5,0.5,0.5000250012500626,0.49999519975998796,0.500014800740037,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0.6666711112592641,9.938411180394382e-06,0.6666666666666666,0.6666666666666666,0.6666888896296543,0.666662399857773,0.6666798226607553,5,0.5000050002500125,1.1180898932466855e-05,0.5,0.5,0.5000250012500626,0.49999519975998796,0.500014800740037,5,0.0014142489190380348,0.003162356720074642,0.0,0.0,0.007071244595190174,-0.001357678962276513,0.004186176800352583,5,0.9999800000000001,4.472135954999087e-05,1.0,0.9999,1.0,0.9999408000000001,1.0000192
RST Flag Cnt,"42,43,44,45,46",5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
SYN Flag Cnt,"42,43,44,45,46",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,5,-0.007864122409223325,0.004765052443690158,-0.010000500037503125,-0.0122483673759202,0.0,-0.012040875031956857,-0.0036873697864897937,5,0.00015999999999999999,0.00011401754250991379,0.0002,0.0,0.0003,6.0059217533581414e-05,0.00025994078246641854
Subflow Bwd Byts,"42,43,44,45,46",5,0.5051792251489106,0.004409752531461366,0.5070318282753515,0.49919089627812285,0.5091701663920046,0.5013139066305852,0.509044543667236,5,0.95686,0.0017938784797192579,0.957,0.9542,0.959,0.9552875961841818,0.9584324038158183,5,0.6612416983909104,0.0040694147499226955,0.6633464757556893,0.6559659772953321,0.6648849397799451,0.6576746990911991,0.6648086976906217,5,0.968926686942962,0.0007384254815025474,0.9685123897765636,0.9682627586925714,0.9699113645675137,0.9682794284703626,0.9695739454155614,5,0.04183680766259403,0.03557483358062483,0.05869147602269753,-0.007714080327440119,0.07294948429294469,0.010654091162182442,0.07301952416300563,5,0.9373400000000001,0.01552249979867934,0.9324,0.9233,0.9594,0.9237339290256151,0.950946070974385
Subflow Bwd Pkts,"42,43,44,45,46",5,0.991853514919206,0.0006263559778900873,0.9915219189412737,0.9912035599710235,0.9926141683137418,0.9913044896976932,0.9924025401407188,5,0.95686,0.0017938784797192579,0.957,0.9542,0.959,0.9552875961841818,0.9584324038158183,5,0.9740414871952521,0.0007569855340934417,0.9742155317093018,0.9730280936113802,0.9749898332655551,0.973377960119263,0.9747050142712411,5,0.9738618393359857,0.0010395014471596747,0.974299765258632,0.9723459295196111,0.974985696205515,0.9729506761437507,0.9747730025282206,5,0.9495930336878464,0.0013696123385064942,0.9498395148432254,0.9478100287513356,0.9513118673886066,0.9483925155414911,0.9507935518342018,5,0.00786,0.0006188699378706323,0.0082,0.0071,0.0085,0.007317536581878557,0.008402463418121444
Subflow Fwd Byts,"42,43,44,45,46",5,0.10336833374351304,0.2216964966389586,0.004325085495876081,0.003625742773693222,0.4999499799919968,-0.09095721350492689,0.29769388099195293,5,0.20326,0.44511200051223065,0.0043,0.0036,0.9995,-0.1868978707725374,0.5934178707725374,5,0.13667135678359538,0.29618986670408814,0.004312506268177715,0.0036128255306337497,0.666511069618565,-0.12295050828560611,0.39629322185279686,5,0.5815834536131786,0.22811381078257734,0.4795829527280535,0.4785928808695751,0.9896438188888936,0.38163288250676264,0.7815340247195947,5,-0.7898528346830801,0.43874580996000817,-0.9857248455078504,-0.9869138613025237,-0.005001000300100035,-1.1744304934012828,-0.4052751759648774,5,0.99214,0.004281705267764256,0.9908,0.9893,0.9997,0.9883869198569708,0.9958930801430292
Subflow Fwd Pkts,"42,43,44,45,46",5,0.9509567586922142,0.0016094932065881902,0.9507426928605655,0.9492774428174945,0.9535710852638662,0.9495459756942661,0.9523675416901622,5,0.9923400000000001,0.0004827007354458923,0.9921,0.9919,0.993,0.9919168941503597,0.9927631058496406,5,0.9712070799874178,0.0008257519705828301,0.9711016576206543,0.9701207883026065,0.9724060187227368,0.970483276472217,0.9719308835026187,5,0.9818658373885774,0.0010579991707021662,0.9822404782015967,0.9799899789775919,0.9824771328319739,0.9809384602267726,0.9827932145503822,5,0.9420538522351334,0.001669301109332875,0.9418583622413476,0.9398478492907508,0.9444672615694709,0.9405906452990228,0.943517059171244,5,0.05118,0.0017683325479106002,0.0514,0.0483,0.053,0.04962998818069023,0.05273001181930978
Tot Bwd Pkts,"42,43,44,45,46",5,0.991853514919206,0.0006263559778900873,0.9915219189412737,0.9912035599710235,0.9926141683137418,0.9913044896976932,0.9924025401407188,5,0.95686,0.0017938784797192579,0.957,0.9542,0.959,0.9552875961841818,0.9584324038158183,5,0.9740414871952521,0.0007569855340934417,0.9742155317093018,0.9730280936113802,0.9749898332655551,0.973377960119263,0.9747050142712411,5,0.9738618393359857,0.0010395014471596747,0.974299765258632,0.9723459295196111,0.974985696205515,0.9729506761437507,0.9747730025282206,5,0.9495930336878464,0.0013696123385064942,0.9498395148432254,0.9478100287513356,0.9513118673886066,0.9483925155414911,0.9507935518342018,5,0.00786,0.0006188699378706323,0.0082,0.0071,0.0085,0.007317536581878557,0.008402463418121444
Tot Fwd Pkts,"42,43,44,45,46",5,0.9509567586922142,0.0016094932065881902,0.9507426928605655,0.9492774428174945,0.9535710852638662,0.9495459756942661,0.9523675416901622,5,0.9923400000000001,0.0004827007354458923,0.9921,0.9919,0.993,0.9919168941503597,0.9927631058496406,5,0.9712070799874178,0.0008257519705828301,0.9711016576206543,0.9701207883026065,0.9724060187227368,0.970483276472217,0.9719308835026187,5,0.9818658373885774,0.0010579991707021662,0.9822404782015967,0.9799899789775919,0.9824771328319739,0.9809384602267726,0.9827932145503822,5,0.9420538522351334,0.001669301109332875,0.9418583622413476,0.9398478492907508,0.9444672615694709,0.9405906452990228,0.943517059171244,5,0.05118,0.0017683325479106002,0.0514,0.0483,0.053,0.04962998818069023,0.05273001181930978
TotLen Bwd Pkts,"42,43,44,45,46",5,0.5051792251489106,0.004409752531461366,0.5070318282753515,0.49919089627812285,0.5091701663920046,0.5013139066305852,0.509044543667236,5,0.95686,0.0017938784797192579,0.957,0.9542,0.959,0.9552875961841818,0.9584324038158183,5,0.6612416983909104,0.0040694147499226955,0.6633464757556893,0.6559659772953321,0.6648849397799451,0.6576746990911991,0.6648086976906217,5,0.968926686942962,0.0007384254815025474,0.9685123897765636,0.9682627586925714,0.9699113645675137,0.9682794284703626,0.9695739454155614,5,0.04183680766259403,0.03557483358062483,0.05869147602269753,-0.007714080327440119,0.07294948429294469,0.010654091162182442,0.07301952416300563,5,0.9373400000000001,0.01552249979867934,0.9324,0.9233,0.9594,0.9237339290256151,0.950946070974385
TotLen Fwd Pkts,"42,43,44,45,46",5,0.10336833374351304,0.2216964966389586,0.004325085495876081,0.003625742773693222,0.4999499799919968,-0.09095721350492689,0.29769388099195293,5,0.20326,0.44511200051223065,0.0043,0.0036,0.9995,-0.1868978707725374,0.5934178707725374,5,0.13667135678359538,0.29618986670408814,0.004312506268177715,0.0036128255306337497,0.666511069618565,-0.12295050828560611,0.39629322185279686,5,0.5815834536131786,0.22811381078257734,0.4795829527280535,0.4785928808695751,0.9896438188888936,0.38163288250676264,0.7815340247195947,5,-0.7898528346830801,0.43874580996000817,-0.9857248455078504,-0.9869138613025237,-0.005001000300100035,-1.1744304934012828,-0.4052751759648774,5,0.99214,0.004281705267764256,0.9908,0.9893,0.9997,0.9883869198569708,0.9958930801430292
URG Flag Cnt,"42,43,44,45,46",5,0.5054075427732093,0.0007258062952756549,0.5050655695551556,0.5048782992708226,0.506615867785615,0.5047713455050338,0.5060437400413849,5,0.9833400000000001,0.0007536577472566844,0.9836,0.9821,0.984,0.982679389857783,0.9840006101422172,5,0.6676583014402565,0.0007452629520804515,0.6672998643147897,0.6670742061470538,0.6688644937633824,0.6670050496604466,0.6683115532200664,5,0.5053177004001769,0.0007163165845863127,0.5049748958601183,0.5047963438430728,0.5065100139010451,0.504689821230171,0.5059455795701827,5,0.06461210491532988,0.007405195062113623,0.06032607651603633,0.059365365504701874,0.07676920826489551,0.058121165253481405,0.07110304457717836,5,0.9623000000000002,0.0024515301344262327,0.9624,0.9583,0.9644,0.9601511390924494,0.9644488609075509
