category,dst_port,event,host,message,proto,severity,source,subcategory,timestamp_iso,user,end_to_end_run_id,condition,source_id,task_id,contract_id,agent_id,model,is_anomaly,anomaly_score,anomaly_rank
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,43c0da7d13f843239dc39704ad166ae7,6f2242cc6a534dea89518b857eddb3e3,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,78
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,fdc75c4533674f68babd33126607f2c8,225befc699ae40a6a27d572395aa5c16,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,79
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,a3e86fccfb044e3694a0be7eb230e303,7b69befb110a4cc9b75093265dcdcadb,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,80
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,75bba5bb2cd641ab8c49bf9bbbc71814,4e1d0a9af7604da1abfd87b71e156bd3,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,81
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,772f5f44b8554d11ae2600dde87a85f4,568a9b8478a74238ad70eb792148825c,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,82
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,d22608f91e184fdb8226c8a98fcd3178,f6f2193fec0a43f682d0084fa60b9e3a,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,83
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,5983b5ce2ca243a7af6d88fc9d98a3fe,4b4ce345f9fb459cb43be89dfac39758,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,84
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,dbc244c4cad640f1ae1ad1d8ed9fc455,22541ece4a8e4db5805d88d5d732b7b5,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,85
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,0d8af88e68d947b98854b1fbaefdea8c,5b70b954f8314b89a73171c887e2d343,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,86
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,4ba109cdaffe449cb83e1fa7110e6481,5cef407fd5e549a19a2fa2b5c096083a,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,87
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,6444cbe7c7e34f538b3e75afa306f28d,efca8528260241929880a16dde0833d0,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,88
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,29104714d0154494aaf5b6d1885f07e8,1fa2f3c016854f08ae594ee87d1d6d59,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,89
security_configuration,,19008,machine-2, , ,INFO,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,175ad26fc7424e7ebe03896547382481,0a8b46f2ce8a4e3d889afca9a71401dc,agent-security,models/isolation_forest_wazuh.joblib,1,0.005340347894149389,90
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,d7f3c6373e75453692a5803fe3507816,173e119823be45bda84e17d65bf2d9e7,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,91
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,f144ec9793e443dd8c3987367eb7196f,42cea835d7764b8ab6a5f380013c172c,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,92
security_configuration,,19008,machine-2, , ,INFO,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,440aae8c7b5f4c3c96ea9e23ddad75f4,8b76578779d343d482c17c5fdd0e35cd,agent-security,models/isolation_forest_wazuh.joblib,1,0.005340347894149389,93
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,e0eb978de59c462898e035e659fbfca7,5b52fbccaf1040fca9e59dd16f7f1986,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,94
security_configuration,,19008,machine-2, , ,INFO,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,9921cb3ec63845a6ad7669c8053cf334,502dfccf9feb436f9dc7cb4dc3def598,agent-security,models/isolation_forest_wazuh.joblib,1,0.005340347894149389,95
security_configuration,,19008,machine-2, , ,INFO,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,83b5a4fd38dd42e39c7bbd4eef8c2c60,32022b1dca534dff842bf75b869e4fc2,agent-security,models/isolation_forest_wazuh.joblib,1,0.005340347894149389,96
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,9f2b537be2994e429c90972eae3d0bd4,0c07ddfcdcb8406bb0bf913ded2cedd4,agent-security,models/isolation_forest_wazuh.joblib,1,0.0013355581097239666,97
package,,2901,machine-2,2023-10-15 21:04:31 install p7zip-full:amd64 <none> 16.02+dfsg-8, ,INFO,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,82e2deafd33a4505949a5c1da26600aa,2d6d80da1909445d94bf9d411be3e133,agent-security,models/isolation_forest_wazuh.joblib,1,0.01503682678163032,98
package,,2904,machine-2,2023-10-15 21:04:33 status half-configured p7zip-full:amd64 16.02+dfsg-8, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,3c2aa23ba7f44a218855937078b64395,343336ce959b4f1fba8886c38aaa3c9f,agent-security,models/isolation_forest_wazuh.joblib,1,0.032457067524030325,99
wazuh,,503,machine-2,ossec: Agent started: 'machine-2->any'., ,INFO,ossec,ossec,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,d11a8015e9a14f7cadc5be8d40e0638d,b5aef48c70974409ac75725e0aa189a4,agent-security,models/isolation_forest_wazuh.joblib,1,0.006485411637938254,100
wazuh,,510,machine-2,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic)., ,WARNING,rootcheck,rootcheck,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,c94280026195403fbdb8569a858e706c,c153f780cba644c7a4c4ff88d6ef7237,agent-security,models/isolation_forest_wazuh.joblib,1,0.011233357047291115,101
wazuh,,510,machine-2,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic)., ,WARNING,rootcheck,rootcheck,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,36bec13409b645e899617fdbe16508e0,e73887a321074d23a188dd1e0e2e96ca,agent-security,models/isolation_forest_wazuh.joblib,1,0.011233357047291115,102
file_integrity,,554,machine-2,"File '/tmp/apt-dpkg-install-Afqvrh/6-linux-headers-6.2.0-34-generic_6.2.0-34.34~22.04.1_amd64.deb' added
Mode: realtime
", ,WARNING,syscheck_new_entry,syscheck_new_entry,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,1b485b9d6f1f44bab885f3a5ac0fd38b,91a907cc0d6e46048efbf789ea88e684,agent-security,models/isolation_forest_wazuh.joblib,1,0.033771238737966947,103
file_integrity,,554,machine-2,"File '/tmp/apt-dpkg-install-Afqvrh/5-linux-hwe-6.2-headers-6.2.0-34_6.2.0-34.34~22.04.1_all.deb' added
Mode: realtime
", ,WARNING,syscheck_new_entry,syscheck_new_entry,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,938319376cc84eeab69beeee4d2bb9fd,b990b575247f40278ef446f96fc9299d,agent-security,models/isolation_forest_wazuh.joblib,1,0.033771238737966947,104
file_integrity,,554,machine-2,"File '/tmp/apt-dpkg-install-Afqvrh/4-linux-image-generic-hwe-22.04_6.2.0.34.34~22.04.11_amd64.deb' added
Mode: realtime
", ,WARNING,syscheck_new_entry,syscheck_new_entry,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,c6b8be61919c41e892e609d50d1ed75d,e945db34ddfa43b48f7fe167b54cd574,agent-security,models/isolation_forest_wazuh.joblib,1,0.04122620372951502,105
package,,2904,machine-2,2023-10-16 23:10:49 status half-configured libx11-6:amd64 2:1.7.5-1ubuntu0.2, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,f8848318e6554c4395a34a4f9519e4f4,f78369a6e68d4124bf6d096d9eadeca6,agent-security,models/isolation_forest_wazuh.joblib,1,0.032457067524030325,106
package,,2902,machine-2,2023-10-16 23:10:49 status installed libx11-6:amd64 2:1.7.5-1ubuntu0.3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,9928db6438be44dc86e016d8a0524d67,229f8f0978a44b43921df620f05c4b58,agent-security,models/isolation_forest_wazuh.joblib,1,0.03486707379063192,107
package,,2902,machine-2,2023-10-16 23:10:49 status installed libc-bin:amd64 2.35-0ubuntu3.1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,24f00d3b708247eda9e75ab1388d8e56,7d5d1373dce34fe2a45a8e64f962293d,agent-security,models/isolation_forest_wazuh.joblib,1,0.03524446594512698,108
package,,2902,machine-2,2023-10-16 23:10:57 status installed libwbclient0:amd64 2:4.15.13+dfsg-0ubuntu1.5, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,d7f0ba12e0be4bec9f83a4771072389d,06f7762284e4412783963d212cda120a,agent-security,models/isolation_forest_wazuh.joblib,1,0.03258082702208753,109
package,,2904,machine-2,2023-10-16 23:10:57 status half-configured samba-libs:amd64 2:4.15.13+dfsg-0ubuntu1.5, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,498ba99194b54538954e350c7290478e,63f162aecbf24c1db84d6df2cd1b55e1,agent-security,models/isolation_forest_wazuh.joblib,1,0.03241811708803255,110
package,,2902,machine-2,2023-10-16 23:10:57 status installed libsmbclient:amd64 2:4.15.13+dfsg-0ubuntu1.5, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,3ba09e3e004a4285bb384129c3b86a4a,7313435b31b94552b3b0bd714b07b7c2,agent-security,models/isolation_forest_wazuh.joblib,1,0.03258082702208753,111
package,,2904,machine-2,2023-10-16 23:10:08 status half-configured vim-common:all 2:8.2.3995-1ubuntu2.12, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,c785a2d87ab34948a53492f03bcd66d9,df0cdffd392e4b9dbbe1dc7858585ff1,agent-security,models/isolation_forest_wazuh.joblib,1,0.03264491625743393,112
package,,2902,machine-2,2023-10-16 23:10:08 status installed vim-common:all 2:8.2.3995-1ubuntu2.12, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,7b277f1675fc483e8a0c25ff630ce280,89afdaa53e334ad7b071c059337bc4b0,agent-security,models/isolation_forest_wazuh.joblib,1,0.03261978887411965,113
package,,2904,machine-2,2023-10-16 23:10:08 status half-configured vim-tiny:amd64 2:8.2.3995-1ubuntu2.12, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,16062bdb8c8145b2984dbfe73d5ba6bd,94423504741744efa915fddd31184ee4,agent-security,models/isolation_forest_wazuh.joblib,1,0.03264491625743393,114
package,,2904,machine-2,2023-10-16 23:10:10 status half-configured desktop-file-utils:amd64 0.26-1ubuntu3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,bc4a43049776499ba13bb52288963262,0c4008159e504dffb24d593370e96142,agent-security,models/isolation_forest_wazuh.joblib,1,0.03241811708803255,115
package,,2902,machine-2,2023-10-16 23:10:40 status installed libmagic1:amd64 1:5.41-3ubuntu0.1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,568795bb68484892aea50161aa2a380e,977048ad49ab46c9a496aeac757cf7b3,agent-security,models/isolation_forest_wazuh.joblib,1,0.03486707379063192,116
package,,2904,machine-2,2023-10-16 23:10:40 status half-configured libc-bin:amd64 2.35-0ubuntu3.1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,3e6a43eabb254765a314db198e17ac36,2c46ccefa3014facb8976384b99b8f2d,agent-security,models/isolation_forest_wazuh.joblib,1,0.032457067524030325,117
package,,2904,machine-2,2023-10-16 23:10:13 status half-configured gnome-menus:amd64 3.36.0-1ubuntu3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,5261f052dd29477f9b6b86d7d93b83bf,471cd7b6b92643cf801755e82a85c45e,agent-security,models/isolation_forest_wazuh.joblib,1,0.032457067524030325,118
package,,2902,machine-2,2023-10-16 23:10:13 status installed gnome-menus:amd64 3.36.0-1ubuntu3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,84f93c15915a41ae9387229fcbd0a9a0,93ea933eb93a4f84bb8e0da1f4193a8b,agent-security,models/isolation_forest_wazuh.joblib,1,0.03486707379063192,119
package,,2901,machine-2,2023-10-16 23:11:16 install linux-image-6.2.0-34-generic:amd64 <none> 6.2.0-34.34~22.04.1, ,INFO,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,840920cbeefc4961880944722ce11a39,e96d7997be2c48a093aef5ff298ba4cc,agent-security,models/isolation_forest_wazuh.joblib,1,0.012469653878885434,120
package,,2901,machine-2,2023-10-16 23:11:20 install linux-modules-extra-6.2.0-34-generic:amd64 <none> 6.2.0-34.34~22.04.1, ,INFO,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,a753bef20f3b48b6bc0a71793e56ab53,c05347498dd5459e9eae18377d3caf48,agent-security,models/isolation_forest_wazuh.joblib,1,0.011605888462040803,121
package,,2904,machine-2,2023-10-16 23:10:26 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.10, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,a003697b86df473f9329dc03e076faba,d60f545818944d2d82456bc8747d2788,agent-security,models/isolation_forest_wazuh.joblib,1,0.032457067524030325,122
package,,2902,machine-2,2023-10-16 23:10:40 status installed man-db:amd64 2.10.2-1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,ef195f76d6864eefaf5334c75a80a28e,d3e6e88889834a5ab3364d29e989c899,agent-security,models/isolation_forest_wazuh.joblib,1,0.03543325779585982,123
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/iorw.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049255', now it is '1048976'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,36cce692d6214fe58d8c8d394cf3bd55,595e81601fe046ceb87d1d583e706166,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,124
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/mdraid1x.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049258', now it is '1048979'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,5fb1f3f5190744b294688dcfe98fc44e,cf7d7d3a27c4456f87cd443cdf04c951,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,125
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/loadbios.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049263', now it is '1048984'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,f515b5407807480dac38bc0c4d2563c8,757cf10717554726b818f833bdc45e2a,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,126
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/squash4.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049265', now it is '1048986'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,30c0adad44654d57bc2558ab14ee7bbf,b5a7589a3eec4cc0b694eef158927057,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,127
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/gptsync.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049268', now it is '1048989'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,5d1783cf918f447ea74ba705baa0700a,cf521b92ed484a6bb74e84a5b76d8cb3,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,128
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/eval.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049269', now it is '1048990'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,1ab03b6803a444f28149e770d7ecbba0,2b83c050d42a46e68636e2bc0da671ba,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,129
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/core.efi' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137075', now it is '1697479755'
Old inode was: '1049452', now it is '1049454'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,1af2b5d0c0db4df78c2660003b6c0a99,00d0ba42dc814ae8890699e29629ed91,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,130
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/hashsum.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049280', now it is '1049001'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,bb146284540544d9a7a77bcf05adf4d4,0ad4d745bfd24bcab6b100d6ed120fe0,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,131
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/hfspluscomp.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049281', now it is '1049002'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,d06ff5c88dda469ebbab948fb46772d0,6160f2a14d5f48db8a576e44312368a9,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,132
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/appleldr.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049282', now it is '1049003'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,e91f97c9e34746fe8fc7d8f4d0a5c021,2f73c7a6be6842b3819f7efec178384b,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,133
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/xnu_uuid.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049284', now it is '1049005'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,923a6a954667466990dc26faad6f3540,c222332b5abb4870bdfe92765c0531c6,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,134
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/trig.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049287', now it is '1049008'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,3ff2f83c756746978246486ca530e7a3,9d9bade2f1b147c796771bdaad67c1ca,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,135
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/time.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049289', now it is '1049010'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,3a0b267e026244cf852988413956dad7,2dae2e6403f74793a119864b61334a20,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,136
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/loadenv.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049292', now it is '1049013'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,e36c3ca6f51c448d9b102bd753d88a2f,ff4e12e4ffaf4c7f9f9116d89554932a,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,137
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/ehci.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049294', now it is '1049015'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,5dddc29e478f421b946d65de2647598d,d25bb2182cb34874862a50c459e8ae79,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,138
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/gcry_crc.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049297', now it is '1049018'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,2d4bdd5a0cc8483cbb55ed3b11b1793e,04df9e6650c94c8f899a742cd60109eb,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,139
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/diskfilter.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049298', now it is '1049019'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,57f99a52533c423cb97f658c14484787,bc0a8d1df16c43219abc7ff781ad42c2,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,140
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/efinet.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049299', now it is '1049020'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,f417b7958e25493487ee6a57c441ee67,40c8b5de5d3d4facb9b45f775ceed92e,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,141
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/dm_nv.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049310', now it is '1049031'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,M,wazuh,cffbfbdc46c144848800b326cd1baf10,a68b92d90f45432ab8cf59b68cfa0fbb,agent-security,models/isolation_forest_wazuh.joblib,1,0.03030932875773229,142
