category,dst_port,event,host,message,proto,severity,source,subcategory,timestamp_iso,user,end_to_end_run_id,condition,source_id,task_id,contract_id,agent_id,model,is_anomaly,anomaly_score,anomaly_rank
wazuh,,40704,machine-1,"Oct 12 23:59:58 sohaib-virtual-machine systemd[3916]: snap.snapd-desktop-integration.snapd-desktop-integration.service: Main process exited, code=exited, status=1/FAILURE", ,WARNING,systemd,systemd,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,75a021dc36cd4ad3a8e12018db304e60,7ab4809c7394444b98a3c5e571129f49,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,71
wazuh,,40704,machine-1,"Oct 12 23:59:58 sohaib-virtual-machine systemd[2563]: xdg-permission-store.service: Main process exited, code=exited, status=1/FAILURE", ,WARNING,systemd,systemd,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,5b0e6d9c6c304e139ea695fe4d80739e,7cd02418f10942018fda4599900815d9,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,72
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,53a26895900f45a98b0fb15223557eb1,0c63a4f9bed042369e27b87d12879e11,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,73
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,6cca552ed1dc4bf687661e663d988785,3fe68643717e4525a8efb911ec01904f,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,74
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,a0490df4d6fe41c786bb6af0978610f7,27116b4cbbba464e8dc7fb6c16b7605e,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,75
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,7a46f14f13f2402ca6cf4277fbd73076,761b5794f4f54186906921d6301dec7e,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,76
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,35136334ac6d448b9d6a554b42a1f707,8cc6e65d48ff4ae4bced9843a88f8395,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,77
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,0bd2c1ac753e45a089d7ff84aeb38456,75c58d3dd4b04e1ea087a735159236e7,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,78
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,34facb09b9b340e086d1bfaa9cec2586,66d1cd9ca72343be90592edf4d0ae25d,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,79
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,ffd82d1b457d4e05b598a179d67e7ccc,27ae22ab518842448863661cfbfcc43f,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,80
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,35adc4ee962648629eebdf04f3fef604,3d00a2cfcbda4a4ebafcfcad4041a845,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,81
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,67a5ed8d02b04105821b4e170cdad0fc,2763168b20af433f8ffaa286907044c3,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,82
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,8fcc809031b242328917dd8a517aeff6,4fdbd6d376bc41458bb140b3d2681ffe,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,83
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,bf1aba1f88a74e63945fea7df593a74c,174370f89d2946aa83d803b2d116b3da,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,84
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,6d092aad304f449db2deed2aed80733b,b7e5eacba66b466eb68c42f2da473f4e,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,85
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,a6c596fe37b0436992d739d6108126d7,f563dcbbb544485ab93efdb6fbd17c23,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,86
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,c6a5cf356448420ca478f2fcad1b410b,d371dc0e651e46dcb5915a8d74a31edc,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,87
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,1a9e4d66dda44e719092749ffec67bf4,c44fdaa2ec1547c0bb093b171613ba85,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,88
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,3124959d34dd4aab913add897499dbb9,a966e9a0a11e49129292e33206c857a2,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,89
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,fb1d743f387749849827ee122dd29783,c1d576c4fdfb45ea9a95ff4b3839c067,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,90
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,84b655cf3a8e4c9087aee96678455b27,9b89a40d6e0044688418f4a343c294c4,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,91
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,340296bd600044a18c3810577ff848f9,0dae9b18bc7e425180ae1852278c4cd3,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,92
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,ba09556831d44751914e75996690bfb3,a12bd323bde645b983a87eef5b3fc779,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,93
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,512d3a7d7b2d48a69bd6ced66d0c8700,13b366b032be4e58b301acd857b93605,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,94
security_configuration,,19007,machine-2, , ,WARNING,sca,sca,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,839ce95a44b14a2ca93d858dab55f4b2,1e6c20710d5945b5b26eada2cb14aaf6,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,95
wazuh,,40704,machine-1,"Oct 15 09:09:08 sohaib-virtual-machine systemd[1158]: tracker-extract-3.service: Main process exited, code=exited, status=1/FAILURE", ,WARNING,systemd,systemd,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,c96f79ec495a4643a44f129ad2cca11e,7c5b4893b3014a6199fab277a08c44cd,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,96
linux_audit,,80711,machine-1,"type=ANOM_ABEND msg=audit(1697383030.099:336): auid=4294967295 uid=0 gid=0 ses=4294967295 subj=unconfined pid=5732 comm=""kesl"" exe=""/var/opt/kaspersky/kesl/11.3.0.7441_1696162098/opt/kaspersky/kesl/libexec/kesl"" sig=6 res=1AUID=""unset"" UID=""root"" GID=""root""", ,ERROR,auditd,auditd,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,a34536917887425996997d314989176e,0197d24821b54c44973aabb222c33f4f,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,97
package,,2904,machine-2,2023-10-15 21:04:33 status half-configured p7zip-full:amd64 16.02+dfsg-8, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,def1f919f2bf40e29d207ff63ded7f15,84cc553695eb4a08b105f9a9374fbf90,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,98
wazuh,,510,machine-1,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic)., ,WARNING,rootcheck,rootcheck,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,8718a2ff33f646238f2ec0aa0072f0b0,ee900a3fabbe47cbb69a9a4a1ef6865c,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,99
wazuh,,510,machine-2,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic)., ,WARNING,rootcheck,rootcheck,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,d0d25ebb9ce043ae9269bb58b843f8c5,3d74213bfbbc44bf87af2f8030aba929,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,100
wazuh,,510,machine-2,Trojaned version of file '/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic)., ,WARNING,rootcheck,rootcheck,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,d63a983ea4e043d59df4fc566c52d097,9df07e7dc84e4cef9a0e0c15a5d294c0,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,101
file_integrity,,554,machine-2,"File '/tmp/apt-dpkg-install-Afqvrh/6-linux-headers-6.2.0-34-generic_6.2.0-34.34~22.04.1_amd64.deb' added
Mode: realtime
", ,WARNING,syscheck_new_entry,syscheck_new_entry,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,07f75f5f205847f589d9a472dc3cd7d0,c037751ff31d4a23a74a326fc08d6681,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,102
file_integrity,,554,machine-2,"File '/tmp/apt-dpkg-install-Afqvrh/5-linux-hwe-6.2-headers-6.2.0-34_6.2.0-34.34~22.04.1_all.deb' added
Mode: realtime
", ,WARNING,syscheck_new_entry,syscheck_new_entry,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,42dcb2d9506f4a71b9df42b66925eae4,48e3032c9ee0426cb79622a94c5ed614,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,103
file_integrity,,554,machine-2,"File '/tmp/apt-dpkg-install-Afqvrh/4-linux-image-generic-hwe-22.04_6.2.0.34.34~22.04.11_amd64.deb' added
Mode: realtime
", ,WARNING,syscheck_new_entry,syscheck_new_entry,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,c6b80245af1c48f081c8037ad342833f,b3748110fccc4c9580bad4937756235a,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,104
package,,2904,machine-2,2023-10-16 23:10:49 status half-configured libx11-6:amd64 2:1.7.5-1ubuntu0.2, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,49613c21e1a44bb9bf639dde8bb11183,2e834602ff35437989f715fd4baf2a82,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,105
package,,2902,machine-2,2023-10-16 23:10:49 status installed libx11-6:amd64 2:1.7.5-1ubuntu0.3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,a8097bcd99af4db2b8523892c82b1089,3dc3a5dc18f44e6d884da9d72ea3d69f,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,106
package,,2902,machine-2,2023-10-16 23:10:49 status installed libc-bin:amd64 2.35-0ubuntu3.1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,cdbbec829b334d6589ff3de695a047b7,8d4a1d8246404b74b2cebcb4dda769f4,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,107
package,,2902,machine-2,2023-10-16 23:10:57 status installed libwbclient0:amd64 2:4.15.13+dfsg-0ubuntu1.5, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,fe8bee6a328e4e0e944485ef51a80a9f,7d0716c5e1a84dacaa3740394b287721,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,108
package,,2904,machine-2,2023-10-16 23:10:57 status half-configured samba-libs:amd64 2:4.15.13+dfsg-0ubuntu1.5, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,6c6234b496db43e99aa9d6ef99b5fc74,3618e486594048afa127d8a870404a0d,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,109
package,,2902,machine-2,2023-10-16 23:10:57 status installed libsmbclient:amd64 2:4.15.13+dfsg-0ubuntu1.5, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,faa264e97d7c4c378d4ceb40d210cc5b,b51fda262109456e9ae6fcedf4076cb6,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,110
package,,2904,machine-2,2023-10-16 23:10:08 status half-configured vim-common:all 2:8.2.3995-1ubuntu2.12, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,89a0081c3f3c40db880e13194905e6e8,97a14a811163479686f8b11fc61a3130,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,111
package,,2902,machine-2,2023-10-16 23:10:08 status installed vim-common:all 2:8.2.3995-1ubuntu2.12, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,3ca7da30daf04609b0acc5f57deba895,022e9d230af64952821a2c0256636245,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,112
package,,2904,machine-2,2023-10-16 23:10:08 status half-configured vim-tiny:amd64 2:8.2.3995-1ubuntu2.12, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,231f71bd7803482a9c9307e7a4da34f3,19773af58dd24d7280a09262717ecbec,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,113
package,,2904,machine-2,2023-10-16 23:10:10 status half-configured desktop-file-utils:amd64 0.26-1ubuntu3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,cf2b6ce9bc6545b2926fd2552b8a6d28,e685ca91dae94918a5d8cb8e303dc9c7,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,114
package,,2902,machine-2,2023-10-16 23:10:40 status installed libmagic1:amd64 1:5.41-3ubuntu0.1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,1b18b8ee3a584ae7b4f3e4ba87025665,16d5dfad01ca4ee29fa3fcb85e44fe8e,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,115
package,,2904,machine-2,2023-10-16 23:10:40 status half-configured libc-bin:amd64 2.35-0ubuntu3.1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,567e642a940845c9afcd22c75281d54c,6332721cd1df48249ab79b0b3252ccae,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,116
package,,2904,machine-2,2023-10-16 23:10:13 status half-configured gnome-menus:amd64 3.36.0-1ubuntu3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,453bafadf8ff4789a96cbc8e4ea1ecb4,b0b692a6ab7a4fe58d02ea0421c8d244,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,117
package,,2902,machine-2,2023-10-16 23:10:13 status installed gnome-menus:amd64 3.36.0-1ubuntu3, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,3d5489dd39bd4fcaa386153a1fe6360d,fcb5de11f1d74627ae778ba15b71eb21,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,118
package,,2904,machine-2,2023-10-16 23:10:26 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.10, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,744bfae4488c4bf4b5ebf7c0acc26e6f,aba500972ccd49618127402943415be9,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,119
package,,2902,machine-2,2023-10-16 23:10:40 status installed man-db:amd64 2.10.2-1, ,WARNING,dpkg-decoder,dpkg-decoder,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,4596d6c69c2944e588c173d0afceb214,3a3344a2494545c98aca43b9308a20f7,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,120
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/iorw.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049255', now it is '1048976'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,bba835e8c5ce4b17805863c8bdd834b1,b78ff63052bf4617aa7deb0d5c49c25f,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,121
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/mdraid1x.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049258', now it is '1048979'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,3a00d7072ccb4d46b5dd31c171ce7091,e83e5adaf79e42f79c12b9a6dba263ff,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,122
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/loadbios.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049263', now it is '1048984'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,3b4014136abd43389b627caacbb527cd,bb4688850b0c4ccab0365a5bcc3eb392,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,123
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/squash4.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049265', now it is '1048986'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,cbe3fb6a97a74c6eaa845ff3e3777400,3e2ecb5f27154a1d8161cb65071e9b65,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,124
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/gptsync.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049268', now it is '1048989'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,669054b0c5044e56bcc648b8b1c24f74,d48e4848b5074a55b8596f1f9555a62c,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,125
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/eval.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049269', now it is '1048990'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,04ce72da773742ee9aed72072bcfab96,5e325a316fa64bd29a8cf3651e629447,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,126
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/core.efi' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137075', now it is '1697479755'
Old inode was: '1049452', now it is '1049454'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,d102e72ce2474f71b4bfc8b37debc970,8a77d15437ae445187d0109f0615ce8f,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,127
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/hashsum.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049280', now it is '1049001'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,5f98e42cb4c84b5496bc0f010edf1a29,89926e381d96437f8385cc8f83c64a4b,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,128
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/hfspluscomp.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049281', now it is '1049002'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,1d20dd182c2d4d6d99ed4ff325a4638b,15e7807a32b746c7a35a4017c0435a65,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,129
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/appleldr.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049282', now it is '1049003'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,3e084211b4e94141bc21ba98223191a6,92787703a5434075b0344bf506d6bca3,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,130
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/xnu_uuid.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049284', now it is '1049005'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,7390b5dfefb14813b7086d060ad8dc58,de0c63d2ca014e899052cf1505d3ae7e,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,131
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/trig.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049287', now it is '1049008'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,d863ccb44eaf4bfe83a954339396cf89,a42ba76a9e9245d2add1880a85e4b936,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,132
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/time.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049289', now it is '1049010'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,138b9b890808444ba43acc105e167d85,1f567f50d7fa49af9c40337d872f3e05,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,133
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/loadenv.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049292', now it is '1049013'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,461b69b3db8b490e9506f037d46913f2,4b0e16d1a8bd4e2c9308fca0bf2d1f45,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,134
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/ehci.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049294', now it is '1049015'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,a86f9a24e278427a9132343110b33e31,b592f430d11a4c1c876737beb672a440,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,135
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/gcry_crc.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049297', now it is '1049018'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,c4ae96b559f64558a8da26dd4a1385b8,dc1588e6ff2d47b9a4ef1dad57203f8e,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,136
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/diskfilter.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049298', now it is '1049019'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,c0eeeb516bc34f4790f623c78288225a,91ecbaf2cc1b468a80ef18469afd28be,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,137
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/efinet.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049299', now it is '1049020'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,53c44b216a254757a24c427f523e98ff,4481d76dd3c74643afa61424f4ccb775,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,138
file_integrity,,550,machine-2,"File '/boot/grub/x86_64-efi/dm_nv.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049310', now it is '1049031'
", ,WARNING,syscheck_integrity_changed,syscheck_integrity_changed,, ,multisource_cnp_model_inference_20260911T003432Z,H,wazuh,69ef81ec341f4ddea30013b20755bae6,1d1c092d9d4a48d48ec19e555975c654,agent-security,e2e_lightweight_candidate_rule_v1,1,0.65,139
