dataset,subtype,lineno,timestamp_iso,severity,event,source,component,host,message
bgl,bgl,181,2005-06-03T15:43:35.283745+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,182,2005-06-03T15:43:35.454223+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,183,2005-06-03T15:43:35.595507+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,184,2005-06-03T15:43:36.262863+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,185,2005-06-03T15:43:36.419517+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,186,2005-06-03T15:43:36.571249+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,187,2005-06-03T15:43:38.248148+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,188,2005-06-03T15:43:38.396600+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,189,2005-06-03T15:43:38.543516+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,190,2005-06-03T15:43:38.714249+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,191,2005-06-03T15:43:38.849173+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,192,2005-06-03T15:43:39.028314+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,193,2005-06-03T15:43:39.185367+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,194,2005-06-03T15:43:39.317778+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,195,2005-06-03T15:43:41.015557+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,196,2005-06-03T15:43:41.161461+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,197,2005-06-03T15:43:41.305300+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,198,2005-06-03T15:43:41.441143+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,199,2005-06-03T15:43:41.590565+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
bgl,bgl,200,2005-06-03T15:43:41.739318+00:00,INFO,-,KERNEL,KERNEL,R02-M1-N0-C:J12-U11,instruction cache parity error corrected
