dataset,subtype,lineno,timestamp_iso,severity,event,source,component,message
hdfs,hdfs,119,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,Received block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010 of size 91178
hdfs,hdfs,120,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.127.243
hdfs,hdfs,121,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.30.6
hdfs,hdfs,122,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.19.16
hdfs,hdfs,123,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.214.225
hdfs,hdfs,124,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.192
hdfs,hdfs,125,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.17.177
hdfs,hdfs,126,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.71.16
hdfs,hdfs,127,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.31.242
hdfs,hdfs,128,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.17.225
hdfs,hdfs,129,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.85
hdfs,hdfs,130,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.66.63
hdfs,hdfs,131,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.66.3
hdfs,hdfs,132,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.126.227
hdfs,hdfs,133,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.16
hdfs,hdfs,134,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.126.5
hdfs,hdfs,135,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.126.227
hdfs,hdfs,136,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.43.115
hdfs,hdfs,137,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.31.242
hdfs,hdfs,138,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.84
hdfs,hdfs,139,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.101
hdfs,hdfs,140,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.43.115
hdfs,hdfs,141,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.85
hdfs,hdfs,142,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.6
hdfs,hdfs,143,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.225
hdfs,hdfs,144,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.3
hdfs,hdfs,145,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.174
hdfs,hdfs,146,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.16
hdfs,hdfs,147,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.202.181
hdfs,hdfs,148,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.180
hdfs,hdfs,149,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.113
hdfs,hdfs,150,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.215.192
hdfs,hdfs,151,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.43.210
hdfs,hdfs,152,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.192
hdfs,hdfs,153,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.70
hdfs,hdfs,154,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.211
hdfs,hdfs,155,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.66.102
hdfs,hdfs,156,2008-11-09T20:35:28+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.43.147
hdfs,hdfs,157,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.FSNamesystem,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_-1608999687919862906 size 91178
hdfs,hdfs,158,2008-11-09T20:35:28+00:00,INFO,blk_-1608999687919862906,dfs.FSNamesystem,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-1608999687919862906 size 91178
hdfs,hdfs,159,2008-11-09T20:35:29+00:00,INFO,blk_7854771516489510256,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,Receiving block blk_7854771516489510256 src: /10.251.215.16:53860 dest: /10.251.215.16:50010
hdfs,hdfs,160,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.31.180
hdfs,hdfs,161,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.67.113
hdfs,hdfs,162,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.215.192
hdfs,hdfs,163,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.31.160
hdfs,hdfs,164,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.67.225
hdfs,hdfs,165,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.42.9
hdfs,hdfs,166,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.66.192
hdfs,hdfs,167,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.43.147
hdfs,hdfs,168,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.65.237
hdfs,hdfs,169,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.199.225
hdfs,hdfs,170,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.214.18
hdfs,hdfs,171,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.201.204
hdfs,hdfs,172,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.75.49
hdfs,hdfs,173,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.203.246
hdfs,hdfs,174,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.67.211
hdfs,hdfs,175,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.75.163
hdfs,hdfs,176,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.227
hdfs,hdfs,177,2008-11-09T20:35:29+00:00,INFO,blk_7854771516489510256,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,Receiving block blk_7854771516489510256 src: /10.251.215.16:50963 dest: /10.251.215.16:50010
hdfs,hdfs,178,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.194.245
hdfs,hdfs,179,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.203.166
hdfs,hdfs,180,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.73.220
hdfs,hdfs,181,2008-11-09T20:35:29+00:00,INFO,blk_-1608999687919862906,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.195.33
hdfs,hdfs,182,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.67.225
hdfs,hdfs,183,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.246
hdfs,hdfs,184,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.75.228
hdfs,hdfs,185,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.195.33
hdfs,hdfs,186,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.245
hdfs,hdfs,187,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.207
hdfs,hdfs,188,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.111.130
hdfs,hdfs,189,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.237
hdfs,hdfs,190,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.42.9
hdfs,hdfs,191,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.227
hdfs,hdfs,192,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.75.49
hdfs,hdfs,193,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.4
hdfs,hdfs,194,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.18
hdfs,hdfs,195,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.42.191
hdfs,hdfs,196,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.75.163
hdfs,hdfs,197,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.75.143
hdfs,hdfs,198,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.73.220
hdfs,hdfs,199,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.214.32
hdfs,hdfs,200,2008-11-09T20:35:29+00:00,INFO,blk_-3544583377289625738,dfs.DataNode$DataXceiver,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.130
