architecture,architecture_label,ci95_high,ci95_low,ci_method,load,max,mean,median,metric,min,n,std
D,autonomous_memory_on,0.913927,0.885103,normal_approximation_1.96,500,0.955241,0.899515,0.888889,jain_fairness,0.888889,10,0.023252
D,autonomous_memory_on,500.0,500.0,normal_approximation_1.96,500,500.0,500.0,500.0,successful_tasks,500.0,10,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
D,autonomous_memory_on,1.160081,0.927213,normal_approximation_1.96,1000,1.450976,1.043647,1.04516,duration_sec,0.806976,10,0.187856
D,autonomous_memory_on,1085.490759,882.824139,normal_approximation_1.96,1000,1239.193459,984.157449,956.868017,throughput_tasks_sec,689.191228,10,163.491869
D,autonomous_memory_on,1.249627,0.814573,normal_approximation_1.96,1000,1.788677,1.0321,0.999081,latency_mean_ms,0.664213,10,0.35096
D,autonomous_memory_on,0.679311,0.558889,normal_approximation_1.96,1000,0.849,0.6191,0.5995,latency_median_ms,0.538,10,0.097145
D,autonomous_memory_on,3.31328,1.07172,normal_approximation_1.96,1000,7.2525,2.1925,1.60535,latency_p95_ms,1.26915,10,1.808275
D,autonomous_memory_on,13.257485,1.404967,normal_approximation_1.96,1000,28.45809,7.331226,2.845275,latency_p99_ms,1.75544,10,9.561467
D,autonomous_memory_on,1.143221,0.916154,normal_approximation_1.96,1000,1.40625,1.029688,1.0,cpu_time_sec,0.78125,10,0.183175
D,autonomous_memory_on,100.761429,96.66988,normal_approximation_1.96,1000,103.885753,98.715654,99.057435,cpu_core_equivalent_percent,92.018327,10,3.300666
D,autonomous_memory_on,12.595178,12.083735,normal_approximation_1.96,1000,12.985719,12.339457,12.382179,cpu_machine_normalized_percent,11.502291,10,0.412583
D,autonomous_memory_on,200.457902,199.976473,normal_approximation_1.96,1000,200.417969,200.217187,200.339844,rss_peak_mb,199.121094,10,0.388371
D,autonomous_memory_on,10.0,10.0,normal_approximation_1.96,1000,10.0,10.0,10.0,messages_per_task,10.0,10,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,reassignments,0.0,10,0.0
D,autonomous_memory_on,0.889239,0.888776,normal_approximation_1.96,1000,0.890071,0.889007,0.888889,jain_fairness,0.888889,10,0.000374
D,autonomous_memory_on,1000.0,1000.0,normal_approximation_1.96,1000,1000.0,1000.0,1000.0,successful_tasks,1000.0,10,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
D,autonomous_memory_on,4.313694,4.119298,normal_approximation_1.96,5000,4.428681,4.216496,4.210602,duration_sec,3.938124,10,0.15682
D,autonomous_memory_on,1215.131644,1159.507548,normal_approximation_1.96,5000,1269.640127,1187.319596,1187.502958,throughput_tasks_sec,1129.004324,10,44.872153
D,autonomous_memory_on,0.82518,0.737109,normal_approximation_1.96,5000,0.88751,0.781144,0.77777,latency_mean_ms,0.671246,10,0.071047
D,autonomous_memory_on,0.530295,0.518405,normal_approximation_1.96,5000,0.541,0.52435,0.526,latency_median_ms,0.506,10,0.009592
D,autonomous_memory_on,1.28539,1.24272,normal_approximation_1.96,5000,1.302,1.264055,1.27305,latency_p95_ms,1.193,10,0.034422
D,autonomous_memory_on,2.39603,1.704332,normal_approximation_1.96,5000,3.38752,2.050181,1.80902,latency_p99_ms,1.60202,10,0.557995
D,autonomous_memory_on,4.348772,4.138728,normal_approximation_1.96,5000,4.46875,4.24375,4.25,cpu_time_sec,3.953125,10,0.169443
D,autonomous_memory_on,101.655575,99.641279,normal_approximation_1.96,5000,104.543728,100.648427,100.407353,cpu_core_equivalent_percent,98.857008,10,1.624939
D,autonomous_memory_on,12.706947,12.45516,normal_approximation_1.96,5000,13.067966,12.581053,12.550919,cpu_machine_normalized_percent,12.357126,10,0.203117
D,autonomous_memory_on,293.39077,292.40298,normal_approximation_1.96,5000,293.730469,292.896875,292.94336,rss_peak_mb,291.375,10,0.796854
D,autonomous_memory_on,10.00048,9.99852,normal_approximation_1.96,5000,10.0,9.9995,10.0,messages_per_task,9.995,10,0.001581
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,reassignments,0.0,10,0.0
D,autonomous_memory_on,0.88889,0.888885,normal_approximation_1.96,5000,0.888889,0.888888,0.888889,jain_fairness,0.888874,10,5e-06
D,autonomous_memory_on,5000.0,5000.0,normal_approximation_1.96,5000,5000.0,5000.0,5000.0,successful_tasks,5000.0,10,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
