timestamp,source_ip,server,username,service,attempts,status,port,protocol,comment,anomaly_label,hour,weekday
2025-03-25T08:12:29.759323,115.21.232.8,web-sgp-02,admin,sudo,1,Success,22,SSH2,User admin success login via sudo,normal,8,1
2024-05-10T16:12:39.757899,69.122.206.143,vpn-thr-02,www-data,login,3,Failed,80,TELNET,User www-data failed login via login,normal,16,4
2026-03-06T09:26:49.761719,61.42.234.127,vpn-thr-02,admin,login,5,Failed,80,RDP,User admin failed login via login,normal,9,4
2026-07-28T11:22:38.144502,120.90.213.127,vpn-thr-02,admin,ssh,1,Success,22,TELNET,User admin success login via ssh,normal,11,1
2025-02-04T18:59:30.107397,97.156.235.199,db-ber-01,miguelclark,ssh,1,Success,80,TELNET,User miguelclark success login via ssh,normal,18,1
2024-01-02T20:44:54.002642,185.164.108.170,web-sgp-02,admin,sudo,4,Failed,22,TELNET,User admin failed login via sudo,normal,20,1
2024-03-31T20:36:45.501943,216.38.1.15,srv-tok-03,ec2-user,ssh,1,Success,80,N/A,User ec2-user success login via ssh,normal,20,6
2024-12-04T20:14:47.891534,215.173.196.204,srv-nyc-01,admin,sudo,1,Failed,22,SSH2,User admin failed login via sudo,normal,20,2
2023-01-14T10:39:51.866729,30.5.185.17,srv-ldn-02,torresandrea,login,4,Failed,22,TELNET,User torresandrea failed login via login,normal,10,5
2024-12-21T15:06:44.836973,18.189.93.58,srv-ldn-02,starkrobert,login,1,Failed,22,N/A,User starkrobert failed login via login,normal,15,5
2023-08-13T13:00:01.946077,214.212.183.192,srv-ldn-02,allenmargaret,cron,1,Success,22,TELNET,User allenmargaret success login via cron,normal,13,6
2024-10-05T08:01:03.914654,91.82.233.167,backup-prk-01,ubuntu,cron,1,Failed,2222,TELNET,Login from unusual server backup-prk-01,geo_anomaly,8,5
2023-12-31T14:28:32.997349,116.118.196.135,vpn-thr-02,lwilliams,cron,2,Failed,443,RDP,User lwilliams failed login via cron,normal,14,6
2026-09-26T07:30:34.312151,59.212.122.158,monitor-car-01,admin,sudo,1,Success,22,N/A,Login from unusual server monitor-car-01,geo_anomaly,7,5
2023-06-06T15:16:46.604268,214.112.27.159,web-sgp-02,nginx,login,1,Success,22,TELNET,User nginx success login via login,normal,15,1
2025-11-04T03:49:15.103245,190.201.86.162,vpn-thr-02,ec2-user,ssh,1,Success,22,N/A,User ec2-user success login via ssh,normal,3,1
2025-02-21T19:13:21.050623,121.218.179.154,web-sgp-02,www-data,cron,3,Failed,443,N/A,User www-data failed login via cron,normal,19,4
2023-01-25T04:12:25.903023,134.84.99.225,proxy-mow-01,root,su,3,Failed,22,RDP,User root failed login via su,normal,4,2
2023-09-09T23:04:09.599512,45.244.197.169,web-sgp-02,www-data,ssh,1,Success,2222,N/A,User www-data success login via ssh,normal,23,5
2024-02-20T10:52:36.190425,176.52.192.19,srv-nyc-01,ubuntu,su,1,Failed,443,TELNET,User ubuntu failed login via su,normal,10,1
2025-12-19T04:55:52.698955,8.203.220.1,srv-tok-03,ec2-user,sudo,3,Failed,22,N/A,User ec2-user failed login via sudo,normal,4,4
2023-06-27T19:39:28.633667,135.145.80.144,web-sgp-02,ec2-user,ssh,1,Failed,22,N/A,User ec2-user failed login via ssh,normal,19,1
2026-11-18T21:04:34.350350,1.117.137.61,srv-ldn-02,ec2-user,login,3,Failed,22,SSH2,User ec2-user failed login via login,normal,21,2
2025-09-12T07:52:08.173789,146.15.6.147,backup-prk-01,ubuntu,ssh,1,Success,22,SSH2,User ubuntu success login via ssh,normal,7,4
2023-04-05T14:08:34.423981,52.242.163.1,backup-prk-01,jodivalenzuela,login,1,Success,443,RDP,User jodivalenzuela success login via login,normal,14,2
2023-12-08T01:27:18.880048,146.91.112.158,db-ber-01,ubuntu,sudo,3,Failed,2222,N/A,User ubuntu failed login via sudo,normal,1,4
2025-04-29T19:23:46.838777,64.253.238.129,proxy-mow-01,ec2-user,ssh,2,Failed,22,N/A,User ec2-user failed login via ssh,normal,19,1
2025-03-18T13:25:18.708639,33.158.74.209,db-ber-01,www-data,cron,1,Failed,22,N/A,User www-data failed login via cron,normal,13,1
2023-09-16T01:50:29.893658,199.69.106.215,backup-prk-01,nginx,login,1,Failed,28927,SSH2,Port scan detected from 199.69.106.215 on port 28927,port_scan,1,5
2026-01-21T23:01:23.370028,191.229.69.204,proxy-mow-01,root,sudo,1,Failed,22,N/A,User root failed login via sudo,normal,23,2
2023-12-08T04:28:57.698218,40.123.140.11,srv-ldn-02,joeanderson,sudo,1,Failed,80,TELNET,User joeanderson failed login via sudo,normal,4,4
2025-07-07T07:47:13.511198,211.116.217.140,proxy-mow-01,ubuntu,su,1,Success,80,N/A,User ubuntu success login via su,normal,7,0
2024-10-27T04:19:32.406028,78.21.175.140,monitor-car-01,foxmichael,cron,1,Success,22,TELNET,User foxmichael success login via cron,normal,4,6
2026-10-23T20:32:19.882068,26.11.211.147,proxy-mow-01,donnasimpson,login,1,Failed,53029,N/A,Port scan detected from 26.11.211.147 on port 53029,port_scan,20,4
2025-10-23T23:47:47.707344,174.85.117.144,web-sgp-02,greencassandra,sudo,1,Failed,22,TELNET,User greencassandra failed login via sudo,normal,23,3
2023-02-25T21:36:24.503543,183.252.203.242,web-sgp-02,nacevedo,login,5,Failed,22,N/A,User nacevedo failed login via login,normal,21,5
2024-05-17T11:46:35.916983,104.69.137.44,srv-tok-03,michelle34,cron,2,Success,22,SSH2,User michelle34 success login via cron,normal,11,4
2024-05-30T23:49:17.585686,17.246.91.195,monitor-car-01,ashley02,ssh,1,Success,2222,SSH2,User ashley02 success login via ssh,normal,23,3
2026-10-12T11:31:38.628040,35.254.116.198,srv-nyc-01,allenalexander,ssh,3,Failed,22,RDP,User allenalexander failed login via ssh,normal,11,0
2026-07-26T22:42:35.449595,118.246.162.25,db-ber-01,teresa62,login,2,Failed,22,TELNET,User teresa62 failed login via login,normal,22,6
2024-04-25T01:36:50.503490,197.162.112.21,proxy-mow-01,michaelthompson,sudo,3,Failed,22,SSH2,User michaelthompson failed login via sudo,normal,1,3
2024-07-12T16:41:47.409280,48.225.33.131,db-ber-01,root,login,1,Failed,22,RDP,User root failed login via login,normal,16,4
2025-02-18T05:02:36.836540,167.103.3.131,backup-prk-01,ubuntu,ssh,3,Failed,80,TELNET,User ubuntu failed login via ssh,normal,5,1
2026-01-13T06:22:26.982985,1.62.196.213,proxy-mow-01,www-data,ssh,3,Failed,22,RDP,User www-data failed login via ssh,normal,6,1
2024-08-20T01:02:25.657750,32.50.244.196,monitor-car-01,root,sudo,1,Success,22,TELNET,User root success login via sudo,normal,1,1
2026-05-11T11:25:15.625777,133.24.241.126,db-ber-01,christystanley,cron,1,Failed,80,SSH2,User christystanley failed login via cron,normal,11,0
2026-10-13T02:22:21.439301,202.86.114.184,monitor-car-01,john23,su,1,Failed,7386,N/A,Port scan detected from 202.86.114.184 on port 7386,port_scan,2,1
2025-12-20T12:07:22.921124,170.172.90.180,srv-nyc-01,admin,ssh,1,Failed,2222,N/A,User admin failed login via ssh,normal,12,5
2025-11-13T23:27:35.233622,38.162.87.24,srv-ldn-02,nginx,su,1,Failed,22,N/A,User nginx failed login via su,normal,23,3
2025-06-24T22:40:35.270041,20.205.97.166,web-sgp-02,root,cron,1,Success,2222,RDP,User root success login via cron,normal,22,1
2025-06-16T19:23:46.648656,85.198.169.61,web-sgp-02,root,login,1,Success,22,SSH2,User root success login via login,normal,19,0
2026-03-22T14:32:55.488677,176.223.95.108,backup-prk-01,ubuntu,cron,1,Success,22,N/A,User ubuntu success login via cron,normal,14,6
2025-07-02T14:46:35.245459,223.226.14.200,web-sgp-02,admin,login,1,Failed,2222,RDP,User admin failed login via login,normal,14,2
2023-05-11T20:15:39.354581,41.166.219.14,srv-nyc-01,root,sudo,1,Success,2222,RDP,User root success login via sudo,normal,20,3
2024-10-30T20:24:47.669488,10.152.183.229,vpn-thr-02,ec2-user,cron,1,Success,22,SSH2,User ec2-user success login via cron,normal,20,2
2025-12-09T19:54:36.106319,49.69.13.245,monitor-car-01,ubuntu,login,2,Failed,80,TELNET,User ubuntu failed login via login,normal,19,1
2026-03-18T20:28:14.539904,204.30.71.8,vpn-thr-02,nginx,sudo,5,Failed,2222,TELNET,User nginx failed login via sudo,normal,20,2
2024-03-29T17:10:38.927700,223.1.95.87,srv-nyc-01,root,login,4,Success,2222,SSH2,User root success login via login,normal,17,4
2024-01-19T04:07:42.557741,157.45.193.135,db-ber-01,mejiaashley,login,1,Success,22,RDP,User mejiaashley success login via login,normal,4,4
2024-07-30T19:05:13.202980,86.46.130.252,srv-nyc-01,nginx,sudo,1,Success,22,RDP,User nginx success login via sudo,normal,19,1
2024-12-25T04:00:59.301291,66.49.137.170,backup-prk-01,admin,cron,2,Failed,2222,TELNET,User admin failed login via cron,normal,4,2
2026-12-23T14:42:50.936644,186.227.147.175,db-ber-01,erin94,cron,1,Failed,443,N/A,User erin94 failed login via cron,normal,14,2
2024-07-17T15:57:15.629432,174.1.76.71,db-ber-01,ubuntu,cron,1,Failed,22,RDP,User ubuntu failed login via cron,normal,15,2
2026-03-21T00:10:20.217318,205.240.240.178,web-sgp-02,darrenholden,login,1,Success,22,N/A,User darrenholden success login via login,normal,0,5
2026-05-20T11:25:36.733587,172.104.248.83,srv-nyc-01,francisco25,su,1,Success,22,TELNET,User francisco25 success login via su,normal,11,2
2025-04-04T17:01:18.705885,201.115.232.226,web-sgp-02,nginx,su,1,Success,22,RDP,User nginx success login via su,normal,17,4
2026-02-16T20:47:59.151826,138.225.220.119,backup-prk-01,connie57,cron,1,Success,22,N/A,User connie57 success login via cron,normal,20,0
2024-10-07T03:47:09.585288,32.152.169.106,vpn-thr-02,kramerashley,login,2,Failed,80,N/A,User kramerashley failed login via login,normal,3,0
2026-10-16T23:14:05.332872,24.62.64.11,srv-nyc-01,ec2-user,cron,1,Success,80,RDP,User ec2-user success login via cron,normal,23,4
2025-12-27T00:45:34.402118,99.100.26.203,backup-prk-01,ec2-user,sudo,1,Success,2222,N/A,User ec2-user success login via sudo,normal,0,5
2024-02-11T21:54:02.717758,173.91.222.244,srv-ldn-02,root,login,1,Success,2222,RDP,User root success login via login,normal,21,6
2023-04-03T09:34:30.917233,135.11.30.141,vpn-thr-02,ec2-user,login,2,Failed,80,TELNET,User ec2-user failed login via login,normal,9,0
2024-03-30T15:22:40.384685,81.242.189.222,srv-tok-03,rfischer,sudo,1,Success,443,RDP,User rfischer success login via sudo,normal,15,5
2026-12-16T12:45:55.278207,99.116.29.61,srv-ldn-02,amanda85,login,3,Failed,22,RDP,User amanda85 failed login via login,normal,12,2
2023-08-15T18:52:08.246376,152.149.211.22,srv-ldn-02,meganbrady,su,2,Failed,80,SSH2,User meganbrady failed login via su,normal,18,1
2024-06-10T23:23:25.885411,201.165.132.2,vpn-thr-02,root,ssh,2,Failed,22,RDP,User root failed login via ssh,normal,23,0
2025-07-18T12:45:12.820939,163.167.32.23,srv-nyc-01,www-data,ssh,2,Failed,22,SSH2,User www-data failed login via ssh,normal,12,4
2026-08-06T17:29:35.104107,42.37.34.211,srv-nyc-01,ec2-user,ssh,1,Success,22,RDP,User ec2-user success login via ssh,normal,17,3
2025-09-20T04:14:20.434617,159.206.173.247,vpn-thr-02,ec2-user,su,1,Success,22,TELNET,User ec2-user success login via su,normal,4,5
2023-01-28T22:43:01.701585,183.191.29.221,db-ber-01,www-data,sudo,1,Success,22,SSH2,User www-data success login via sudo,normal,22,5
2024-02-05T17:31:18.623254,207.92.31.128,monitor-car-01,www-data,login,2,Failed,2222,SSH2,User www-data failed login via login,normal,17,0
2025-11-08T04:06:26.443552,211.54.167.111,srv-nyc-01,berryjoel,su,1,Success,2222,SSH2,User berryjoel success login via su,normal,4,5
2026-09-16T20:38:17.836265,145.102.9.18,srv-tok-03,frankmclean,su,4,Failed,2222,SSH2,User frankmclean failed login via su,normal,20,2
2024-01-04T22:06:10.735147,219.101.176.57,srv-ldn-02,ubuntu,sudo,4,Failed,2222,SSH2,User ubuntu failed login via sudo,normal,22,3
2023-01-17T00:22:16.039610,118.93.202.198,srv-tok-03,christopher07,sudo,1,Success,22,RDP,User christopher07 success login via sudo,normal,0,1
2024-07-18T11:20:28.086086,188.116.213.93,db-ber-01,nginx,ssh,3,Failed,443,TELNET,User nginx failed login via ssh,normal,11,3
2025-10-14T18:21:14.967465,175.184.246.4,backup-prk-01,nginx,sudo,1,Success,22,SSH2,User nginx success login via sudo,normal,18,1
2025-11-03T07:29:02.959322,33.142.38.244,web-sgp-02,maria29,sudo,1,Success,22,N/A,User maria29 success login via sudo,normal,7,0
2024-08-04T05:10:06.250244,212.84.180.132,srv-nyc-01,nginx,cron,1,Failed,2222,SSH2,User nginx failed login via cron,normal,5,6
2023-03-02T17:10:56.005002,1.177.226.217,backup-prk-01,root,su,1,Failed,22,SSH2,User root failed login via su,normal,17,3
2025-09-07T05:43:40.099338,26.16.165.233,backup-prk-01,adam31,login,1,Failed,80,N/A,User adam31 failed login via login,normal,5,6
2026-12-08T02:18:26.226367,184.205.122.13,monitor-car-01,edwardsrebecca,sudo,1,Failed,443,SSH2,User edwardsrebecca failed login via sudo,normal,2,1
2023-08-04T08:01:57.189448,209.234.70.195,web-sgp-02,mlambert,su,4,Failed,22,TELNET,User mlambert failed login via su,normal,8,4
2023-08-26T20:25:45.596375,223.99.121.109,web-sgp-02,nginx,su,3,Failed,22,RDP,User nginx failed login via su,normal,20,5
2025-10-26T18:10:08.009039,177.126.173.219,proxy-mow-01,ubuntu,sudo,2,Failed,22,TELNET,User ubuntu failed login via sudo,normal,18,6
2025-12-01T12:30:21.768394,14.50.60.87,monitor-car-01,ec2-user,sudo,1,Success,22,N/A,User ec2-user success login via sudo,normal,12,0
2026-10-18T12:44:26.865357,37.76.148.114,web-sgp-02,ec2-user,login,3,Failed,22,N/A,User ec2-user failed login via login,normal,12,6
2023-10-22T08:13:19.792001,122.7.243.68,srv-nyc-01,castrolisa,cron,2,Failed,443,SSH2,User castrolisa failed login via cron,normal,8,6
2026-01-09T17:47:50.567617,20.227.228.238,vpn-thr-02,zachary72,login,1,Success,22,RDP,User zachary72 success login via login,normal,17,4
2025-01-17T20:16:23.623987,218.29.84.58,srv-nyc-01,chengregory,su,1,Success,22,TELNET,User chengregory success login via su,normal,20,4
2026-04-08T23:43:01.046120,93.56.18.238,db-ber-01,root,su,1,Failed,2222,N/A,User root failed login via su,normal,23,2
2025-06-10T21:40:44.982776,162.140.220.56,db-ber-01,ubuntu,su,5,Failed,22,SSH2,User ubuntu failed login via su,normal,21,1
2025-11-01T21:57:27.983005,212.80.232.3,srv-tok-03,www-data,login,1,Failed,22,N/A,User www-data failed login via login,normal,21,5
2025-03-04T10:14:07.781679,174.191.63.123,srv-ldn-02,dingram,cron,1,Failed,2222,SSH2,User dingram failed login via cron,normal,10,1
2023-01-04T14:12:56.459765,179.83.208.168,backup-prk-01,ec2-user,cron,1,Success,22,SSH2,User ec2-user success login via cron,normal,14,2
2024-09-16T11:45:57.338554,60.230.178.120,backup-prk-01,ubuntu,cron,1,Success,22,SSH2,User ubuntu success login via cron,normal,11,0
2024-05-05T06:41:28.251995,55.43.232.66,monitor-car-01,www-data,sudo,1,Success,22,N/A,User www-data success login via sudo,normal,6,6
2026-12-12T09:07:20.950216,211.205.151.176,db-ber-01,nginx,cron,3,Success,80,N/A,User nginx success login via cron,normal,9,5
2025-12-07T06:43:11.582094,76.95.186.199,monitor-car-01,loganjohnson,su,1,Success,22,RDP,User loganjohnson success login via su,normal,6,6
2023-03-06T10:38:54.036098,147.235.153.158,srv-nyc-01,root,cron,1,Failed,22,RDP,User root failed login via cron,normal,10,0
2026-01-25T14:58:29.594468,150.231.144.180,proxy-mow-01,mbuck,su,1,Success,22,SSH2,User mbuck success login via su,normal,14,6
2025-06-01T01:07:47.087616,144.95.125.62,web-sgp-02,russellscott,cron,1,Failed,443,TELNET,User russellscott failed login via cron,normal,1,6
2025-09-08T14:00:41.243507,1.232.67.58,srv-nyc-01,admin,login,2,Failed,2222,TELNET,User admin failed login via login,normal,14,0
2024-08-24T20:25:23.985526,80.231.210.225,vpn-thr-02,nginx,sudo,1,Failed,22,N/A,Login from unusual server vpn-thr-02,geo_anomaly,20,5
2023-10-06T02:53:23.775044,54.227.18.82,srv-tok-03,nginx,login,2,Failed,22,RDP,User nginx failed login via login,normal,2,4
2023-09-16T13:07:27.119626,128.223.149.201,backup-prk-01,martinezmichael,cron,5,Failed,22,SSH2,User martinezmichael failed login via cron,normal,13,5
2024-04-16T07:01:35.659024,167.239.190.135,db-ber-01,www-data,cron,1,Success,80,RDP,User www-data success login via cron,normal,7,1
2025-02-20T23:54:12.657803,48.200.149.123,srv-tok-03,dmiller,login,2,Failed,2222,RDP,User dmiller failed login via login,normal,23,3
2023-02-10T13:59:37.270795,9.72.15.3,web-sgp-02,nginx,sudo,2,Failed,22,TELNET,User nginx failed login via sudo,normal,13,4
2024-05-02T01:47:50.252562,202.241.89.14,monitor-car-01,nginx,cron,1,Success,80,N/A,Login from unusual server monitor-car-01,geo_anomaly,1,3
2026-03-20T22:11:42.122801,203.128.47.156,srv-tok-03,moorezachary,sudo,3,Failed,22,N/A,User moorezachary failed login via sudo,normal,22,4
2025-10-13T03:01:39.630407,106.139.41.155,web-sgp-02,jmorgan,ssh,4,Failed,22,TELNET,User jmorgan failed login via ssh,normal,3,0
2024-04-24T06:35:53.262318,89.122.138.116,srv-tok-03,sherryvilla,ssh,2,Failed,2222,RDP,User sherryvilla failed login via ssh,normal,6,2
2024-04-24T17:03:38.743087,195.104.136.58,monitor-car-01,perezcynthia,sudo,2,Failed,443,N/A,User perezcynthia failed login via sudo,normal,17,2
2023-11-27T00:26:48.487843,222.208.17.35,backup-prk-01,nginx,sudo,1,Success,22,RDP,User nginx success login via sudo,normal,0,0
2025-04-04T18:44:37.568134,64.92.91.199,proxy-mow-01,nancy26,login,1,Success,22,RDP,User nancy26 success login via login,normal,18,4
2025-09-29T22:22:49.056944,181.128.183.14,srv-ldn-02,nginx,cron,3,Failed,22,SSH2,User nginx failed login via cron,normal,22,0
2026-12-30T19:50:59.407444,84.177.84.237,vpn-thr-02,ubuntu,su,2,Failed,2222,RDP,User ubuntu failed login via su,normal,19,2
2025-01-14T17:28:55.562652,71.41.104.189,srv-nyc-01,www-data,cron,1,Success,80,TELNET,User www-data success login via cron,normal,17,1
2025-04-16T13:57:51.273334,106.115.79.155,proxy-mow-01,nginx,cron,1,Success,2222,RDP,User nginx success login via cron,normal,13,2
2024-09-28T22:41:21.955726,218.167.78.231,srv-tok-03,afrench,ssh,1,Success,2222,RDP,User afrench success login via ssh,normal,22,5
2025-11-04T08:37:52.660602,219.166.27.112,db-ber-01,admin,login,1,Success,2222,N/A,User admin success login via login,normal,8,1
2024-08-18T07:51:26.460304,134.45.252.104,proxy-mow-01,amandajones,su,1,Success,80,TELNET,User amandajones success login via su,normal,7,6
2024-11-18T20:32:03.835682,118.81.65.71,proxy-mow-01,phuang,login,1,Success,443,RDP,User phuang success login via login,normal,20,0
2025-04-28T19:24:22.410371,174.52.254.19,proxy-mow-01,deannasanders,su,3,Failed,22,SSH2,User deannasanders failed login via su,normal,19,0
2026-07-16T03:47:25.851756,33.99.250.53,srv-nyc-01,ubuntu,login,1,Success,22,N/A,User ubuntu success login via login,normal,3,3
2025-05-31T21:19:34.197899,183.149.164.235,web-sgp-02,www-data,cron,1,Success,80,N/A,User www-data success login via cron,normal,21,5
2024-02-08T08:54:57.541351,153.2.119.204,proxy-mow-01,root,su,1,Success,22,SSH2,User root success login via su,normal,8,3
2026-11-08T14:43:48.004860,67.30.48.190,vpn-thr-02,nginx,cron,2,Failed,22,SSH2,User nginx failed login via cron,normal,14,6
2023-07-30T13:01:17.706175,58.242.122.92,srv-nyc-01,ubuntu,cron,1,Success,443,RDP,User ubuntu success login via cron,normal,13,6
2025-12-03T06:19:34.809182,193.221.172.125,backup-prk-01,root,cron,1,Failed,443,N/A,User root failed login via cron,normal,6,2
2026-09-11T20:44:01.285609,190.200.154.48,monitor-car-01,ubuntu,su,2,Failed,2222,N/A,User ubuntu failed login via su,normal,20,4
2023-08-24T14:43:18.631143,58.79.102.79,backup-prk-01,nginx,cron,2,Failed,22,N/A,User nginx failed login via cron,normal,14,3
2024-02-19T05:11:22.427105,13.228.124.42,srv-tok-03,brittanyferrell,su,2,Failed,22,SSH2,User brittanyferrell failed login via su,normal,5,0
2024-05-19T07:32:40.608315,158.64.92.155,backup-prk-01,root,sudo,37,Failed,22,TELNET,Multiple failed login attempts for user root,brute_force,7,6
2025-07-09T04:39:04.192310,182.67.29.247,backup-prk-01,www-data,sudo,1,Success,2222,TELNET,User www-data success login via sudo,normal,4,2
2026-07-04T14:56:20.885655,122.152.237.53,srv-ldn-02,nginx,ssh,1,Failed,443,TELNET,User nginx failed login via ssh,normal,14,5
2025-03-16T02:17:06.594411,90.70.102.162,srv-tok-03,norman04,sudo,4,Failed,443,TELNET,User norman04 failed login via sudo,normal,2,6
2024-01-28T20:10:08.469889,187.25.159.54,web-sgp-02,ec2-user,ssh,1,Failed,443,SSH2,User ec2-user failed login via ssh,normal,20,6
2023-07-15T21:03:39.023361,86.216.126.74,srv-ldn-02,nginx,sudo,1,Success,22,N/A,User nginx success login via sudo,normal,21,5
2024-11-07T17:43:01.160035,132.251.21.198,vpn-thr-02,ubuntu,login,1,Failed,50697,N/A,Port scan detected from 132.251.21.198 on port 50697,port_scan,17,3
2023-07-21T22:03:29.548167,106.161.172.232,srv-tok-03,jgardner,sudo,2,Failed,22,SSH2,User jgardner failed login via sudo,normal,22,4
2023-11-30T05:51:43.727428,15.227.128.26,srv-ldn-02,ubuntu,cron,1,Failed,443,SSH2,User ubuntu failed login via cron,normal,5,3
2024-06-05T04:22:22.978487,217.55.158.149,monitor-car-01,admin,sudo,2,Failed,80,RDP,User admin failed login via sudo,normal,4,2
2025-11-12T00:18:28.432601,39.149.34.159,backup-prk-01,nginx,sudo,2,Success,2222,SSH2,Login from unusual server backup-prk-01,geo_anomaly,0,2
2026-03-17T17:45:50.612001,221.21.114.80,proxy-mow-01,ec2-user,sudo,1,Success,22,RDP,User ec2-user success login via sudo,normal,17,1
2026-11-15T01:22:15.191039,10.80.51.163,db-ber-01,rachel58,su,1,Failed,22,SSH2,User rachel58 failed login via su,normal,1,6
2025-03-21T23:58:44.154202,118.14.155.215,backup-prk-01,vrollins,login,1,Success,80,TELNET,User vrollins success login via login,normal,23,4
2024-03-22T23:47:40.349129,58.0.203.223,srv-tok-03,peter78,cron,1,Success,22,RDP,User peter78 success login via cron,normal,23,4
2026-04-01T21:29:27.736240,137.219.95.134,web-sgp-02,ubuntu,ssh,1,Success,22,TELNET,User ubuntu success login via ssh,normal,21,2
2025-10-25T12:16:30.317254,204.218.193.67,srv-tok-03,adamlarson,cron,1,Success,22,RDP,User adamlarson success login via cron,normal,12,5
2025-10-14T09:30:17.851336,141.29.105.73,srv-ldn-02,www-data,login,3,Failed,2222,SSH2,User www-data failed login via login,normal,9,1
2025-05-19T20:20:14.475496,135.29.167.135,proxy-mow-01,ec2-user,cron,1,Failed,2222,RDP,User ec2-user failed login via cron,normal,20,0
2024-01-25T08:26:31.681155,181.101.121.251,web-sgp-02,www-data,cron,1,Failed,2222,SSH2,User www-data failed login via cron,normal,8,3
2024-07-02T17:56:58.277968,160.42.243.56,backup-prk-01,ubuntu,sudo,1,Success,22,TELNET,User ubuntu success login via sudo,normal,17,1
2023-06-18T11:33:49.707119,62.195.222.48,vpn-thr-02,admin,su,1,Success,22,SSH2,User admin success login via su,normal,11,6
2024-04-09T19:06:46.119414,151.159.62.171,srv-nyc-01,nginx,login,2,Failed,443,N/A,User nginx failed login via login,normal,19,1
2025-03-31T00:02:30.365956,172.159.155.114,srv-tok-03,elizabeth32,su,1,Success,80,N/A,User elizabeth32 success login via su,normal,0,0
2026-02-13T13:25:13.750125,10.176.34.55,srv-tok-03,ec2-user,su,1,Failed,22,TELNET,User ec2-user failed login via su,normal,13,4
2026-07-06T20:12:24.286085,11.84.79.24,db-ber-01,careymelissa,ssh,3,Failed,22,TELNET,User careymelissa failed login via ssh,normal,20,0
2024-10-01T18:01:03.681568,144.231.119.93,web-sgp-02,www-data,login,1,Success,22,RDP,User www-data success login via login,normal,18,1
2023-09-08T03:34:40.791039,17.183.134.67,srv-ldn-02,matthewssamantha,cron,1,Failed,443,TELNET,User matthewssamantha failed login via cron,normal,3,4
2026-08-30T17:38:47.303991,204.177.193.146,db-ber-01,nginx,su,3,Success,22,N/A,User nginx success login via su,normal,17,6
2026-06-29T04:30:37.092418,70.131.252.134,backup-prk-01,gcook,sudo,3,Failed,443,SSH2,User gcook failed login via sudo,normal,4,0
2024-01-28T06:57:43.968925,14.78.50.44,srv-tok-03,root,login,1,Success,22,N/A,User root success login via login,normal,6,6
2024-11-21T02:39:48.584385,98.234.33.193,backup-prk-01,ec2-user,su,1,Success,22,TELNET,User ec2-user success login via su,normal,2,3
2026-08-31T12:51:59.491726,18.49.21.244,srv-nyc-01,kevinlynch,ssh,1,Failed,2222,TELNET,User kevinlynch failed login via ssh,normal,12,0
2024-11-29T01:02:27.932283,1.209.233.54,web-sgp-02,admin,cron,1,Failed,22,SSH2,User admin failed login via cron,normal,1,4
2025-03-22T23:09:36.643185,121.214.82.31,srv-nyc-01,root,sudo,1,Success,443,TELNET,User root success login via sudo,normal,23,5
2023-05-18T10:58:16.930907,131.161.28.169,db-ber-01,phillipsmichael,login,1,Success,2222,N/A,User phillipsmichael success login via login,normal,10,3
2026-04-16T13:51:09.070049,76.180.69.191,db-ber-01,ec2-user,su,3,Failed,80,TELNET,User ec2-user failed login via su,normal,13,3
2023-01-11T07:12:59.718765,223.176.232.172,proxy-mow-01,admin,su,3,Failed,80,SSH2,User admin failed login via su,normal,7,2
2025-11-08T14:40:33.517180,94.69.2.152,srv-nyc-01,nginx,cron,1,Success,22,TELNET,User nginx success login via cron,normal,14,5
2025-03-27T22:29:06.672769,218.250.58.111,web-sgp-02,ec2-user,ssh,1,Success,2222,N/A,User ec2-user success login via ssh,normal,22,3
2026-06-27T23:23:58.283556,143.119.213.108,srv-tok-03,www-data,ssh,2,Failed,443,SSH2,User www-data failed login via ssh,normal,23,5
2023-11-27T21:49:32.793983,171.62.248.170,monitor-car-01,www-data,su,3,Failed,22,RDP,User www-data failed login via su,normal,21,0
2026-10-14T11:31:13.627815,13.116.53.217,srv-nyc-01,jeffrey75,sudo,1,Success,80,N/A,User jeffrey75 success login via sudo,normal,11,2
2023-05-14T19:58:34.797476,59.6.218.4,monitor-car-01,www-data,sudo,1,Success,80,RDP,User www-data success login via sudo,normal,19,6
2023-11-27T08:02:40.428000,56.100.246.212,vpn-thr-02,nginx,su,1,Success,443,RDP,User nginx success login via su,normal,8,0
2025-12-19T21:16:40.445069,27.126.77.217,db-ber-01,admin,su,1,Failed,48581,N/A,Port scan detected from 27.126.77.217 on port 48581,port_scan,21,4
2024-02-18T00:46:00.094230,135.165.58.210,srv-nyc-01,root,cron,1,Failed,22,SSH2,User root failed login via cron,normal,0,6
2024-08-08T17:47:26.000395,15.137.22.113,backup-prk-01,admin,cron,2,Failed,80,TELNET,User admin failed login via cron,normal,17,3
2023-11-30T19:48:31.831443,150.245.199.113,srv-ldn-02,admin,ssh,2,Failed,22,N/A,User admin failed login via ssh,normal,19,3
2024-09-22T14:33:21.440992,57.167.252.110,srv-nyc-01,root,cron,5,Failed,80,N/A,User root failed login via cron,normal,14,6
2023-06-26T02:47:19.553280,107.229.129.221,monitor-car-01,michelle74,su,1,Failed,80,TELNET,User michelle74 failed login via su,normal,2,0
2025-12-21T05:59:44.216337,206.180.107.121,db-ber-01,root,cron,1,Failed,2222,RDP,User root failed login via cron,normal,5,6
